custom_id,record_id,unit_id,treatment_name,chip_family,chip_family_display,cohort_name,stage_name,stage_code,experiment_name,data_source,n_players,n_rounds,n_turns,initial_total_welfare,optimal_total_welfare,optimal_total_surplus,final_total_welfare,final_total_surplus,final_surplus_ratio,final_group_surplus_ratio_after_turn,mean_trade_ratio,mean_acceptance_rate,mean_proposer_net_surplus,mean_player_final_surplus
chip_bargain__chip3_g12_m5wp8p_game_1,chip3__g12_m5wp8p__game_1,chip3__g12_m5wp8p__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g12-m5wp8p,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),human_gold,3,3,9,59.0,63.0,4.0,62.5,3.5,0.875,0.875,1.1206349206349207,0.3333333333333333,0.911111111111111,1.1666666666666667
chip_bargain__chip3_g13_m5wp8q_game_1,chip3__g13_m5wp8q__game_1,chip3__g13_m5wp8q__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g13-m5wp8q,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),human_gold,3,3,9,45.0,57.0,12.0,52.2,7.200000000000003,0.6000000000000002,0.6000000000000002,0.8978835978835981,0.5555555555555556,0.8888888888888891,2.400000000000001
chip_bargain__chip3_g15_m5wp8s_game_1,chip3__g15_m5wp8s__game_1,chip3__g15_m5wp8s__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g15-m5wp8s,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),human_gold,3,3,9,41.0,51.0,10.0,41.8,0.7999999999999972,0.07999999999999971,0.07999999999999971,0.5907407407407408,1.0,1.1888888888888889,0.2666666666666657
chip_bargain__chip3_g16_m5wp8t_game_1,chip3__g16_m5wp8t__game_1,chip3__g16_m5wp8t__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g16-m5wp8t,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),human_gold,3,3,9,48.0,75.0,27.0,72.6,24.599999999999994,0.9111111111111109,0.9111111111111109,0.9283950617283951,0.8888888888888888,1.4555555555555555,8.199999999999998
chip_bargain__chip3_g17_m5wp8w_game_1,chip3__g17_m5wp8w__game_1,chip3__g17_m5wp8w__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g17-m5wp8w,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),human_gold,3,3,9,41.0,60.00000000000001,19.000000000000007,49.2,8.200000000000003,0.43157894736842106,0.43157894736842106,0.7925925925925925,0.4444444444444444,0.6444444444444444,2.7333333333333343
chip_bargain__chip3_g18_m5wq8i_game_1,chip3__g18_m5wq8i__game_1,chip3__g18_m5wq8i__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g18-m5wq8i,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),human_gold,3,3,9,50.0,60.00000000000001,10.000000000000007,56.800000000000004,6.800000000000004,0.6799999999999999,0.6799999999999999,1.1944444444444444,0.8888888888888888,0.3444444444444445,2.266666666666668
chip_bargain__chip3_g19_m5wq90_game_1,chip3__g19_m5wq90__game_1,chip3__g19_m5wq90__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g19-m5wq90,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),human_gold,3,3,9,47.0,63.6,16.6,59.0,12.0,0.7228915662650601,0.7228915662650601,1.0,0.6666666666666666,1.3777777777777775,4.0
chip_bargain__chip3_g1_m5wp46_game_1,chip3__g1_m5wp46__game_1,chip3__g1_m5wp46__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g1-m5wp46,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),human_gold,3,3,9,58.0,75.0,17.0,75.0,17.0,1.0,1.0,0.8777777777777778,0.3333333333333333,3.288888888888889,5.666666666666667
chip_bargain__chip3_g20_m5wq93_game_1,chip3__g20_m5wq93__game_1,chip3__g20_m5wq93__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g20-m5wq93,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),human_gold,3,3,9,56.0,68.14285714285714,12.142857142857139,61.4,5.399999999999999,0.44470588235294123,0.44470588235294123,0.9376543209876544,0.5555555555555556,1.877777777777778,1.7999999999999996
chip_bargain__chip3_g2_m5wp6p_game_1,chip3__g2_m5wp6p__game_1,chip3__g2_m5wp6p__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g2-m5wp6p,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),human_gold,3,3,9,59.0,75.0,16.0,72.7,13.700000000000003,0.8562500000000002,0.8562500000000002,1.0148148148148148,0.5555555555555556,1.211111111111111,4.566666666666667
chip_bargain__chip3_g3_m5wp6q_game_1,chip3__g3_m5wp6q__game_1,chip3__g3_m5wp6q__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g3-m5wp6q,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),human_gold,3,3,9,56.0,70.11111111111111,14.111111111111114,66.1,10.099999999999994,0.7157480314960625,0.7157480314960625,0.7555555555555555,0.4444444444444444,1.155555555555556,3.366666666666665
chip_bargain__chip3_g5_m5wp6r_game_1,chip3__g5_m5wp6r__game_1,chip3__g5_m5wp6r__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g5-m5wp6r,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),human_gold,3,3,9,59.0,68.66666666666667,9.666666666666671,65.2,6.200000000000003,0.6413793103448275,0.6413793103448275,1.0703703703703704,0.5555555555555556,2.011111111111111,2.0666666666666678
chip_bargain__chip3_g6_m5wp77_game_1,chip3__g6_m5wp77__game_1,chip3__g6_m5wp77__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g6-m5wp77,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),human_gold,3,3,9,57.0,69.0,12.0,64.5,7.5,0.625,0.625,0.5703703703703703,0.5555555555555556,2.311111111111112,2.5
chip_bargain__chip3_g7_m5wp78_game_1,chip3__g7_m5wp78__game_1,chip3__g7_m5wp78__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g7-m5wp78,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),human_gold,3,3,9,55.0,74.44444444444444,19.444444444444443,67.4,12.400000000000006,0.637714285714286,0.637714285714286,1.1222222222222222,0.6666666666666666,1.311111111111111,4.1333333333333355
chip_bargain__chip3_g8_m5wp79_game_1,chip3__g8_m5wp79__game_1,chip3__g8_m5wp79__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g8-m5wp79,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),human_gold,3,3,9,43.0,51.0,8.0,46.9,3.8999999999999986,0.4874999999999998,0.4874999999999998,0.712962962962963,0.7777777777777778,0.7444444444444444,1.2999999999999996
chip_bargain__chip3_g9_m5wp79_game_1,chip3__g9_m5wp79__game_1,chip3__g9_m5wp79__game_1,CHIP3__GAME_1,chip3,3-Chip Bargaining,g9-m5wp79,First negotiation game-negotiation1,GAME_1,🔵 3p1 (N= 54),human_gold,3,3,9,64.0,65.44444444444446,1.444444444444457,63.900000000000006,-0.09999999999999432,-0.0692307692307647,-0.0692307692307647,0.8425925925925926,0.2222222222222222,0.9555555555555555,-0.03333333333333144
chip_bargain__chip3_cohort_01_m8aiq8_game_2_alt_profile,chip3__cohort_01_m8aiq8__game_2_alt_profile,chip3__cohort_01_m8aiq8__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,chip3,3-Chip Bargaining,Cohort 01-m8aiq8,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p2,human_gold,3,3,9,49.0,57.0,8.0,53.0,4.0,0.5,0.5,0.9388888888888888,0.2222222222222222,1.2333333333333334,1.3333333333333333
chip_bargain__chip3_cohort_02_m8aiq8_game_2_alt_profile,chip3__cohort_02_m8aiq8__game_2_alt_profile,chip3__cohort_02_m8aiq8__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,chip3,3-Chip Bargaining,Cohort 02-m8aiq8,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p2,human_gold,3,3,9,45.0,52.285714285714285,7.285714285714285,47.9,2.8999999999999986,0.3980392156862744,0.3980392156862744,1.148148148148148,0.4444444444444444,0.7777777777777778,0.9666666666666662
chip_bargain__chip3_cohort_03_m8aiq8_game_2_alt_profile,chip3__cohort_03_m8aiq8__game_2_alt_profile,chip3__cohort_03_m8aiq8__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,chip3,3-Chip Bargaining,Cohort 03-m8aiq8,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p2,human_gold,3,3,9,58.0,74.5,16.5,71.0,13.0,0.7878787878787878,0.7878787878787878,1.0210758377425044,0.2222222222222222,3.2222222222222223,4.333333333333333
chip_bargain__chip3_cohort_04_m8aiq8_game_2_alt_profile,chip3__cohort_04_m8aiq8__game_2_alt_profile,chip3__cohort_04_m8aiq8__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,chip3,3-Chip Bargaining,Cohort 04-m8aiq8,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p2,human_gold,3,3,9,46.0,60.142857142857146,14.142857142857146,51.0,5.0,0.3535353535353535,0.3535353535353535,0.9481481481481482,0.4444444444444444,1.2555555555555555,1.6666666666666667
chip_bargain__chip3_cohort_05_m8aiq8_game_2_alt_profile,chip3__cohort_05_m8aiq8__game_2_alt_profile,chip3__cohort_05_m8aiq8__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,chip3,3-Chip Bargaining,Cohort 05-m8aiq8,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p2,human_gold,3,3,9,41.0,51.0,10.0,47.2,6.200000000000003,0.6200000000000003,0.6200000000000003,1.2444444444444445,0.4444444444444444,1.1888888888888889,2.0666666666666678
chip_bargain__chip3_cohort_06_m8ak4g_game_2_alt_profile,chip3__cohort_06_m8ak4g__game_2_alt_profile,chip3__cohort_06_m8ak4g__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,chip3,3-Chip Bargaining,Cohort 06-m8ak4g,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p2,human_gold,3,3,9,36.0,42.599999999999994,6.599999999999994,41.0,5.0,0.7575757575757582,0.7575757575757582,1.1029100529100528,0.4444444444444444,1.5555555555555556,1.6666666666666667
chip_bargain__chip3_cohort_07_m8ak4j_game_2_alt_profile,chip3__cohort_07_m8ak4j__game_2_alt_profile,chip3__cohort_07_m8ak4j__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,chip3,3-Chip Bargaining,Cohort 07-m8ak4j,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p2,human_gold,3,3,9,40.0,60.0,20.0,58.199999999999996,18.199999999999996,0.9099999999999998,0.9099999999999998,0.7015873015873016,0.6666666666666666,2.1333333333333337,6.0666666666666655
chip_bargain__chip3_g11_m5wp7b_game_2_alt_profile,chip3__g11_m5wp7b__game_2_alt_profile,chip3__g11_m5wp7b__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,chip3,3-Chip Bargaining,g11-m5wp7b,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p1 (N= 54),human_gold,3,3,9,50.0,62.714285714285715,12.714285714285715,58.400000000000006,8.400000000000006,0.6606741573033712,0.6606741573033712,1.0361952861952863,0.4444444444444444,1.0333333333333339,2.800000000000002
chip_bargain__chip3_g12_m5wp8p_game_2_alt_profile,chip3__g12_m5wp8p__game_2_alt_profile,chip3__g12_m5wp8p__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,chip3,3-Chip Bargaining,g12-m5wp8p,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p1 (N= 54),human_gold,3,3,9,56.0,63.888888888888886,7.888888888888886,61.3,5.299999999999997,0.6718309859154928,0.6718309859154928,1.0796296296296297,0.2222222222222222,1.1222222222222222,1.7666666666666657
chip_bargain__chip3_g13_m5wp8q_game_2_alt_profile,chip3__g13_m5wp8q__game_2_alt_profile,chip3__g13_m5wp8q__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,chip3,3-Chip Bargaining,g13-m5wp8q,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p1 (N= 54),human_gold,3,3,9,54.0,72.0,18.0,67.5,13.5,0.75,0.75,1.0462962962962965,0.7777777777777778,1.3444444444444446,4.5
chip_bargain__chip3_g15_m5wp8s_game_2_alt_profile,chip3__g15_m5wp8s__game_2_alt_profile,chip3__g15_m5wp8s__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,chip3,3-Chip Bargaining,g15-m5wp8s,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p1 (N= 54),human_gold,3,3,9,52.0,66.0,14.0,55.1,3.1000000000000014,0.22142857142857153,0.22142857142857153,0.636904761904762,0.2222222222222222,3.4222222222222225,1.0333333333333339
chip_bargain__chip3_g16_m5wp8t_game_2_alt_profile,chip3__g16_m5wp8t__game_2_alt_profile,chip3__g16_m5wp8t__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,chip3,3-Chip Bargaining,g16-m5wp8t,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p1 (N= 54),human_gold,3,3,9,38.0,54.333333333333336,16.333333333333336,46.400000000000006,8.400000000000006,0.5142857142857146,0.5142857142857146,1.011111111111111,0.3333333333333333,1.8888888888888884,2.800000000000002
chip_bargain__chip3_g17_m5wp8w_game_2_alt_profile,chip3__g17_m5wp8w__game_2_alt_profile,chip3__g17_m5wp8w__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,chip3,3-Chip Bargaining,g17-m5wp8w,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p1 (N= 54),human_gold,3,3,9,50.0,61.44444444444444,11.444444444444443,52.7,2.700000000000003,0.23592233009708766,0.23592233009708766,0.9925925925925925,0.4444444444444444,0.38888888888888895,0.9000000000000009
chip_bargain__chip3_g18_m5wq8i_game_2_alt_profile,chip3__g18_m5wq8i__game_2_alt_profile,chip3__g18_m5wq8i__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,chip3,3-Chip Bargaining,g18-m5wq8i,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p1 (N= 54),human_gold,3,3,9,51.0,63.0,12.0,54.800000000000004,3.8000000000000043,0.31666666666666704,0.31666666666666704,1.0555555555555556,0.5555555555555556,0.37777777777777793,1.2666666666666682
chip_bargain__chip3_g19_m5wq90_game_2_alt_profile,chip3__g19_m5wq90__game_2_alt_profile,chip3__g19_m5wq90__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,chip3,3-Chip Bargaining,g19-m5wq90,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p1 (N= 54),human_gold,3,3,9,62.0,74.55555555555556,12.555555555555557,68.1,6.099999999999994,0.48584070796460127,0.48584070796460127,1.0,0.3333333333333333,2.466666666666667,2.0333333333333314
chip_bargain__chip3_g1_m5wp46_game_2_alt_profile,chip3__g1_m5wp46__game_2_alt_profile,chip3__g1_m5wp46__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,chip3,3-Chip Bargaining,g1-m5wp46,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p1 (N= 54),human_gold,3,3,9,56.0,68.25,12.25,63.5,7.5,0.6122448979591837,0.6122448979591837,0.9907407407407409,0.3333333333333333,2.4222222222222225,2.5
chip_bargain__chip3_g20_m5wq93_game_2_alt_profile,chip3__g20_m5wq93__game_2_alt_profile,chip3__g20_m5wq93__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,chip3,3-Chip Bargaining,g20-m5wq93,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p1 (N= 54),human_gold,3,3,9,42.0,60.0,18.0,57.3,15.299999999999997,0.8499999999999999,0.8499999999999999,1.261111111111111,0.6666666666666666,1.6000000000000003,5.099999999999999
chip_bargain__chip3_g2_m5wp6p_game_2_alt_profile,chip3__g2_m5wp6p__game_2_alt_profile,chip3__g2_m5wp6p__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,chip3,3-Chip Bargaining,g2-m5wp6p,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p1 (N= 54),human_gold,3,3,9,44.0,69.0,25.0,64.1,20.099999999999994,0.8039999999999998,0.8039999999999998,0.8060846560846561,0.6666666666666666,1.7000000000000002,6.699999999999998
chip_bargain__chip3_g3_m5wp6q_game_2_alt_profile,chip3__g3_m5wp6q__game_2_alt_profile,chip3__g3_m5wp6q__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,chip3,3-Chip Bargaining,g3-m5wp6q,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p1 (N= 54),human_gold,3,3,9,40.0,60.00000000000001,20.000000000000007,55.6,15.600000000000001,0.7799999999999998,0.7799999999999998,0.7383838383838384,0.5555555555555556,2.8666666666666667,5.2
chip_bargain__chip3_g5_m5wp6r_game_2_alt_profile,chip3__g5_m5wp6r__game_2_alt_profile,chip3__g5_m5wp6r__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,chip3,3-Chip Bargaining,g5-m5wp6r,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p1 (N= 54),human_gold,3,3,9,49.0,66.0,17.0,60.5,11.5,0.6764705882352942,0.6764705882352942,0.8222222222222222,0.5555555555555556,1.3333333333333333,3.8333333333333335
chip_bargain__chip3_g6_m5wp77_game_2_alt_profile,chip3__g6_m5wp77__game_2_alt_profile,chip3__g6_m5wp77__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,chip3,3-Chip Bargaining,g6-m5wp77,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p1 (N= 54),human_gold,3,3,9,54.0,63.0,9.0,62.400000000000006,8.400000000000006,0.933333333333334,0.933333333333334,0.7203703703703703,0.3333333333333333,2.111111111111111,2.800000000000002
chip_bargain__chip3_g7_m5wp78_game_2_alt_profile,chip3__g7_m5wp78__game_2_alt_profile,chip3__g7_m5wp78__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,chip3,3-Chip Bargaining,g7-m5wp78,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p1 (N= 54),human_gold,3,3,9,29.0,33.0,4.0,28.6,-0.3999999999999986,-0.09999999999999964,-0.09999999999999964,0.6981481481481482,0.7777777777777778,0.2666666666666668,-0.13333333333333286
chip_bargain__chip3_g8_m5wp79_game_2_alt_profile,chip3__g8_m5wp79__game_2_alt_profile,chip3__g8_m5wp79__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,chip3,3-Chip Bargaining,g8-m5wp79,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p1 (N= 54),human_gold,3,3,9,54.0,69.0,15.0,64.8,10.799999999999997,0.7199999999999999,0.7199999999999999,1.0839506172839508,0.4444444444444444,1.177777777777778,3.599999999999999
chip_bargain__chip3_g9_m5wp79_game_2_alt_profile,chip3__g9_m5wp79__game_2_alt_profile,chip3__g9_m5wp79__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,chip3,3-Chip Bargaining,g9-m5wp79,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🔵 3p1 (N= 54),human_gold,3,3,9,46.0,60.0,14.0,48.2,2.200000000000003,0.15714285714285733,0.15714285714285733,1.0555555555555556,0.4444444444444444,0.7222222222222222,0.7333333333333343
chip_bargain__chip4_cohort_01_m7xkoz_game_1,chip4__cohort_01_m7xkoz__game_1,chip4__cohort_01_m7xkoz__game_1,CHIP4__GAME_1,chip4,4-Chip Bargaining,Cohort 01-m7xkoz,First negotiation game-negotiation1,GAME_1,🟣 4p1 (n=20),human_gold,3,3,9,59.0,84.0,25.0,77.5,18.5,0.74,0.74,1.0,0.8888888888888888,0.9222222222222223,6.166666666666667
chip_bargain__chip4_cohort_01_m898xg_game_1,chip4__cohort_01_m898xg__game_1,chip4__cohort_01_m898xg__game_1,CHIP4__GAME_1,chip4,4-Chip Bargaining,Cohort 01-m898xg,First negotiation game-negotiation1,GAME_1,🟣 4p3,human_gold,3,3,9,67.0,93.0,26.0,85.5,18.5,0.7115384615384616,0.7115384615384616,0.9876543209876544,0.5555555555555556,1.5111111111111113,6.166666666666667
chip_bargain__chip4_cohort_01_m8aboy_game_1,chip4__cohort_01_m8aboy__game_1,chip4__cohort_01_m8aboy__game_1,CHIP4__GAME_1,chip4,4-Chip Bargaining,Cohort 01-m8aboy,First negotiation game-negotiation1,GAME_1,🟣 4p4,human_gold,3,3,9,59.0,71.5,12.5,65.7,6.700000000000003,0.5360000000000003,0.5360000000000003,0.8025573192239859,0.2222222222222222,1.422222222222222,2.2333333333333343
chip_bargain__chip4_cohort_02_m7xl5i_game_1,chip4__cohort_02_m7xl5i__game_1,chip4__cohort_02_m7xl5i__game_1,CHIP4__GAME_1,chip4,4-Chip Bargaining,Cohort 02-m7xl5i,First negotiation game-negotiation1,GAME_1,🟣 4p1 (n=20),human_gold,3,3,9,80.0,93.0,13.0,83.5,3.5,0.2692307692307692,0.2692307692307692,0.9777777777777779,0.2222222222222222,1.5666666666666669,1.1666666666666667
chip_bargain__chip4_cohort_02_m89542_game_1,chip4__cohort_02_m89542__game_1,chip4__cohort_02_m89542__game_1,CHIP4__GAME_1,chip4,4-Chip Bargaining,Cohort 02-m89542,First negotiation game-negotiation1,GAME_1,🟣 4p2,human_gold,3,3,9,77.0,99.0,22.0,87.6,10.599999999999994,0.48181818181818153,0.48181818181818153,0.7166666666666667,0.3333333333333333,2.2555555555555555,3.5333333333333314
chip_bargain__chip4_cohort_02_m898xg_game_1,chip4__cohort_02_m898xg__game_1,chip4__cohort_02_m898xg__game_1,CHIP4__GAME_1,chip4,4-Chip Bargaining,Cohort 02-m898xg,First negotiation game-negotiation1,GAME_1,🟣 4p3,human_gold,3,3,9,58.0,85.0,27.0,71.39999999999999,13.399999999999991,0.49629629629629596,0.49629629629629596,0.9833333333333333,0.3333333333333333,2.111111111111111,4.466666666666664
chip_bargain__chip4_cohort_02_m8aboy_game_1,chip4__cohort_02_m8aboy__game_1,chip4__cohort_02_m8aboy__game_1,CHIP4__GAME_1,chip4,4-Chip Bargaining,Cohort 02-m8aboy,First negotiation game-negotiation1,GAME_1,🟣 4p4,human_gold,3,3,9,55.0,72.0,17.0,62.5,7.5,0.4411764705882353,0.4411764705882353,1.25,0.6666666666666666,0.9000000000000001,2.5
chip_bargain__chip4_cohort_03_m7xld5_game_1,chip4__cohort_03_m7xld5__game_1,chip4__cohort_03_m7xld5__game_1,CHIP4__GAME_1,chip4,4-Chip Bargaining,Cohort 03-m7xld5,First negotiation game-negotiation1,GAME_1,🟣 4p1 (n=20),human_gold,3,3,9,57.0,86.8571428571429,29.857142857142904,70.0,13.0,0.43540669856459263,0.43540669856459263,1.5074074074074073,0.6666666666666666,0.9333333333333333,4.333333333333333
chip_bargain__chip4_cohort_03_m898xg_game_1,chip4__cohort_03_m898xg__game_1,chip4__cohort_03_m898xg__game_1,CHIP4__GAME_1,chip4,4-Chip Bargaining,Cohort 03-m898xg,First negotiation game-negotiation1,GAME_1,🟣 4p3,human_gold,3,3,9,61.0,83.0,22.0,65.1,4.099999999999994,0.1863636363636361,0.1863636363636361,1.302910052910053,0.3333333333333333,1.1777777777777778,1.3666666666666647
chip_bargain__chip4_cohort_03_m8aboy_game_1,chip4__cohort_03_m8aboy__game_1,chip4__cohort_03_m8aboy__game_1,CHIP4__GAME_1,chip4,4-Chip Bargaining,Cohort 03-m8aboy,First negotiation game-negotiation1,GAME_1,🟣 4p4,human_gold,3,3,9,64.0,82.57142857142857,18.57142857142857,72.2,8.200000000000003,0.4415384615384617,0.4415384615384617,1.1296296296296295,0.5555555555555556,0.9222222222222223,2.7333333333333343
chip_bargain__chip4_cohort_04_m7xlmc_game_1,chip4__cohort_04_m7xlmc__game_1,chip4__cohort_04_m7xlmc__game_1,CHIP4__GAME_1,chip4,4-Chip Bargaining,Cohort 04-m7xlmc,First negotiation game-negotiation1,GAME_1,🟣 4p1 (n=20),human_gold,3,3,9,71.0,93.0,22.0,86.6,15.599999999999994,0.7090909090909089,0.7090909090909089,1.0074074074074073,0.6666666666666666,1.8555555555555554,5.199999999999998
chip_bargain__chip4_cohort_04_m89542_game_1,chip4__cohort_04_m89542__game_1,chip4__cohort_04_m89542__game_1,CHIP4__GAME_1,chip4,4-Chip Bargaining,Cohort 04-m89542,First negotiation game-negotiation1,GAME_1,🟣 4p2,human_gold,3,3,9,63.0,84.0,21.0,75.7,12.700000000000003,0.604761904761905,0.604761904761905,1.0222222222222221,0.5555555555555556,1.0222222222222226,4.233333333333334
chip_bargain__chip4_cohort_04_m8aboy_game_1,chip4__cohort_04_m8aboy__game_1,chip4__cohort_04_m8aboy__game_1,CHIP4__GAME_1,chip4,4-Chip Bargaining,Cohort 04-m8aboy,First negotiation game-negotiation1,GAME_1,🟣 4p4,human_gold,3,3,9,56.0,71.14285714285714,15.142857142857139,57.9,1.8999999999999986,0.1254716981132075,0.1254716981132075,0.7462962962962963,0.4444444444444444,0.8222222222222221,0.6333333333333329
chip_bargain__chip4_cohort_05_m7xlsd_game_1,chip4__cohort_05_m7xlsd__game_1,chip4__cohort_05_m7xlsd__game_1,CHIP4__GAME_1,chip4,4-Chip Bargaining,Cohort 05-m7xlsd,First negotiation game-negotiation1,GAME_1,🟣 4p1 (n=20),human_gold,3,3,9,57.0,69.0,12.0,61.2,4.200000000000003,0.35000000000000026,0.35000000000000026,0.9444444444444444,0.4444444444444444,0.9333333333333331,1.400000000000001
chip_bargain__chip4_cohort_05_m89542_game_1,chip4__cohort_05_m89542__game_1,chip4__cohort_05_m89542__game_1,CHIP4__GAME_1,chip4,4-Chip Bargaining,Cohort 05-m89542,First negotiation game-negotiation1,GAME_1,🟣 4p2,human_gold,3,3,9,60.0,74.66666666666667,14.666666666666671,69.4,9.400000000000006,0.6409090909090911,0.6409090909090911,0.8592592592592593,0.5555555555555556,1.0,3.133333333333335
chip_bargain__chip4_cohort_05_m898xg_game_1,chip4__cohort_05_m898xg__game_1,chip4__cohort_05_m898xg__game_1,CHIP4__GAME_1,chip4,4-Chip Bargaining,Cohort 05-m898xg,First negotiation game-negotiation1,GAME_1,🟣 4p3,human_gold,3,3,9,56.0,73.83333333333333,17.83333333333333,66.39999999999999,10.399999999999991,0.5831775700934576,0.5831775700934576,1.1796296296296296,0.4444444444444444,1.7444444444444445,3.4666666666666637
chip_bargain__chip4_cohort_05_m8aboy_game_1,chip4__cohort_05_m8aboy__game_1,chip4__cohort_05_m8aboy__game_1,CHIP4__GAME_1,chip4,4-Chip Bargaining,Cohort 05-m8aboy,First negotiation game-negotiation1,GAME_1,🟣 4p4,human_gold,3,3,9,68.0,82.4375,14.4375,72.5,4.5,0.3116883116883117,0.3116883116883117,0.9805996472663138,0.3333333333333333,1.7777777777777777,1.5
