n_trial,uncertainty,seek,Market_change_1up,mc_model,Instr,Task1Seek,check,ID,ValInstr,UncIntr,ValUnc,3Qway
2,52,6,1,487,1,1,3,594abd98215cbd000146debc,487,52,25324,25324
3,49,6,1,454,1,1,3,594abd98215cbd000146debc,454,49,22246,22246
4,82,6,0,-424,1,1,3,594abd98215cbd000146debc,-424,82,-34768,-34768
5,33,6,0,-488,1,1,3,594abd98215cbd000146debc,-488,33,-16104,-16104
7,18,6,1,491,1,1,3,594abd98215cbd000146debc,491,18,8838,8838
8,38,6,1,404,1,1,3,594abd98215cbd000146debc,404,38,15352,15352
9,77,5,1,428,1,1,3,594abd98215cbd000146debc,428,77,32956,32956
11,21,6,0,-426,1,1,3,594abd98215cbd000146debc,-426,21,-8946,-8946
12,8,5,1,488,1,1,3,594abd98215cbd000146debc,488,8,3904,3904
13,41,5,1,467,1,1,3,594abd98215cbd000146debc,467,41,19147,19147
14,96,6,0,-452,1,1,3,594abd98215cbd000146debc,-452,96,-43392,-43392
15,14,6,0,-451,1,1,3,594abd98215cbd000146debc,-451,14,-6314,-6314
17,79,6,0,-482,1,1,3,594abd98215cbd000146debc,-482,79,-38078,-38078
18,39,5,1,421,1,1,3,594abd98215cbd000146debc,421,39,16419,16419
19,75,5,1,419,1,1,3,594abd98215cbd000146debc,419,75,31425,31425
20,4,5,1,493,1,1,3,594abd98215cbd000146debc,493,4,1972,1972
21,52,6,0,-446,1,1,3,594abd98215cbd000146debc,-446,52,-23192,-23192
22,97,6,0,-451,1,1,3,594abd98215cbd000146debc,-451,97,-43747,-43747
24,59,5,1,468,1,1,3,594abd98215cbd000146debc,468,59,27612,27612
25,35,6,0,-401,1,1,3,594abd98215cbd000146debc,-401,35,-14035,-14035
27,93,5,1,407,1,1,3,594abd98215cbd000146debc,407,93,37851,37851
28,62,5,1,468,1,1,3,594abd98215cbd000146debc,468,62,29016,29016
29,10,6,0,-452,1,1,3,594abd98215cbd000146debc,-452,10,-4520,-4520
30,15,4,1,455,1,1,3,594abd98215cbd000146debc,455,15,6825,6825
32,41,6,0,-434,1,1,3,594abd98215cbd000146debc,-434,41,-17794,-17794
33,99,6,0,-455,1,1,3,594abd98215cbd000146debc,-455,99,-45045,-45045
34,81,6,0,-434,1,1,3,594abd98215cbd000146debc,-434,81,-35154,-35154
35,39,5,1,455,1,1,3,594abd98215cbd000146debc,455,39,17745,17745
36,74,6,0,-465,1,1,3,594abd98215cbd000146debc,-465,74,-34410,-34410
37,54,6,0,-483,1,1,3,594abd98215cbd000146debc,-483,54,-26082,-26082
38,5,6,0,-426,1,1,3,594abd98215cbd000146debc,-426,5,-2130,-2130
40,14,5,0,-455,1,1,3,594abd98215cbd000146debc,-455,14,-6370,-6370
41,47,4,1,484,1,1,3,594abd98215cbd000146debc,484,47,22748,22748
42,31,5,1,499,1,1,3,594abd98215cbd000146debc,499,31,15469,15469
43,71,5,1,475,1,1,3,594abd98215cbd000146debc,475,71,33725,33725
44,66,5,1,434,1,1,3,594abd98215cbd000146debc,434,66,28644,28644
46,51,5,1,466,1,1,3,594abd98215cbd000146debc,466,51,23766,23766
47,36,4,1,412,1,1,3,594abd98215cbd000146debc,412,36,14832,14832
48,96,6,1,403,1,1,3,594abd98215cbd000146debc,403,96,38688,38688
1,54,3,0,-452,0,1,4,59b69d4fb269ef0001801733,0,0,-24408,0
2,12,1,1,461,0,1,4,59b69d4fb269ef0001801733,0,0,5532,0
3,30,0,0,-417,0,1,4,59b69d4fb269ef0001801733,0,0,-12510,0
4,39,0,1,422,0,1,4,59b69d4fb269ef0001801733,0,0,16458,0
5,16,1,1,478,0,1,4,59b69d4fb269ef0001801733,0,0,7648,0
7,21,0,1,441,0,1,4,59b69d4fb269ef0001801733,0,0,9261,0
8,28,0,1,413,0,1,4,59b69d4fb269ef0001801733,0,0,11564,0
9,90,0,0,-484,0,1,4,59b69d4fb269ef0001801733,0,0,-43560,0
11,33,3,1,427,0,1,4,59b69d4fb269ef0001801733,0,0,14091,0
12,77,1,1,440,0,1,4,59b69d4fb269ef0001801733,0,0,33880,0
13,60,0,1,447,0,1,4,59b69d4fb269ef0001801733,0,0,26820,0
14,35,6,1,499,0,1,4,59b69d4fb269ef0001801733,0,0,17465,0
15,19,6,1,499,0,1,4,59b69d4fb269ef0001801733,0,0,9481,0
17,26,1,1,445,0,1,4,59b69d4fb269ef0001801733,0,0,11570,0
18,96,0,0,-447,0,1,4,59b69d4fb269ef0001801733,0,0,-42912,0
19,40,3,1,470,0,1,4,59b69d4fb269ef0001801733,0,0,18800,0
20,92,2,0,-463,0,1,4,59b69d4fb269ef0001801733,0,0,-42596,0
21,94,1,0,-416,0,1,4,59b69d4fb269ef0001801733,0,0,-39104,0
22,23,1,0,-434,0,1,4,59b69d4fb269ef0001801733,0,0,-9982,0
24,27,1,0,-441,0,1,4,59b69d4fb269ef0001801733,0,0,-11907,0
25,52,0,0,-408,0,1,4,59b69d4fb269ef0001801733,0,0,-21216,0
27,50,0,0,-438,0,1,4,59b69d4fb269ef0001801733,0,0,-21900,0
28,2,6,1,491,0,1,4,59b69d4fb269ef0001801733,0,0,982,0
29,85,2,0,-451,0,1,4,59b69d4fb269ef0001801733,0,0,-38335,0
30,61,0,1,461,0,1,4,59b69d4fb269ef0001801733,0,0,28121,0
32,87,2,1,405,0,1,4,59b69d4fb269ef0001801733,0,0,35235,0
33,66,0,1,450,0,1,4,59b69d4fb269ef0001801733,0,0,29700,0
34,62,1,0,-482,0,1,4,59b69d4fb269ef0001801733,0,0,-29884,0
35,70,0,0,-481,0,1,4,59b69d4fb269ef0001801733,0,0,-33670,0
36,20,0,1,402,0,1,4,59b69d4fb269ef0001801733,0,0,8040,0
37,53,0,0,-414,0,1,4,59b69d4fb269ef0001801733,0,0,-21942,0
38,96,0,0,-450,0,1,4,59b69d4fb269ef0001801733,0,0,-43200,0
40,52,0,0,-406,0,1,4,59b69d4fb269ef0001801733,0,0,-21112,0
41,66,0,0,-452,0,1,4,59b69d4fb269ef0001801733,0,0,-29832,0
42,11,0,0,-440,0,1,4,59b69d4fb269ef0001801733,0,0,-4840,0
43,29,0,1,417,0,1,4,59b69d4fb269ef0001801733,0,0,12093,0
44,45,1,0,-442,0,1,4,59b69d4fb269ef0001801733,0,0,-19890,0
46,75,1,1,481,0,1,4,59b69d4fb269ef0001801733,0,0,36075,0
47,50,0,1,400,0,1,4,59b69d4fb269ef0001801733,0,0,20000,0
48,30,0,0,-437,0,1,4,59b69d4fb269ef0001801733,0,0,-13110,0
1,78,6,1,427,1,1,4,59b69d4fb269ef0001801733,427,78,33306,33306
2,88,6,0,-489,1,1,4,59b69d4fb269ef0001801733,-489,88,-43032,-43032
3,77,6,1,485,1,1,4,59b69d4fb269ef0001801733,485,77,37345,37345
4,75,5,0,-464,1,1,4,59b69d4fb269ef0001801733,-464,75,-34800,-34800
5,98,6,1,464,1,1,4,59b69d4fb269ef0001801733,464,98,45472,45472
7,36,5,1,440,1,1,4,59b69d4fb269ef0001801733,440,36,15840,15840
8,14,6,1,444,1,1,4,59b69d4fb269ef0001801733,444,14,6216,6216
9,54,6,0,-485,1,1,4,59b69d4fb269ef0001801733,-485,54,-26190,-26190
11,40,6,1,494,1,1,4,59b69d4fb269ef0001801733,494,40,19760,19760
12,47,5,1,489,1,1,4,59b69d4fb269ef0001801733,489,47,22983,22983
13,4,4,1,477,1,1,4,59b69d4fb269ef0001801733,477,4,1908,1908
14,37,3,0,-499,1,1,4,59b69d4fb269ef0001801733,-499,37,-18463,-18463
15,99,6,1,483,1,1,4,59b69d4fb269ef0001801733,483,99,47817,47817
17,74,5,1,448,1,1,4,59b69d4fb269ef0001801733,448,74,33152,33152
18,54,6,1,484,1,1,4,59b69d4fb269ef0001801733,484,54,26136,26136
19,17,4,0,-415,1,1,4,59b69d4fb269ef0001801733,-415,17,-7055,-7055
20,21,4,0,-414,1,1,4,59b69d4fb269ef0001801733,-414,21,-8694,-8694
21,1,3,0,-424,1,1,4,59b69d4fb269ef0001801733,-424,1,-424,-424
22,96,6,1,428,1,1,4,59b69d4fb269ef0001801733,428,96,41088,41088
24,90,6,0,-425,1,1,4,59b69d4fb269ef0001801733,-425,90,-38250,-38250
25,8,3,0,-481,1,1,4,59b69d4fb269ef0001801733,-481,8,-3848,-3848
27,25,3,0,-464,1,1,4,59b69d4fb269ef0001801733,-464,25,-11600,-11600
28,35,4,0,-490,1,1,4,59b69d4fb269ef0001801733,-490,35,-17150,-17150
29,16,5,1,470,1,1,4,59b69d4fb269ef0001801733,470,16,7520,7520
30,40,5,0,-488,1,1,4,59b69d4fb269ef0001801733,-488,40,-19520,-19520
32,1,3,1,490,1,1,4,59b69d4fb269ef0001801733,490,1,490,490
33,52,6,1,455,1,1,4,59b69d4fb269ef0001801733,455,52,23660,23660
34,29,5,0,-400,1,1,4,59b69d4fb269ef0001801733,-400,29,-11600,-11600
35,5,2,0,-482,1,1,4,59b69d4fb269ef0001801733,-482,5,-2410,-2410
36,78,6,1,450,1,1,4,59b69d4fb269ef0001801733,450,78,35100,35100
37,87,6,0,-423,1,1,4,59b69d4fb269ef0001801733,-423,87,-36801,-36801
38,74,6,1,434,1,1,4,59b69d4fb269ef0001801733,434,74,32116,32116
40,50,6,1,404,1,1,4,59b69d4fb269ef0001801733,404,50,20200,20200
41,47,5,1,426,1,1,4,59b69d4fb269ef0001801733,426,47,20022,20022
42,97,6,0,-437,1,1,4,59b69d4fb269ef0001801733,-437,97,-42389,-42389
43,9,3,0,-420,1,1,4,59b69d4fb269ef0001801733,-420,9,-3780,-3780
44,5,3,0,-476,1,1,4,59b69d4fb269ef0001801733,-476,5,-2380,-2380
46,28,4,1,460,1,1,4,59b69d4fb269ef0001801733,460,28,12880,12880
47,1,5,0,-416,1,1,4,59b69d4fb269ef0001801733,-416,1,-416,-416
48,20,3,0,-427,1,1,4,59b69d4fb269ef0001801733,-427,20,-8540,-8540
1,49,5,1,441,0,1,4,59bcddc43a9ab600011197f5,0,0,21609,0
2,63,5,0,-450,0,1,4,59bcddc43a9ab600011197f5,0,0,-28350,0
3,28,4,1,462,0,1,4,59bcddc43a9ab600011197f5,0,0,12936,0
4,27,5,1,453,0,1,4,59bcddc43a9ab600011197f5,0,0,12231,0
5,70,6,1,445,0,1,4,59bcddc43a9ab600011197f5,0,0,31150,0
7,83,6,0,-439,0,1,4,59bcddc43a9ab600011197f5,0,0,-36437,0
8,12,4,0,-474,0,1,4,59bcddc43a9ab600011197f5,0,0,-5688,0
9,48,4,1,462,0,1,4,59bcddc43a9ab600011197f5,0,0,22176,0
11,81,6,1,475,0,1,4,59bcddc43a9ab600011197f5,0,0,38475,0
12,51,5,1,475,0,1,4,59bcddc43a9ab600011197f5,0,0,24225,0
13,20,5,0,-472,0,1,4,59bcddc43a9ab600011197f5,0,0,-9440,0
14,22,4,1,476,0,1,4,59bcddc43a9ab600011197f5,0,0,10472,0
15,54,5,0,-448,0,1,4,59bcddc43a9ab600011197f5,0,0,-24192,0
17,3,2,1,456,0,1,4,59bcddc43a9ab600011197f5,0,0,1368,0
18,59,5,1,416,0,1,4,59bcddc43a9ab600011197f5,0,0,24544,0
19,21,4,0,-408,0,1,4,59bcddc43a9ab600011197f5,0,0,-8568,0
20,84,6,0,-422,0,1,4,59bcddc43a9ab600011197f5,0,0,-35448,0
21,49,5,0,-409,0,1,4,59bcddc43a9ab600011197f5,0,0,-20041,0
22,56,5,0,-412,0,1,4,59bcddc43a9ab600011197f5,0,0,-23072,0
24,36,5,0,-432,0,1,4,59bcddc43a9ab600011197f5,0,0,-15552,0
25,92,6,1,410,0,1,4,59bcddc43a9ab600011197f5,0,0,37720,0
27,14,4,0,-444,0,1,4,59bcddc43a9ab600011197f5,0,0,-6216,0
28,68,6,0,-490,0,1,4,59bcddc43a9ab600011197f5,0,0,-33320,0
29,49,5,1,407,0,1,4,59bcddc43a9ab600011197f5,0,0,19943,0
30,46,4,1,481,0,1,4,59bcddc43a9ab600011197f5,0,0,22126,0
32,49,5,0,-484,0,1,4,59bcddc43a9ab600011197f5,0,0,-23716,0
33,60,5,1,453,0,1,4,59bcddc43a9ab600011197f5,0,0,27180,0
34,27,4,0,-419,0,1,4,59bcddc43a9ab600011197f5,0,0,-11313,0
35,24,4,1,415,0,1,4,59bcddc43a9ab600011197f5,0,0,9960,0
36,95,6,0,-467,0,1,4,59bcddc43a9ab600011197f5,0,0,-44365,0
37,80,6,1,492,0,1,4,59bcddc43a9ab600011197f5,0,0,39360,0
38,31,5,1,448,0,1,4,59bcddc43a9ab600011197f5,0,0,13888,0
40,39,5,1,460,0,1,4,59bcddc43a9ab600011197f5,0,0,17940,0
41,41,5,1,412,0,1,4,59bcddc43a9ab600011197f5,0,0,16892,0
42,97,6,1,476,0,1,4,59bcddc43a9ab600011197f5,0,0,46172,0
43,71,6,1,406,0,1,4,59bcddc43a9ab600011197f5,0,0,28826,0
44,41,5,0,-446,0,1,4,59bcddc43a9ab600011197f5,0,0,-18286,0
46,85,6,0,-469,0,1,4,59bcddc43a9ab600011197f5,0,0,-39865,0
47,33,5,0,-424,0,1,4,59bcddc43a9ab600011197f5,0,0,-13992,0
48,34,5,0,-409,0,1,4,59bcddc43a9ab600011197f5,0,0,-13906,0
1,22,5,0,-468,1,1,4,59bcddc43a9ab600011197f5,-468,22,-10296,-10296
2,93,6,0,-460,1,1,4,59bcddc43a9ab600011197f5,-460,93,-42780,-42780
3,81,5,1,409,1,1,4,59bcddc43a9ab600011197f5,409,81,33129,33129
4,8,2,1,488,1,1,4,59bcddc43a9ab600011197f5,488,8,3904,3904
5,40,5,1,442,1,1,4,59bcddc43a9ab600011197f5,442,40,17680,17680
7,8,2,1,483,1,1,4,59bcddc43a9ab600011197f5,483,8,3864,3864
8,18,3,1,487,1,1,4,59bcddc43a9ab600011197f5,487,18,8766,8766
9,55,5,1,411,1,1,4,59bcddc43a9ab600011197f5,411,55,22605,22605
11,29,4,0,-465,1,1,4,59bcddc43a9ab600011197f5,-465,29,-13485,-13485
12,95,6,0,-406,1,1,4,59bcddc43a9ab600011197f5,-406,95,-38570,-38570
13,8,2,1,429,1,1,4,59bcddc43a9ab600011197f5,429,8,3432,3432
14,51,5,0,-487,1,1,4,59bcddc43a9ab600011197f5,-487,51,-24837,-24837
15,12,4,0,-425,1,1,4,59bcddc43a9ab600011197f5,-425,12,-5100,-5100
17,90,6,1,495,1,1,4,59bcddc43a9ab600011197f5,495,90,44550,44550
18,60,5,1,482,1,1,4,59bcddc43a9ab600011197f5,482,60,28920,28920
19,4,2,0,-447,1,1,4,59bcddc43a9ab600011197f5,-447,4,-1788,-1788
20,85,6,1,466,1,1,4,59bcddc43a9ab600011197f5,466,85,39610,39610
21,73,6,0,-458,1,1,4,59bcddc43a9ab600011197f5,-458,73,-33434,-33434
22,76,6,0,-483,1,1,4,59bcddc43a9ab600011197f5,-483,76,-36708,-36708
24,8,1,1,464,1,1,4,59bcddc43a9ab600011197f5,464,8,3712,3712
25,4,1,0,-460,1,1,4,59bcddc43a9ab600011197f5,-460,4,-1840,-1840
27,68,5,1,468,1,1,4,59bcddc43a9ab600011197f5,468,68,31824,31824
28,48,5,0,-414,1,1,4,59bcddc43a9ab600011197f5,-414,48,-19872,-19872
29,74,6,0,-436,1,1,4,59bcddc43a9ab600011197f5,-436,74,-32264,-32264
30,44,5,1,402,1,1,4,59bcddc43a9ab600011197f5,402,44,17688,17688
32,70,5,1,422,1,1,4,59bcddc43a9ab600011197f5,422,70,29540,29540
33,15,3,0,-424,1,1,4,59bcddc43a9ab600011197f5,-424,15,-6360,-6360
34,71,6,1,447,1,1,4,59bcddc43a9ab600011197f5,447,71,31737,31737
35,34,5,0,-448,1,1,4,59bcddc43a9ab600011197f5,-448,34,-15232,-15232
36,61,5,0,-474,1,1,4,59bcddc43a9ab600011197f5,-474,61,-28914,-28914
37,46,5,0,-419,1,1,4,59bcddc43a9ab600011197f5,-419,46,-19274,-19274
38,49,5,0,-410,1,1,4,59bcddc43a9ab600011197f5,-410,49,-20090,-20090
40,95,6,1,429,1,1,4,59bcddc43a9ab600011197f5,429,95,40755,40755
41,66,5,1,449,1,1,4,59bcddc43a9ab600011197f5,449,66,29634,29634
42,80,6,1,405,1,1,4,59bcddc43a9ab600011197f5,405,80,32400,32400
43,18,4,1,419,1,1,4,59bcddc43a9ab600011197f5,419,18,7542,7542
44,75,6,0,-409,1,1,4,59bcddc43a9ab600011197f5,-409,75,-30675,-30675
46,23,4,1,488,1,1,4,59bcddc43a9ab600011197f5,488,23,11224,11224
47,85,6,1,470,1,1,4,59bcddc43a9ab600011197f5,470,85,39950,39950
48,63,5,1,448,1,1,4,59bcddc43a9ab600011197f5,448,63,28224,28224
1,56,0,0,-409,0,1,4,59dc924bbe399f0001e495f2,0,0,-22904,0
2,1,0,0,-483,0,1,4,59dc924bbe399f0001e495f2,0,0,-483,0
3,90,0,0,-485,0,1,4,59dc924bbe399f0001e495f2,0,0,-43650,0
4,11,0,1,481,0,1,4,59dc924bbe399f0001e495f2,0,0,5291,0
5,94,0,0,-420,0,1,4,59dc924bbe399f0001e495f2,0,0,-39480,0
7,4,0,1,475,0,1,4,59dc924bbe399f0001e495f2,0,0,1900,0
8,14,0,1,401,0,1,4,59dc924bbe399f0001e495f2,0,0,5614,0
9,20,0,1,473,0,1,4,59dc924bbe399f0001e495f2,0,0,9460,0
11,32,0,1,446,0,1,4,59dc924bbe399f0001e495f2,0,0,14272,0
12,54,0,0,-487,0,1,4,59dc924bbe399f0001e495f2,0,0,-26298,0
13,83,0,1,417,0,1,4,59dc924bbe399f0001e495f2,0,0,34611,0
14,27,0,0,-494,0,1,4,59dc924bbe399f0001e495f2,0,0,-13338,0
15,73,0,1,425,0,1,4,59dc924bbe399f0001e495f2,0,0,31025,0
17,89,0,1,434,0,1,4,59dc924bbe399f0001e495f2,0,0,38626,0
18,14,0,1,497,0,1,4,59dc924bbe399f0001e495f2,0,0,6958,0
19,40,0,0,-429,0,1,4,59dc924bbe399f0001e495f2,0,0,-17160,0
20,10,0,1,480,0,1,4,59dc924bbe399f0001e495f2,0,0,4800,0
21,56,0,1,471,0,1,4,59dc924bbe399f0001e495f2,0,0,26376,0
22,8,0,0,-484,0,1,4,59dc924bbe399f0001e495f2,0,0,-3872,0
24,8,0,1,472,0,1,4,59dc924bbe399f0001e495f2,0,0,3776,0
25,3,0,0,-471,0,1,4,59dc924bbe399f0001e495f2,0,0,-1413,0
27,96,0,1,472,0,1,4,59dc924bbe399f0001e495f2,0,0,45312,0
28,46,0,1,494,0,1,4,59dc924bbe399f0001e495f2,0,0,22724,0
29,59,0,1,455,0,1,4,59dc924bbe399f0001e495f2,0,0,26845,0
30,25,0,1,454,0,1,4,59dc924bbe399f0001e495f2,0,0,11350,0
32,37,0,0,-406,0,1,4,59dc924bbe399f0001e495f2,0,0,-15022,0
33,76,0,1,482,0,1,4,59dc924bbe399f0001e495f2,0,0,36632,0
34,89,0,0,-401,0,1,4,59dc924bbe399f0001e495f2,0,0,-35689,0
35,17,0,1,456,0,1,4,59dc924bbe399f0001e495f2,0,0,7752,0
36,57,0,0,-424,0,1,4,59dc924bbe399f0001e495f2,0,0,-24168,0
37,98,0,1,491,0,1,4,59dc924bbe399f0001e495f2,0,0,48118,0
38,14,0,1,458,0,1,4,59dc924bbe399f0001e495f2,0,0,6412,0
40,49,0,1,449,0,1,4,59dc924bbe399f0001e495f2,0,0,22001,0
41,32,0,1,449,0,1,4,59dc924bbe399f0001e495f2,0,0,14368,0
42,19,0,0,-421,0,1,4,59dc924bbe399f0001e495f2,0,0,-7999,0
43,33,0,1,466,0,1,4,59dc924bbe399f0001e495f2,0,0,15378,0
44,40,0,1,418,0,1,4,59dc924bbe399f0001e495f2,0,0,16720,0
46,46,0,1,482,0,1,4,59dc924bbe399f0001e495f2,0,0,22172,0
47,19,0,0,-450,0,1,4,59dc924bbe399f0001e495f2,0,0,-8550,0
48,61,0,0,-411,0,1,4,59dc924bbe399f0001e495f2,0,0,-25071,0
1,92,0,0,-469,1,1,4,59dc924bbe399f0001e495f2,-469,92,-43148,-43148
2,26,0,0,-500,1,1,4,59dc924bbe399f0001e495f2,-500,26,-13000,-13000
3,21,0,1,425,1,1,4,59dc924bbe399f0001e495f2,425,21,8925,8925
4,13,0,0,-488,1,1,4,59dc924bbe399f0001e495f2,-488,13,-6344,-6344
5,2,0,1,490,1,1,4,59dc924bbe399f0001e495f2,490,2,980,980
7,58,0,1,460,1,1,4,59dc924bbe399f0001e495f2,460,58,26680,26680
8,35,0,1,409,1,1,4,59dc924bbe399f0001e495f2,409,35,14315,14315
9,32,0,0,-498,1,1,4,59dc924bbe399f0001e495f2,-498,32,-15936,-15936
11,64,0,0,-402,1,1,4,59dc924bbe399f0001e495f2,-402,64,-25728,-25728
12,85,0,0,-457,1,1,4,59dc924bbe399f0001e495f2,-457,85,-38845,-38845
13,43,0,1,486,1,1,4,59dc924bbe399f0001e495f2,486,43,20898,20898
14,13,0,0,-403,1,1,4,59dc924bbe399f0001e495f2,-403,13,-5239,-5239
15,29,0,1,473,1,1,4,59dc924bbe399f0001e495f2,473,29,13717,13717
17,89,0,1,443,1,1,4,59dc924bbe399f0001e495f2,443,89,39427,39427
18,26,0,1,444,1,1,4,59dc924bbe399f0001e495f2,444,26,11544,11544
19,42,0,1,406,1,1,4,59dc924bbe399f0001e495f2,406,42,17052,17052
20,57,0,0,-404,1,1,4,59dc924bbe399f0001e495f2,-404,57,-23028,-23028
21,58,0,1,467,1,1,4,59dc924bbe399f0001e495f2,467,58,27086,27086
22,35,0,1,408,1,1,4,59dc924bbe399f0001e495f2,408,35,14280,14280
24,75,0,0,-442,1,1,4,59dc924bbe399f0001e495f2,-442,75,-33150,-33150
25,54,0,1,468,1,1,4,59dc924bbe399f0001e495f2,468,54,25272,25272
27,75,0,1,400,1,1,4,59dc924bbe399f0001e495f2,400,75,30000,30000
28,53,0,0,-478,1,1,4,59dc924bbe399f0001e495f2,-478,53,-25334,-25334
29,93,0,0,-467,1,1,4,59dc924bbe399f0001e495f2,-467,93,-43431,-43431
30,54,0,1,484,1,1,4,59dc924bbe399f0001e495f2,484,54,26136,26136
32,43,0,1,476,1,1,4,59dc924bbe399f0001e495f2,476,43,20468,20468
33,86,0,1,446,1,1,4,59dc924bbe399f0001e495f2,446,86,38356,38356
34,84,0,1,485,1,1,4,59dc924bbe399f0001e495f2,485,84,40740,40740
35,82,0,1,445,1,1,4,59dc924bbe399f0001e495f2,445,82,36490,36490
36,59,0,1,436,1,1,4,59dc924bbe399f0001e495f2,436,59,25724,25724
37,99,0,0,-445,1,1,4,59dc924bbe399f0001e495f2,-445,99,-44055,-44055
38,60,0,0,-440,1,1,4,59dc924bbe399f0001e495f2,-440,60,-26400,-26400
40,3,0,1,410,1,1,4,59dc924bbe399f0001e495f2,410,3,1230,1230
41,85,0,1,478,1,1,4,59dc924bbe399f0001e495f2,478,85,40630,40630
42,18,0,1,435,1,1,4,59dc924bbe399f0001e495f2,435,18,7830,7830
43,66,0,1,446,1,1,4,59dc924bbe399f0001e495f2,446,66,29436,29436
44,1,0,0,-492,1,1,4,59dc924bbe399f0001e495f2,-492,1,-492,-492
46,52,0,1,463,1,1,4,59dc924bbe399f0001e495f2,463,52,24076,24076
47,92,0,1,431,1,1,4,59dc924bbe399f0001e495f2,431,92,39652,39652
48,78,0,0,-456,1,1,4,59dc924bbe399f0001e495f2,-456,78,-35568,-35568
1,21,6,0,-447,0,1,4,5a0c036857cee70001767a58,0,0,-9387,0
2,53,6,1,465,0,1,4,5a0c036857cee70001767a58,0,0,24645,0
3,70,6,0,-431,0,1,4,5a0c036857cee70001767a58,0,0,-30170,0
4,76,6,0,-435,0,1,4,5a0c036857cee70001767a58,0,0,-33060,0
5,86,6,1,481,0,1,4,5a0c036857cee70001767a58,0,0,41366,0
7,68,6,0,-492,0,1,4,5a0c036857cee70001767a58,0,0,-33456,0
8,51,6,0,-454,0,1,4,5a0c036857cee70001767a58,0,0,-23154,0
9,79,6,1,431,0,1,4,5a0c036857cee70001767a58,0,0,34049,0
11,82,6,1,487,0,1,4,5a0c036857cee70001767a58,0,0,39934,0
12,16,5,0,-464,0,1,4,5a0c036857cee70001767a58,0,0,-7424,0
13,67,6,1,499,0,1,4,5a0c036857cee70001767a58,0,0,33433,0
14,48,6,0,-457,0,1,4,5a0c036857cee70001767a58,0,0,-21936,0
15,54,6,0,-481,0,1,4,5a0c036857cee70001767a58,0,0,-25974,0
17,76,6,1,477,0,1,4,5a0c036857cee70001767a58,0,0,36252,0
18,79,6,0,-422,0,1,4,5a0c036857cee70001767a58,0,0,-33338,0
19,19,5,1,445,0,1,4,5a0c036857cee70001767a58,0,0,8455,0
20,61,6,0,-484,0,1,4,5a0c036857cee70001767a58,0,0,-29524,0
21,8,5,0,-431,0,1,4,5a0c036857cee70001767a58,0,0,-3448,0
22,74,6,1,409,0,1,4,5a0c036857cee70001767a58,0,0,30266,0
24,42,6,0,-407,0,1,4,5a0c036857cee70001767a58,0,0,-17094,0
25,23,5,1,453,0,1,4,5a0c036857cee70001767a58,0,0,10419,0
27,81,6,1,409,0,1,4,5a0c036857cee70001767a58,0,0,33129,0
28,69,6,1,462,0,1,4,5a0c036857cee70001767a58,0,0,31878,0
29,5,5,1,404,0,1,4,5a0c036857cee70001767a58,0,0,2020,0
30,24,5,1,484,0,1,4,5a0c036857cee70001767a58,0,0,11616,0
32,39,6,1,490,0,1,4,5a0c036857cee70001767a58,0,0,19110,0
33,42,6,0,-493,0,1,4,5a0c036857cee70001767a58,0,0,-20706,0
34,51,6,1,473,0,1,4,5a0c036857cee70001767a58,0,0,24123,0
35,16,5,0,-401,0,1,4,5a0c036857cee70001767a58,0,0,-6416,0
36,43,6,1,480,0,1,4,5a0c036857cee70001767a58,0,0,20640,0
37,7,5,0,-427,0,1,4,5a0c036857cee70001767a58,0,0,-2989,0
38,58,6,0,-494,0,1,4,5a0c036857cee70001767a58,0,0,-28652,0
40,41,6,1,467,0,1,4,5a0c036857cee70001767a58,0,0,19147,0
41,83,6,0,-423,0,1,4,5a0c036857cee70001767a58,0,0,-35109,0
42,71,6,0,-449,0,1,4,5a0c036857cee70001767a58,0,0,-31879,0
43,75,6,0,-450,0,1,4,5a0c036857cee70001767a58,0,0,-33750,0
44,27,5,1,479,0,1,4,5a0c036857cee70001767a58,0,0,12933,0
46,27,6,0,-435,0,1,4,5a0c036857cee70001767a58,0,0,-11745,0
47,85,6,1,471,0,1,4,5a0c036857cee70001767a58,0,0,40035,0
48,48,6,1,441,0,1,4,5a0c036857cee70001767a58,0,0,21168,0
1,27,6,1,427,1,1,4,5a0c036857cee70001767a58,427,27,11529,11529
2,62,6,0,-404,1,1,4,5a0c036857cee70001767a58,-404,62,-25048,-25048
3,73,6,1,427,1,1,4,5a0c036857cee70001767a58,427,73,31171,31171
4,19,5,1,411,1,1,4,5a0c036857cee70001767a58,411,19,7809,7809
5,46,6,0,-464,1,1,4,5a0c036857cee70001767a58,-464,46,-21344,-21344
7,18,6,0,-416,1,1,4,5a0c036857cee70001767a58,-416,18,-7488,-7488
8,30,6,0,-430,1,1,4,5a0c036857cee70001767a58,-430,30,-12900,-12900
9,46,6,0,-471,1,1,4,5a0c036857cee70001767a58,-471,46,-21666,-21666
11,27,6,0,-435,1,1,4,5a0c036857cee70001767a58,-435,27,-11745,-11745
12,18,5,1,421,1,1,4,5a0c036857cee70001767a58,421,18,7578,7578
13,51,6,0,-474,1,1,4,5a0c036857cee70001767a58,-474,51,-24174,-24174
14,40,6,0,-495,1,1,4,5a0c036857cee70001767a58,-495,40,-19800,-19800
15,61,6,0,-482,1,1,4,5a0c036857cee70001767a58,-482,61,-29402,-29402
