n_trial,uncertainty,share,Predicted_MC_1up,mc_model,Instr,Task1Seek,check,ID,SeekFirst1,Predicted_MC,Old1,ValInstr,UncIntr,ValUnc,3w
24,40,3,1,465,0,2,4,6152f7f5097f6269ba0b5815,1,465,1,0,0,18600,0
25,15,0,0,-418,0,2,4,6152f7f5097f6269ba0b5815,1,-418,1,0,0,-6270,0
27,87,5,1,457,0,2,4,6152f7f5097f6269ba0b5815,1,474,1,0,0,39759,0
28,74,3,0,-466,0,2,4,6152f7f5097f6269ba0b5815,1,-474,1,0,0,-34484,0
29,22,1,1,445,0,2,4,6152f7f5097f6269ba0b5815,1,445,1,0,0,9790,0
30,3,0,1,420,0,2,4,6152f7f5097f6269ba0b5815,1,420,1,0,0,1260,0
32,33,2,0,-430,0,2,4,6152f7f5097f6269ba0b5815,1,-430,1,0,0,-14190,0
33,25,2,0,453,0,2,4,6152f7f5097f6269ba0b5815,1,-450,1,0,0,11325,0
34,43,3,1,447,0,2,4,6152f7f5097f6269ba0b5815,1,447,1,0,0,19221,0
35,24,1,0,-413,0,2,4,6152f7f5097f6269ba0b5815,1,-435,1,0,0,-9912,0
36,90,6,1,-405,0,2,4,6152f7f5097f6269ba0b5815,1,459,1,0,0,-36450,0
37,15,0,1,411,0,2,4,6152f7f5097f6269ba0b5815,1,411,1,0,0,6165,0
38,21,5,1,-491,0,2,4,6152f7f5097f6269ba0b5815,1,457,1,0,0,-10311,0
40,65,6,0,466,0,2,4,6152f7f5097f6269ba0b5815,1,-425,1,0,0,30290,0
41,66,5,1,484,0,2,4,6152f7f5097f6269ba0b5815,1,484,1,0,0,31944,0
42,75,6,1,434,0,2,4,6152f7f5097f6269ba0b5815,1,434,1,0,0,32550,0
43,46,4,0,404,0,2,4,6152f7f5097f6269ba0b5815,1,-440,1,0,0,18584,0
44,55,4,0,-485,0,2,4,6152f7f5097f6269ba0b5815,1,-485,1,0,0,-26675,0
46,27,1,0,-478,0,2,4,6152f7f5097f6269ba0b5815,1,-478,1,0,0,-12906,0
47,42,4,1,492,0,2,4,6152f7f5097f6269ba0b5815,1,492,1,0,0,20664,0
48,26,1,1,490,0,2,4,6152f7f5097f6269ba0b5815,1,490,1,0,0,12740,0
1,68,5,0,-450,1,2,4,6152f7f5097f6269ba0b5815,1,-442,1,-450,68,-30600,-30600
2,22,6,0,463,1,2,4,6152f7f5097f6269ba0b5815,1,-405,1,463,22,10186,10186
3,75,5,1,484,1,2,4,6152f7f5097f6269ba0b5815,1,484,1,484,75,36300,36300
4,86,5,1,424,1,2,4,6152f7f5097f6269ba0b5815,1,431,1,424,86,36464,36464
5,40,2,1,431,1,2,4,6152f7f5097f6269ba0b5815,1,431,1,431,40,17240,17240
7,98,6,0,441,1,2,4,6152f7f5097f6269ba0b5815,1,-468,1,441,98,43218,43218
8,80,5,0,-442,1,2,4,6152f7f5097f6269ba0b5815,1,-465,1,-442,80,-35360,-35360
9,51,4,1,-424,1,2,4,6152f7f5097f6269ba0b5815,1,462,1,-424,51,-21624,-21624
11,6,0,0,-419,1,2,4,6152f7f5097f6269ba0b5815,1,-419,1,-419,6,-2514,-2514
12,55,3,0,-428,1,2,4,6152f7f5097f6269ba0b5815,1,-428,1,-428,55,-23540,-23540
13,8,0,1,459,1,2,4,6152f7f5097f6269ba0b5815,1,459,1,459,8,3672,3672
14,30,2,0,-447,1,2,4,6152f7f5097f6269ba0b5815,1,-447,1,-447,30,-13410,-13410
15,55,3,0,-463,1,2,4,6152f7f5097f6269ba0b5815,1,-483,1,-463,55,-25465,-25465
17,65,4,0,-444,1,2,4,6152f7f5097f6269ba0b5815,1,-418,1,-444,65,-28860,-28860
18,91,6,0,-425,1,2,4,6152f7f5097f6269ba0b5815,1,-465,1,-425,91,-38675,-38675
19,75,5,0,-438,1,2,4,6152f7f5097f6269ba0b5815,1,-420,1,-438,75,-32850,-32850
20,83,6,0,441,1,2,4,6152f7f5097f6269ba0b5815,1,-451,1,441,83,36603,36603
21,78,5,0,427,1,2,4,6152f7f5097f6269ba0b5815,1,-435,1,427,78,33306,33306
22,29,1,1,497,1,2,4,6152f7f5097f6269ba0b5815,1,481,1,497,29,14413,14413
24,17,1,1,480,1,2,4,6152f7f5097f6269ba0b5815,1,480,1,480,17,8160,8160
25,27,2,1,473,1,2,4,6152f7f5097f6269ba0b5815,1,473,1,473,27,12771,12771
27,17,0,0,-496,1,2,4,6152f7f5097f6269ba0b5815,1,-496,1,-496,17,-8432,-8432
28,43,3,0,-440,1,2,4,6152f7f5097f6269ba0b5815,1,-440,1,-440,43,-18920,-18920
29,63,4,0,-449,1,2,4,6152f7f5097f6269ba0b5815,1,-402,1,-449,63,-28287,-28287
30,77,5,1,453,1,2,4,6152f7f5097f6269ba0b5815,1,483,1,453,77,34881,34881
32,31,2,0,-470,1,2,4,6152f7f5097f6269ba0b5815,1,-470,1,-470,31,-14570,-14570
33,98,6,0,-469,1,2,4,6152f7f5097f6269ba0b5815,1,-401,1,-469,98,-45962,-45962
34,96,6,0,466,1,2,4,6152f7f5097f6269ba0b5815,1,-458,1,466,96,44736,44736
35,88,5,1,-406,1,2,4,6152f7f5097f6269ba0b5815,1,425,1,-406,88,-35728,-35728
36,75,5,1,-449,1,2,4,6152f7f5097f6269ba0b5815,1,418,1,-449,75,-33675,-33675
37,11,0,1,411,1,2,4,6152f7f5097f6269ba0b5815,1,411,1,411,11,4521,4521
38,66,4,0,457,1,2,4,6152f7f5097f6269ba0b5815,1,-422,1,457,66,30162,30162
40,9,0,1,429,1,2,4,6152f7f5097f6269ba0b5815,1,429,1,429,9,3861,3861
41,12,3,0,467,1,2,4,6152f7f5097f6269ba0b5815,1,-414,1,467,12,5604,5604
42,78,5,0,-481,1,2,4,6152f7f5097f6269ba0b5815,1,-481,1,-481,78,-37518,-37518
43,59,4,0,430,1,2,4,6152f7f5097f6269ba0b5815,1,-466,1,430,59,25370,25370
44,23,2,0,-438,1,2,4,6152f7f5097f6269ba0b5815,1,-438,1,-438,23,-10074,-10074
46,1,0,1,413,1,2,4,6152f7f5097f6269ba0b5815,1,413,1,413,1,413,413
47,69,4,1,487,1,2,4,6152f7f5097f6269ba0b5815,1,458,1,487,69,33603,33603
48,15,1,0,-432,1,2,4,6152f7f5097f6269ba0b5815,1,-406,1,-432,15,-6480,-6480
1,94,2,1,415,0,2,4,61531aef86f13e7eeb9fc956,1,415,1,0,0,39010,0
2,91,0,1,-455,0,2,4,61531aef86f13e7eeb9fc956,1,447,1,0,0,-41405,0
3,56,0,0,424,0,2,4,61531aef86f13e7eeb9fc956,1,-425,1,0,0,23744,0
4,63,0,1,-448,0,2,4,61531aef86f13e7eeb9fc956,1,477,1,0,0,-28224,0
5,51,5,0,-495,0,2,4,61531aef86f13e7eeb9fc956,1,-495,1,0,0,-25245,0
7,98,4,1,-407,0,2,4,61531aef86f13e7eeb9fc956,1,461,1,0,0,-39886,0
8,58,5,1,492,0,2,4,61531aef86f13e7eeb9fc956,1,456,1,0,0,28536,0
9,11,5,0,-439,0,2,4,61531aef86f13e7eeb9fc956,1,-439,1,0,0,-4829,0
11,64,0,0,495,0,2,4,61531aef86f13e7eeb9fc956,1,-439,1,0,0,31680,0
12,23,6,0,-476,0,2,4,61531aef86f13e7eeb9fc956,1,-476,1,0,0,-10948,0
13,51,1,0,500,0,2,4,61531aef86f13e7eeb9fc956,1,-430,1,0,0,25500,0
14,55,4,0,403,0,2,4,61531aef86f13e7eeb9fc956,1,-406,1,0,0,22165,0
15,29,5,1,479,0,2,4,61531aef86f13e7eeb9fc956,1,443,1,0,0,13891,0
17,16,6,1,468,0,2,4,61531aef86f13e7eeb9fc956,1,468,1,0,0,7488,0
18,30,1,1,-445,0,2,4,61531aef86f13e7eeb9fc956,1,458,1,0,0,-13350,0
19,97,0,0,476,0,2,4,61531aef86f13e7eeb9fc956,1,-427,1,0,0,46172,0
20,26,6,1,465,0,2,4,61531aef86f13e7eeb9fc956,1,465,1,0,0,12090,0
21,8,6,1,457,0,2,4,61531aef86f13e7eeb9fc956,1,457,1,0,0,3656,0
22,75,4,0,-449,0,2,4,61531aef86f13e7eeb9fc956,1,-428,1,0,0,-33675,0
24,5,6,0,-488,0,2,4,61531aef86f13e7eeb9fc956,1,-488,1,0,0,-2440,0
25,93,0,0,-417,0,2,4,61531aef86f13e7eeb9fc956,1,-417,1,0,0,-38781,0
27,69,0,0,456,0,2,4,61531aef86f13e7eeb9fc956,1,-437,1,0,0,31464,0
28,62,1,0,-480,0,2,4,61531aef86f13e7eeb9fc956,1,-423,1,0,0,-29760,0
29,18,6,1,483,0,2,4,61531aef86f13e7eeb9fc956,1,483,1,0,0,8694,0
30,15,6,1,417,0,2,4,61531aef86f13e7eeb9fc956,1,417,1,0,0,6255,0
32,26,5,0,-475,0,2,4,61531aef86f13e7eeb9fc956,1,-475,1,0,0,-12350,0
33,79,2,0,470,0,2,4,61531aef86f13e7eeb9fc956,1,-500,1,0,0,37130,0
34,68,4,1,482,0,2,4,61531aef86f13e7eeb9fc956,1,459,1,0,0,32776,0
35,27,5,1,426,0,2,4,61531aef86f13e7eeb9fc956,1,440,1,0,0,11502,0
36,18,5,0,-483,0,2,4,61531aef86f13e7eeb9fc956,1,-483,1,0,0,-8694,0
37,39,5,0,-466,0,2,4,61531aef86f13e7eeb9fc956,1,-466,1,0,0,-18174,0
38,64,6,1,469,0,2,4,61531aef86f13e7eeb9fc956,1,469,1,0,0,30016,0
40,27,4,1,497,0,2,4,61531aef86f13e7eeb9fc956,1,469,1,0,0,13419,0
41,79,2,0,-450,0,2,4,61531aef86f13e7eeb9fc956,1,-435,1,0,0,-35550,0
42,25,5,1,429,0,2,4,61531aef86f13e7eeb9fc956,1,429,1,0,0,10725,0
43,27,5,1,450,0,2,4,61531aef86f13e7eeb9fc956,1,479,1,0,0,12150,0
44,43,3,0,-430,0,2,4,61531aef86f13e7eeb9fc956,1,-430,1,0,0,-18490,0
46,13,5,1,404,0,2,4,61531aef86f13e7eeb9fc956,1,404,1,0,0,5252,0
47,19,5,1,441,0,2,4,61531aef86f13e7eeb9fc956,1,441,1,0,0,8379,0
48,2,6,1,447,0,2,4,61531aef86f13e7eeb9fc956,1,447,1,0,0,894,0
1,52,0,0,-480,1,2,4,61531aef86f13e7eeb9fc956,1,-491,1,-480,52,-24960,-24960
2,21,5,1,500,1,2,4,61531aef86f13e7eeb9fc956,1,500,1,500,21,10500,10500
3,64,0,0,-436,1,2,4,61531aef86f13e7eeb9fc956,1,-449,1,-436,64,-27904,-27904
4,63,1,1,421,1,2,4,61531aef86f13e7eeb9fc956,1,421,1,421,63,26523,26523
5,5,6,1,433,1,2,4,61531aef86f13e7eeb9fc956,1,433,1,433,5,2165,2165
7,82,0,0,-406,1,2,4,61531aef86f13e7eeb9fc956,1,-486,1,-406,82,-33292,-33292
8,31,4,0,493,1,2,4,61531aef86f13e7eeb9fc956,1,-427,1,493,31,15283,15283
9,36,2,0,-433,1,2,4,61531aef86f13e7eeb9fc956,1,-433,1,-433,36,-15588,-15588
11,40,5,1,435,1,2,4,61531aef86f13e7eeb9fc956,1,435,1,435,40,17400,17400
12,73,1,0,-447,1,2,4,61531aef86f13e7eeb9fc956,1,-407,1,-447,73,-32631,-32631
13,79,1,0,418,1,2,4,61531aef86f13e7eeb9fc956,1,-498,1,418,79,33022,33022
14,80,2,0,-409,1,2,4,61531aef86f13e7eeb9fc956,1,-468,1,-409,80,-32720,-32720
15,74,1,1,-463,1,2,4,61531aef86f13e7eeb9fc956,1,422,1,-463,74,-34262,-34262
17,87,2,1,-411,1,2,4,61531aef86f13e7eeb9fc956,1,467,1,-411,87,-35757,-35757
18,95,2,1,-434,1,2,4,61531aef86f13e7eeb9fc956,1,486,1,-434,95,-41230,-41230
19,36,5,1,445,1,2,4,61531aef86f13e7eeb9fc956,1,445,1,445,36,16020,16020
20,9,6,1,402,1,2,4,61531aef86f13e7eeb9fc956,1,402,1,402,9,3618,3618
21,98,0,0,-490,1,2,4,61531aef86f13e7eeb9fc956,1,-437,1,-490,98,-48020,-48020
22,15,5,1,463,1,2,4,61531aef86f13e7eeb9fc956,1,463,1,463,15,6945,6945
24,50,1,0,-459,1,2,4,61531aef86f13e7eeb9fc956,1,-418,1,-459,50,-22950,-22950
25,8,6,1,477,1,2,4,61531aef86f13e7eeb9fc956,1,477,1,477,8,3816,3816
27,71,2,0,-447,1,2,4,61531aef86f13e7eeb9fc956,1,-447,1,-447,71,-31737,-31737
28,6,6,1,423,1,2,4,61531aef86f13e7eeb9fc956,1,423,1,423,6,2538,2538
29,28,1,0,-480,1,2,4,61531aef86f13e7eeb9fc956,1,-480,1,-480,28,-13440,-13440
30,24,5,1,430,1,2,4,61531aef86f13e7eeb9fc956,1,430,1,430,24,10320,10320
32,54,3,0,-422,1,2,4,61531aef86f13e7eeb9fc956,1,-449,1,-422,54,-22788,-22788
33,30,5,1,473,1,2,4,61531aef86f13e7eeb9fc956,1,473,1,473,30,14190,14190
34,18,6,0,-491,1,2,4,61531aef86f13e7eeb9fc956,1,-491,1,-491,18,-8838,-8838
35,38,4,0,-441,1,2,4,61531aef86f13e7eeb9fc956,1,-441,1,-441,38,-16758,-16758
36,63,2,0,-447,1,2,4,61531aef86f13e7eeb9fc956,1,-405,1,-447,63,-28161,-28161
37,23,5,0,-496,1,2,4,61531aef86f13e7eeb9fc956,1,-496,1,-496,23,-11408,-11408
38,98,0,0,440,1,2,4,61531aef86f13e7eeb9fc956,1,-404,1,440,98,43120,43120
40,70,1,1,-444,1,2,4,61531aef86f13e7eeb9fc956,1,412,1,-444,70,-31080,-31080
41,64,3,1,480,1,2,4,61531aef86f13e7eeb9fc956,1,480,1,480,64,30720,30720
42,36,5,1,424,1,2,4,61531aef86f13e7eeb9fc956,1,481,1,424,36,15264,15264
43,78,4,0,-442,1,2,4,61531aef86f13e7eeb9fc956,1,-442,1,-442,78,-34476,-34476
44,46,5,1,419,1,2,4,61531aef86f13e7eeb9fc956,1,419,1,419,46,19274,19274
46,84,4,1,422,1,2,4,61531aef86f13e7eeb9fc956,1,439,1,422,84,35448,35448
47,93,1,0,481,1,2,4,61531aef86f13e7eeb9fc956,1,-418,1,481,93,44733,44733
48,64,3,0,-416,1,2,4,61531aef86f13e7eeb9fc956,1,-414,1,-416,64,-26624,-26624
1,35,3,0,-418,0,2,4,615347f02a4276988f6b2dfe,1,-418,1,0,0,-14630,0
2,12,5,1,417,0,2,4,615347f02a4276988f6b2dfe,1,417,1,0,0,5004,0
3,71,3,1,461,0,2,4,615347f02a4276988f6b2dfe,1,476,1,0,0,32731,0
4,18,2,0,-471,0,2,4,615347f02a4276988f6b2dfe,1,-471,1,0,0,-8478,0
5,4,4,0,-400,0,2,4,615347f02a4276988f6b2dfe,1,-400,1,0,0,-1600,0
7,23,4,1,441,0,2,4,615347f02a4276988f6b2dfe,1,441,1,0,0,10143,0
8,95,2,0,480,0,2,4,615347f02a4276988f6b2dfe,1,-461,1,0,0,45600,0
9,1,6,0,-487,0,2,4,615347f02a4276988f6b2dfe,1,-487,1,0,0,-487,0
11,18,3,0,-456,0,2,4,615347f02a4276988f6b2dfe,1,-456,1,0,0,-8208,0
12,61,2,0,-411,0,2,4,615347f02a4276988f6b2dfe,1,-411,1,0,0,-25071,0
13,16,5,0,-403,0,2,4,615347f02a4276988f6b2dfe,1,-403,1,0,0,-6448,0
14,13,3,0,-443,0,2,4,615347f02a4276988f6b2dfe,1,-443,1,0,0,-5759,0
15,82,2,1,487,0,2,4,615347f02a4276988f6b2dfe,1,481,1,0,0,39934,0
17,1,6,1,421,0,2,4,615347f02a4276988f6b2dfe,1,421,1,0,0,421,0
18,92,1,1,-423,0,2,4,615347f02a4276988f6b2dfe,1,480,1,0,0,-38916,0
19,93,1,0,-437,0,2,4,615347f02a4276988f6b2dfe,1,-437,1,0,0,-40641,0
20,83,2,0,431,0,2,4,615347f02a4276988f6b2dfe,1,-490,1,0,0,35773,0
21,9,6,1,482,0,2,4,615347f02a4276988f6b2dfe,1,482,1,0,0,4338,0
22,34,4,0,-452,0,2,4,615347f02a4276988f6b2dfe,1,-452,1,0,0,-15368,0
24,34,4,1,500,0,2,4,615347f02a4276988f6b2dfe,1,500,1,0,0,17000,0
25,81,2,1,-425,0,2,4,615347f02a4276988f6b2dfe,1,481,1,0,0,-34425,0
27,20,5,0,500,0,2,4,615347f02a4276988f6b2dfe,1,-470,1,0,0,10000,0
28,22,4,0,-440,0,2,4,615347f02a4276988f6b2dfe,1,-440,1,0,0,-9680,0
29,3,6,1,482,0,2,4,615347f02a4276988f6b2dfe,1,482,1,0,0,1446,0
30,28,5,0,-402,0,2,4,615347f02a4276988f6b2dfe,1,-429,1,0,0,-11256,0
32,74,2,1,432,0,2,4,615347f02a4276988f6b2dfe,1,432,1,0,0,31968,0
33,39,4,1,439,0,2,4,615347f02a4276988f6b2dfe,1,439,1,0,0,17121,0
34,13,5,1,438,0,2,4,615347f02a4276988f6b2dfe,1,438,1,0,0,5694,0
35,93,1,1,439,0,2,4,615347f02a4276988f6b2dfe,1,448,1,0,0,40827,0
36,43,3,0,-417,0,2,4,615347f02a4276988f6b2dfe,1,-417,1,0,0,-17931,0
37,99,0,0,-416,0,2,4,615347f02a4276988f6b2dfe,1,-438,1,0,0,-41184,0
38,16,5,1,439,0,2,4,615347f02a4276988f6b2dfe,1,439,1,0,0,7024,0
40,43,4,1,453,0,2,4,615347f02a4276988f6b2dfe,1,453,1,0,0,19479,0
41,37,4,0,-446,0,2,4,615347f02a4276988f6b2dfe,1,-441,1,0,0,-16502,0
42,11,5,1,481,0,2,4,615347f02a4276988f6b2dfe,1,481,1,0,0,5291,0
43,17,5,1,464,0,2,4,615347f02a4276988f6b2dfe,1,464,1,0,0,7888,0
44,80,1,1,495,0,2,4,615347f02a4276988f6b2dfe,1,470,1,0,0,39600,0
46,94,1,0,450,0,2,4,615347f02a4276988f6b2dfe,1,-444,1,0,0,42300,0
47,30,4,0,-481,0,2,4,615347f02a4276988f6b2dfe,1,-487,1,0,0,-14430,0
48,80,1,0,-482,0,2,4,615347f02a4276988f6b2dfe,1,-482,1,0,0,-38560,0
1,52,3,1,465,1,2,4,615347f02a4276988f6b2dfe,1,465,1,465,52,24180,24180
2,55,3,1,414,1,2,4,615347f02a4276988f6b2dfe,1,477,1,414,55,22770,22770
3,61,2,1,457,1,2,4,615347f02a4276988f6b2dfe,1,433,1,457,61,27877,27877
4,98,0,0,-416,1,2,4,615347f02a4276988f6b2dfe,1,-429,1,-416,98,-40768,-40768
5,38,4,1,499,1,2,4,615347f02a4276988f6b2dfe,1,431,1,499,38,18962,18962
7,16,5,1,420,1,2,4,615347f02a4276988f6b2dfe,1,420,1,420,16,6720,6720
8,55,3,1,481,1,2,4,615347f02a4276988f6b2dfe,1,481,1,481,55,26455,26455
9,14,5,0,-483,1,2,4,615347f02a4276988f6b2dfe,1,-483,1,-483,14,-6762,-6762
11,98,0,0,-466,1,2,4,615347f02a4276988f6b2dfe,1,-463,1,-466,98,-45668,-45668
12,18,4,1,456,1,2,4,615347f02a4276988f6b2dfe,1,456,1,456,18,8208,8208
13,82,1,0,-424,1,2,4,615347f02a4276988f6b2dfe,1,-412,1,-424,82,-34768,-34768
14,18,4,0,-451,1,2,4,615347f02a4276988f6b2dfe,1,-451,1,-451,18,-8118,-8118
15,9,5,0,-408,1,2,4,615347f02a4276988f6b2dfe,1,-408,1,-408,9,-3672,-3672
17,7,5,0,-421,1,2,4,615347f02a4276988f6b2dfe,1,-421,1,-421,7,-2947,-2947
18,33,4,1,430,1,2,4,615347f02a4276988f6b2dfe,1,430,1,430,33,14190,14190
19,12,4,1,-402,1,2,4,615347f02a4276988f6b2dfe,1,428,1,-402,12,-4824,-4824
20,37,3,1,493,1,2,4,615347f02a4276988f6b2dfe,1,434,1,493,37,18241,18241
21,28,4,1,-500,1,2,4,615347f02a4276988f6b2dfe,1,410,1,-500,28,-14000,-14000
22,63,3,1,-405,1,2,4,615347f02a4276988f6b2dfe,1,444,1,-405,63,-25515,-25515
24,3,6,1,446,1,2,4,615347f02a4276988f6b2dfe,1,446,1,446,3,1338,1338
25,56,4,0,445,1,2,4,615347f02a4276988f6b2dfe,1,-487,1,445,56,24920,24920
27,7,3,0,-475,1,2,4,615347f02a4276988f6b2dfe,1,-475,1,-475,7,-3325,-3325
28,10,6,1,443,1,2,4,615347f02a4276988f6b2dfe,1,443,1,443,10,4430,4430
29,6,5,0,-466,1,2,4,615347f02a4276988f6b2dfe,1,-466,1,-466,6,-2796,-2796
30,98,0,0,-416,1,2,4,615347f02a4276988f6b2dfe,1,-427,1,-416,98,-40768,-40768
32,77,2,0,466,1,2,4,615347f02a4276988f6b2dfe,1,-489,1,466,77,35882,35882
33,67,2,0,-433,1,2,4,615347f02a4276988f6b2dfe,1,-433,1,-433,67,-29011,-29011
34,16,5,0,461,1,2,4,615347f02a4276988f6b2dfe,1,-474,1,461,16,7376,7376
35,60,3,0,-406,1,2,4,615347f02a4276988f6b2dfe,1,-406,1,-406,60,-24360,-24360
36,54,3,1,-468,1,2,4,615347f02a4276988f6b2dfe,1,488,1,-468,54,-25272,-25272
37,4,6,1,478,1,2,4,615347f02a4276988f6b2dfe,1,478,1,478,4,1912,1912
38,18,5,1,483,1,2,4,615347f02a4276988f6b2dfe,1,483,1,483,18,8694,8694
40,15,4,0,-467,1,2,4,615347f02a4276988f6b2dfe,1,-467,1,-467,15,-7005,-7005
41,19,4,0,-486,1,2,4,615347f02a4276988f6b2dfe,1,-486,1,-486,19,-9234,-9234
42,97,2,0,448,1,2,4,615347f02a4276988f6b2dfe,1,-426,1,448,97,43456,43456
43,60,3,0,-474,1,2,4,615347f02a4276988f6b2dfe,1,-474,1,-474,60,-28440,-28440
44,48,4,0,493,1,2,4,615347f02a4276988f6b2dfe,1,-463,1,493,48,23664,23664
46,75,2,1,413,1,2,4,615347f02a4276988f6b2dfe,1,413,1,413,75,30975,30975
47,91,1,0,-500,1,2,4,615347f02a4276988f6b2dfe,1,-432,1,-500,91,-45500,-45500
48,89,2,0,446,1,2,4,615347f02a4276988f6b2dfe,1,-459,1,446,89,39694,39694
1,93,6,1,500,0,2,4,61535d60db67adaf13fd11f1,1,475,1,0,0,46500,0
2,47,4,0,-468,0,2,4,61535d60db67adaf13fd11f1,1,-468,1,0,0,-21996,0
3,36,5,0,-405,0,2,4,61535d60db67adaf13fd11f1,1,-405,1,0,0,-14580,0
4,28,5,1,467,0,2,4,61535d60db67adaf13fd11f1,1,467,1,0,0,13076,0
5,90,4,1,432,0,2,4,61535d60db67adaf13fd11f1,1,401,1,0,0,38880,0
7,7,4,0,-473,0,2,4,61535d60db67adaf13fd11f1,1,-473,1,0,0,-3311,0
8,18,1,0,-439,0,2,4,61535d60db67adaf13fd11f1,1,-439,1,0,0,-7902,0
9,14,0,1,459,0,2,4,61535d60db67adaf13fd11f1,1,459,1,0,0,6426,0
11,18,1,0,-418,0,2,4,61535d60db67adaf13fd11f1,1,-418,1,0,0,-7524,0
12,42,5,1,427,0,2,4,61535d60db67adaf13fd11f1,1,458,1,0,0,17934,0
13,81,4,0,459,0,2,4,61535d60db67adaf13fd11f1,1,-415,1,0,0,37179,0
14,13,4,1,469,0,2,4,61535d60db67adaf13fd11f1,1,469,1,0,0,6097,0
15,79,5,0,430,0,2,4,61535d60db67adaf13fd11f1,1,-406,1,0,0,33970,0
17,48,3,0,428,0,2,4,61535d60db67adaf13fd11f1,1,-439,1,0,0,20544,0
18,61,6,1,491,0,2,4,61535d60db67adaf13fd11f1,1,491,1,0,0,29951,0
19,33,4,0,-443,0,2,4,61535d60db67adaf13fd11f1,1,-443,1,0,0,-14619,0
20,39,5,1,-476,0,2,4,61535d60db67adaf13fd11f1,1,407,1,0,0,-18564,0
21,84,4,1,-472,0,2,4,61535d60db67adaf13fd11f1,1,453,1,0,0,-39648,0
22,33,2,1,427,0,2,4,61535d60db67adaf13fd11f1,1,427,1,0,0,14091,0
24,41,4,0,-448,0,2,4,61535d60db67adaf13fd11f1,1,-473,1,0,0,-18368,0
25,9,2,1,494,0,2,4,61535d60db67adaf13fd11f1,1,494,1,0,0,4446,0
27,47,0,0,-412,0,2,4,61535d60db67adaf13fd11f1,1,-412,1,0,0,-19364,0
28,12,4,0,-434,0,2,4,61535d60db67adaf13fd11f1,1,-434,1,0,0,-5208,0
29,37,5,0,480,0,2,4,61535d60db67adaf13fd11f1,1,-413,1,0,0,17760,0
30,46,3,0,-406,0,2,4,61535d60db67adaf13fd11f1,1,-406,1,0,0,-18676,0
32,25,2,0,-401,0,2,4,61535d60db67adaf13fd11f1,1,-401,1,0,0,-10025,0
33,38,4,0,-445,0,2,4,61535d60db67adaf13fd11f1,1,-445,1,0,0,-16910,0
34,93,1,0,406,0,2,4,61535d60db67adaf13fd11f1,1,-432,1,0,0,37758,0
35,11,1,1,453,0,2,4,61535d60db67adaf13fd11f1,1,453,1,0,0,4983,0
36,82,5,0,423,0,2,4,61535d60db67adaf13fd11f1,1,-400,1,0,0,34686,0
37,62,4,0,-447,0,2,4,61535d60db67adaf13fd11f1,1,-406,1,0,0,-27714,0
38,52,4,1,472,0,2,4,61535d60db67adaf13fd11f1,1,451,1,0,0,24544,0
40,79,3,0,-453,0,2,4,61535d60db67adaf13fd11f1,1,-459,1,0,0,-35787,0
41,9,1,0,-472,0,2,4,61535d60db67adaf13fd11f1,1,-472,1,0,0,-4248,0
42,97,1,0,437,0,2,4,61535d60db67adaf13fd11f1,1,-426,1,0,0,42389,0
43,88,1,1,414,0,2,4,61535d60db67adaf13fd11f1,1,471,1,0,0,36432,0
44,22,1,1,481,0,2,4,61535d60db67adaf13fd11f1,1,481,1,0,0,10582,0
46,23,1,1,405,0,2,4,61535d60db67adaf13fd11f1,1,405,1,0,0,9315,0
47,5,3,0,-445,0,2,4,61535d60db67adaf13fd11f1,1,-445,1,0,0,-2225,0
48,45,3,1,430,0,2,4,61535d60db67adaf13fd11f1,1,438,1,0,0,19350,0
1,95,5,0,-497,1,2,4,61535d60db67adaf13fd11f1,1,-497,1,-497,95,-47215,-47215
2,77,2,1,413,1,2,4,61535d60db67adaf13fd11f1,1,413,1,413,77,31801,31801
3,28,1,1,456,1,2,4,61535d60db67adaf13fd11f1,1,456,1,456,28,12768,12768
4,70,5,1,442,1,2,4,61535d60db67adaf13fd11f1,1,442,1,442,70,30940,30940
5,15,4,1,431,1,2,4,61535d60db67adaf13fd11f1,1,431,1,431,15,6465,6465
7,98,3,1,-498,1,2,4,61535d60db67adaf13fd11f1,1,413,1,-498,98,-48804,-48804
8,28,5,0,-497,1,2,4,61535d60db67adaf13fd11f1,1,-497,1,-497,28,-13916,-13916
9,79,5,0,-495,1,2,4,61535d60db67adaf13fd11f1,1,-487,1,-495,79,-39105,-39105
11,85,2,0,496,1,2,4,61535d60db67adaf13fd11f1,1,-467,1,496,85,42160,42160
12,17,5,1,477,1,2,4,61535d60db67adaf13fd11f1,1,477,1,477,17,8109,8109
13,48,3,1,492,1,2,4,61535d60db67adaf13fd11f1,1,468,1,492,48,23616,23616
14,49,3,1,432,1,2,4,61535d60db67adaf13fd11f1,1,432,1,432,49,21168,21168
15,45,1,1,-481,1,2,4,61535d60db67adaf13fd11f1,1,492,1,-481,45,-21645,-21645
17,55,4,1,487,1,2,4,61535d60db67adaf13fd11f1,1,485,1,487,55,26785,26785
18,66,1,0,434,1,2,4,61535d60db67adaf13fd11f1,1,-457,1,434,66,28644,28644
19,25,6,1,500,1,2,4,61535d60db67adaf13fd11f1,1,464,1,500,25,12500,12500
20,28,3,1,417,1,2,4,61535d60db67adaf13fd11f1,1,417,1,417,28,11676,11676
