ID;Duration;G1Bcomp1;G1Bcomp2;G1Bcomp3;G1Bcomp4;G2Bcomp1;G2Bcomp2;G2Bcomp3;punFast;noFast;punSlow;noSlow;punHid;noPunHid;gender;age;Condition;RecordedDate
1250;221;0;1;1;1;1;0;0;;;;;2;6;1;38;2;18/11/2023 13:26
1251;574;1;1;1;1;1;1;1;6;5;6;6;;;2;64;1;18/11/2023 13:26
1252;233;1;1;1;1;0;1;0;;;;;3;3;1;30;2;18/11/2023 13:26
1253;349;1;1;1;1;0;1;1;10;10;0;0;;;1;26;1;18/11/2023 13:27
1254;246;1;1;1;0;0;1;1;10;10;10;10;;;2;51;1;18/11/2023 13:28
1255;252;1;1;1;0;0;1;0;10;10;10;10;;;1;36;1;18/11/2023 13:28
1256;342;0;1;1;1;1;0;1;;;;;10;10;1;31;2;18/11/2023 13:28
1257;370;1;1;1;1;1;1;1;;;;;10;2;2;51;2;18/11/2023 13:29
1258;393;1;1;1;1;1;1;1;10;0;6;0;;;1;37;1;18/11/2023 13:30
1259;460;1;1;1;1;1;1;1;5;0;5;5;;;2;63;1;18/11/2023 13:32
1260;425;1;1;1;1;1;1;0;;;;;8;0;2;43;2;18/11/2023 13:36
1261;737;1;1;1;1;1;1;1;;;;;4;0;1;31;2;18/11/2023 13:36
1262;273;0;0;1;1;0;0;1;6;8;4;6;;;2;47;1;18/11/2023 13:37
1263;639;0;0;1;0;1;0;1;5;4;4;5;;;2;35;1;18/11/2023 13:39
1264;775;1;1;1;1;1;0;0;;;;;2;2;1;62;2;18/11/2023 13:40
1265;1862;1;0;1;1;1;0;0;;;;;0;0;1;35;2;18/11/2023 13:41
1266;329;1;1;1;1;1;1;1;;;;;5;0;1;43;2;18/11/2023 13:41
1267;282;0;1;0;0;1;1;1;0;10;0;10;;;1;54;1;18/11/2023 13:41
1268;487;0;0;1;1;1;0;1;;;;;5;2;2;32;2;18/11/2023 13:42
1269;410;1;1;1;1;1;1;1;;;;;10;2;1;61;2;18/11/2023 13:43
1270;419;0;1;1;0;1;1;1;10;10;4;4;;;1;50;1;18/11/2023 13:43
1271;718;1;1;1;1;1;1;0;2;2;4;5;;;2;24;1;18/11/2023 13:45
1272;328;1;1;1;1;1;1;1;8;0;6;0;;;1;30;1;18/11/2023 13:47
1273;242;0;0;0;0;1;1;0;4;2;6;4;;;2;36;1;18/11/2023 13:49
1274;247;0;0;1;0;0;1;0;;;;;0;4;1;42;2;18/11/2023 13:50
1275;379;1;1;1;1;1;1;1;;;;;10;5;2;27;2;18/11/2023 13:50
1276;209;0;0;1;1;1;0;1;;;;;3;10;2;38;2;18/11/2023 13:51
1277;493;1;1;1;1;1;1;1;10;0;10;0;;;1;54;1;18/11/2023 13:52
1278;260;0;1;1;0;1;0;1;;;;;2;4;1;22;2;18/11/2023 13:53
1279;421;1;1;1;1;1;0;1;0;6;2;10;;;2;43;1;18/11/2023 13:53
1280;484;1;1;1;1;0;1;1;;;;;7;4;2;35;2;18/11/2023 13:54
1281;401;1;1;1;1;1;0;1;5;5;5;5;;;2;36;1;18/11/2023 13:54
1282;451;1;1;1;1;1;1;0;4;1;5;4;;;2;23;1;18/11/2023 13:55
1283;337;1;1;1;0;1;1;1;;;;;5;2;2;50;2;18/11/2023 13:56
1284;346;0;0;1;1;0;0;1;;;;;10;0;1;46;2;18/11/2023 13:56
1285;350;1;1;1;0;1;0;1;7;0;7;0;;;1;28;1;18/11/2023 13:56
1286;405;0;1;1;0;1;0;1;10;10;10;10;;;1;32;1;18/11/2023 13:58
1287;426;1;1;1;1;0;0;1;;;;;0;2;2;35;2;18/11/2023 13:58
1288;340;1;0;1;1;0;1;1;;;;;5;0;1;58;2;18/11/2023 13:59
1289;551;1;1;1;1;1;1;0;2;6;5;10;;;1;66;1;18/11/2023 13:59
1290;451;1;1;1;1;1;0;1;10;0;10;0;;;4;37;1;18/11/2023 14:00
1291;261;1;1;1;1;1;1;1;;;;;3;8;1;43;2;18/11/2023 14:01
1292;708;0;0;1;1;1;1;0;2;2;2;2;;;2;48;1;18/11/2023 14:02
1293;247;1;1;1;0;1;0;1;;;;;5;7;2;36;2;18/11/2023 14:05
1294;2353;0;0;0;0;1;0;1;2;8;2;8;;;2;54;1;18/11/2023 14:09
1295;543;1;1;1;1;0;1;1;;;;;10;0;1;39;2;18/11/2023 14:17
1296;1479;1;1;1;0;1;1;1;5;0;0;0;;;1;37;1;18/11/2023 14:20
1297;2117;1;1;1;1;1;1;1;;;;;4;0;2;30;2;18/11/2023 14:27
1298;200;0;0;1;0;1;0;0;;;;;10;10;1;38;2;18/11/2023 20:31
1299;338;1;1;1;0;1;0;1;;;;;4;2;1;39;2;18/11/2023 20:34
1300;487;1;1;1;0;1;1;1;;;;;10;10;2;29;2;18/11/2023 21:23
1301;266;1;1;1;0;1;1;1;10;10;10;10;;;1;26;1;18/11/2023 21:41
1302;335;1;1;1;0;1;1;1;1;5;1;8;;;1;33;1;18/11/2023 21:42
1303;315;0;0;0;0;0;0;0;1;2;3;0;;;1;25;1;18/11/2023 21:43
1304;402;0;0;1;1;1;1;1;10;10;10;10;;;1;51;1;18/11/2023 21:44
1305;235;1;1;1;0;1;1;1;3;0;4;0;;;1;25;1;18/11/2023 21:44
1306;339;1;1;1;1;0;1;1;10;10;10;10;;;1;44;1;18/11/2023 22:10
