ID;Duration;Timer1_First Click;Timer1_Last Click;Timer1_Page Submit;Timer1_Click Count;G1comp1;G1comp2;G1comp3;G1comp4;Timer2_First Click;Timer2_Last Click;Timer2_Page Submit;Timer2_Click Count;G2comp1;G2comp2;G2comp3;Timer3obs_First Click;Timer3obs_Last Click;Timer3obs_Page Submit;Timer3obs_Click Count;A2comp4OB;punTimer_First Click;punTimer_Last Click;decisionT;punTimer_Click Count;punishing;Timer3hid_First Click;Timer3hid_Last Click;Timer3hid_Page Submit;Timer3hid_Click Count;A2comp4HID;return;gender;age;Condition;RecordedDate
328;477;85.101;115.66;116.184;4;0;1;1;1;12.956;124.773;125.186;5;0;1;1;109.359;109.359;110.693;1;1;6.824;6.824;8.269;1;0;;;;;;0;1;18;1;16/11/2023 17:50
329;476;62.86;88.009;88.781;4;0;0;1;1;36.81;44.777;45.727;3;0;1;1;;;;;;10.664;10.664;11.519;1;0;25.134;25.134;26.97;1;0;50;2;31;2;16/11/2023 17:51
330;476;3.623;141.816;142.962;27;0;0;1;1;3.087;108.406;109.291;23;1;0;1;5.084;42.199;43.013;6;1;4.602;4.602;7.386;1;1;;;;;;42;2;44;1;16/11/2023 17:51
331;476;51.18;197.265;198.262;18;1;1;1;1;44.754;113.183;114.162;13;1;0;1;;;;;;15.417;15.417;16.44;1;1;28.726;28.726;30.367;1;1;50;2;57;2;16/11/2023 17:53
332;475;76.794;147.51;148.752;4;1;1;1;1;78.099;108.251;109.578;4;1;1;1;;;;;;16.913;16.913;19.837;1;1;31.115;31.115;32.22;1;1;40;2;22;2;16/11/2023 17:54
333;475;2.756;169.263;169.869;50;0;0;1;1;8.991;87.968;88.704;17;1;0;1;;;;;;3.226;3.226;4.509;1;0;6.274;45.528;48.028;9;1;100;2;30;2;16/11/2023 17:55
334;475;89.527;119.469;120.929;4;1;1;1;1;64.542;137.561;138.389;3;0;0;1;;;;;;6.596;6.596;7.503;1;1;62.782;62.782;65.213;1;1;40;1;25;2;16/11/2023 17:56
335;475;71.395;181.087;183.364;10;0;1;1;1;60.535;82.801;90.549;3;1;1;1;;;;;;7.352;7.352;8.461;1;0;36.582;89.52;91.051;3;1;0;1;24;2;16/11/2023 17:57
336;475;3.907;128.563;129.261;26;1;1;1;1;12.344;96.99;98.891;24;1;1;1;15.048;32.34;32.996;5;1;14.699;14.699;15.401;1;0;;;;;;90;2;31;1;16/11/2023 17:57
337;474;5.884;88.906;89.444;19;1;1;1;1;10.026;109.532;112.071;20;1;1;1;10.352;85.196;86.051;10;1;2.133;2.133;3.784;1;0;;;;;;50;1;26;1;16/11/2023 17:59
338;473;51.708;113.967;115.822;6;1;1;1;1;44.749;68.711;70.806;3;1;1;1;;;;;;6.817;6.817;10.227;1;0;38.893;51.219;53.945;2;1;0;1;21;2;16/11/2023 17:59
339;472;23.254;130.131;131.298;10;1;1;1;1;21.621;79.376;80.8;7;1;1;1;;;;;;7.561;7.561;9.517;1;0;45.022;48.35;50.054;2;1;0;1;59;2;16/11/2023 18:00
340;472;9.836;113.425;114.319;22;1;1;1;1;23.962;109.023;110.212;12;1;1;1;;;;;;11.745;11.745;20.461;1;1;31.406;41.784;42.653;4;1;50;2;22;2;16/11/2023 18:01
341;471;13.447;126.905;128.197;16;0;0;1;1;11.813;110.985;112.219;9;0;0;0;;;;;;3.698;6.273;7.519;3;0;28.855;39.918;41.077;4;0;10;2;61;2;16/11/2023 18:01
342;471;9.237;154.235;155.122;19;0;1;1;1;13.222;80.488;82.378;18;1;0;1;;;;;;5.667;6.333;6.351;2;1;6.451;38.076;38.675;6;1;50;2;26;2;16/11/2023 18:02
343;470;11.766;173.456;174.624;37;1;1;1;1;19.076;77.99;79.365;13;1;1;1;;;;;;7.762;7.762;8.37;1;0;6.947;49.999;50.624;4;1;25;1;28;2;16/11/2023 18:04
344;469;9.309;167.405;168.494;33;1;0;1;1;2.38;62.264;64.876;12;1;1;1;;;;;;15.138;15.138;15.901;1;1;1.735;70.886;71.848;7;1;50;2;39;2;16/11/2023 18:05
345;469;26.161;105.701;106.869;23;0;0;1;1;16.12;129.303;130.178;20;1;1;1;9.769;35.65;36.444;5;1;9.601;9.601;11.165;1;1;;;;;;33;2;46;1;16/11/2023 18:05
346;469;91.7;154.202;155.331;4;1;1;1;1;79.678;103.521;105.18;3;1;0;1;;;;;;4.696;4.696;5.773;1;1;30.77;30.77;41.97;1;1;50;1;53;2;16/11/2023 18:05
347;468;2.474;84.548;85.819;12;1;1;1;1;23.346;53.934;55.374;6;1;0;1;;;;;;6.281;8.25;8.646;2;0;21.541;50.132;51.873;4;1;11;1;36;2;16/11/2023 18:06
348;467;11.206;121.935;124.07;18;1;0;1;1;14.583;145.491;146.884;18;0;0;1;;;;;;16.48;16.48;21.16;1;0;12.095;26.976;32.718;4;1;100;1;34;2;16/11/2023 18:09
349;467;101.752;252.067;258.038;7;0;0;1;1;44.047;56.524;58.138;3;1;0;1;;;;;;16.77;16.77;17.654;1;1;23.587;23.587;25.805;1;1;50;2;28;2;16/11/2023 18:10
350;466;8.727;165.267;166.222;17;1;1;1;1;9.082;80.145;81.216;9;1;1;1;10.026;31.86;32.579;4;1;4.352;4.352;6.26;1;1;;;;;;49;2;40;1;16/11/2023 18:11
351;465;67.902;104.554;107.405;4;1;1;1;1;54.344;82.281;85.302;5;1;1;0;;;;;;8.265;8.265;12.228;1;0;19.635;61.235;67.398;7;1;50;1;31;2;16/11/2023 18:12
352;464;12.685;138.296;139.143;21;0;0;1;1;3.042;94.466;95.301;11;0;0;1;;;;;;20.677;20.677;21.644;1;0;4.593;23.248;24.118;5;0;10;2;65;2;16/11/2023 18:12
353;464;2.503;135.284;135.876;44;0;1;1;1;2.972;79.301;79.899;31;1;1;1;15.273;46.605;47.261;12;1;2.44;3.42;3.996;2;0;;;;;;50;2;28;1;16/11/2023 18:14
354;464;13.768;97.063;97.956;20;1;1;1;1;12.515;87.93;88.887;19;1;1;1;36.546;79.193;80.774;8;1;0.117;12.398;13.2;2;0;;;;;;37;1;35;1;16/11/2023 18:15
355;463;6.158;102.637;104.347;9;0;1;1;1;54.457;65.093;66.097;3;1;1;1;28.634;33.565;34.245;2;1;8.066;10.624;11.449;2;1;;;;;;50;1;27;1;16/11/2023 18:15
356;462;5.14;140.123;140.6;40;1;1;1;1;6.293;73.082;75.653;21;1;1;1;6.328;43.786;47.679;7;1;8.265;8.265;8.946;1;1;;;;;;50;1;43;1;16/11/2023 18:17
357;461;50.073;69.871;71.499;4;0;0;1;1;69.176;82.797;84.3;4;1;1;1;;;;;;8.284;8.284;9.689;1;0;141.423;141.423;146.064;1;1;30;2;23;2;16/11/2023 18:17
358;461;2.536;96.833;98.44;18;0;1;1;1;4.451;67.492;68.231;16;1;1;1;13.572;35.939;39.045;5;0;14.328;14.328;15.307;1;0;;;;;;50;2;22;1;16/11/2023 18:19
359;461;1.879;129.372;129.934;30;1;1;1;1;1.483;75.696;76.954;29;1;1;1;;;;;;9.778;9.778;10.71;1;1;2.173;48.454;49.7;12;1;99;1;26;2;16/11/2023 18:20
360;460;7.354;141.541;143.318;15;1;1;1;1;11.292;82.977;84.157;10;1;1;1;;;;;;11.072;11.072;12.233;1;0;22.207;46.972;48.081;2;1;30;2;69;2;16/11/2023 18:22
361;459;71.008;116.327;117.802;10;0;1;1;1;62.336;104.891;106.874;6;1;0;1;;;;;;13.64;13.64;14.806;1;0;35.381;38.75;40.323;3;1;5;2;65;2;16/11/2023 18:22
362;459;1.658;144.3;144.96;27;1;1;1;1;6.348;75.343;76.047;15;1;1;1;;;;;;8.525;8.525;9.818;1;0;18.696;32.882;33.665;4;1;50;2;32;2;16/11/2023 18:24
363;459;1.108;172.176;172.756;26;0;1;1;1;3.692;111.064;111.773;20;1;1;1;4.146;30.419;30.962;10;1;4.56;4.56;5.716;1;0;;;;;;0;2;28;1;16/11/2023 18:26
364;458;5.748;133.195;134.095;16;1;1;1;1;8.066;92.383;92.995;11;1;1;1;;;;;;9.001;9.001;10.219;1;0;14.119;47.508;48.47;2;1;10;2;54;2;16/11/2023 18:29
365;458;26.626;158.294;159.314;12;0;1;1;1;46.589;78.926;80.239;6;1;1;1;;;;;;7.597;7.597;8.907;1;0;33.569;39.202;40.883;3;1;50;2;41;2;16/11/2023 18:30
366;458;11.835;157.22;158.198;16;1;0;1;1;15.399;91.819;92.761;11;1;0;1;40.848;62.492;63.352;4;1;1.807;1.807;2.746;1;1;;;;;;50;2;54;1;16/11/2023 18:30
367;458;4.164;150.428;152.401;47;0;1;1;1;4.631;75.8;77.061;19;1;1;1;;;;;;14.368;14.368;15.001;1;0;11.778;41.937;42.701;10;1;50;2;60;2;16/11/2023 18:31
368;458;66.448;120.617;121.509;5;1;1;1;1;60.251;88.315;89.209;3;0;0;1;44.903;44.903;45.796;1;1;1.203;1.203;2.072;1;1;;;;;;50;1;57;1;16/11/2023 18:32
369;458;8.008;88.934;90.06;16;0;1;1;1;2.227;65.142;65.967;16;1;1;1;6.455;32.201;33.323;6;1;6.927;6.927;8.231;1;1;;;;;;49;2;24;1;16/11/2023 18:33
370;458;77.579;158.573;160.713;5;0;1;1;1;51.125;74.344;75.612;4;1;0;1;32.238;32.238;34.235;1;1;10.117;10.117;11.699;1;0;;;;;;50;2;61;1;16/11/2023 18:34
371;457;8.369;162.685;163.672;19;0;0;1;1;5.23;90.206;91.415;19;1;0;1;;;;;;9.527;9.527;10.188;1;0;4.395;42.391;44.301;7;1;41;2;27;2;16/11/2023 18:36
372;457;4.406;157.206;158.25;10;0;1;1;1;34.057;72.373;73.507;5;1;0;0;18.864;51.339;52.346;2;1;12.272;12.272;13.691;1;1;;;;;;50;2;32;1;16/11/2023 18:36
373;456;14.962;139.658;141.156;16;1;0;1;1;26.786;64.942;67.1;7;0;1;0;;;;;;4.573;6.487;8.679;2;0;15.196;60.756;67.464;5;1;50;2;59;2;16/11/2023 18:37
374;456;3.984;139.986;141.566;38;1;1;1;1;3.861;84.075;84.603;22;1;1;1;;;;;;6.2;6.2;6.9;1;1;6.688;44.865;45.398;8;1;50;2;43;2;16/11/2023 18:37
375;456;3.009;143.246;144.126;39;1;1;1;1;2.947;100.876;103.135;23;1;1;1;6.023;47.824;48.215;13;1;8.54;8.54;10.198;1;1;;;;;;50;2;40;1;16/11/2023 18:37
376;456;17.677;152.696;153.546;12;0;0;1;1;10.055;89.544;90.442;10;1;0;1;;;;;;22.384;22.384;23.178;1;1;10.691;37.982;38.795;3;1;50;2;58;2;16/11/2023 18:37
377;456;86.254;114.3;115.925;4;1;1;1;1;56.234;71.797;78.351;3;1;1;1;;;;;;8.987;8.987;9.86;1;0;62.266;62.266;65.618;1;1;0;1;38;2;16/11/2023 18:40
378;456;72.839;181.667;183.723;6;0;1;1;1;46.98;78.314;79.487;4;1;1;1;21.074;21.074;22.471;1;1;5.836;5.836;7.348;1;1;;;;;;50;2;60;1;16/11/2023 18:40
379;455;52.235;76.703;77.313;4;1;1;1;1;198.486;226.83;231.161;4;0;1;1;31.338;31.895;32.511;2;1;5.735;5.735;7.301;1;1;;;;;;50;1;27;1;16/11/2023 18:43
380;454;7.966;100.838;101.514;15;1;1;1;1;5.82;181.733;182.493;30;1;1;1;5.93;23.26;24.485;4;0;22.351;22.351;23.102;1;1;;;;;;60;2;36;1;16/11/2023 18:43
381;453;56.224;113.538;115.54;5;1;1;1;1;65.482;86.756;104.389;3;1;1;1;;;;;;12.898;12.898;15.091;1;1;9.022;46.434;50.438;2;1;50;3;27;2;16/11/2023 18:44
382;453;14.724;146.803;147.569;19;0;1;1;1;37.847;73.52;75.047;8;1;1;1;;;;;;4.119;4.119;6.644;1;1;28.041;37.935;39.474;3;1;50;2;56;2;16/11/2023 18:44
383;452;19.206;160.004;160.513;28;0;0;1;1;2.634;89.713;90.236;22;1;0;1;2.504;38.247;39.689;7;1;7.543;7.543;9.665;1;0;;;;;;50;2;29;1;16/11/2023 18:44
384;451;56.395;107.716;108.589;14;0;0;1;1;44.159;104.023;104.879;9;1;0;1;;;;;;14.235;14.235;15.142;1;1;33.169;33.169;34.365;1;1;50;2;66;2;16/11/2023 18:45
385;450;127.801;151.289;152.806;4;0;1;1;1;72.219;102.1;103.36;3;1;0;1;39.978;39.978;41.615;1;1;1.677;1.677;2.845;1;0;;;;;;100;1;55;1;16/11/2023 18:46
386;450;47.244;78.287;80.188;4;1;0;1;1;51.714;120.933;122.001;3;0;0;1;50.197;50.197;52.101;1;0;7.756;7.756;9.301;1;0;;;;;;50;2;48;1;16/11/2023 18:46
387;450;86.694;118.779;128.114;6;1;1;1;1;40.13;52.647;53.825;3;1;1;1;31.454;42.929;45.374;3;1;4.309;4.309;5.021;1;0;;;;;;50;2;51;1;16/11/2023 18:47
388;449;15.69;99.168;100.392;16;0;0;0;1;3.878;99.066;100.027;19;0;1;1;;;;;;7.674;7.674;8.676;1;0;9.638;44.714;47.401;6;1;50;2;50;2;16/11/2023 18:47
389;448;99.847;181.096;256.103;5;0;1;1;1;52.659;64.524;76.002;3;1;0;1;22.876;22.876;28.079;1;1;6.898;6.898;8.341;1;1;;;;;;50;2;19;1;16/11/2023 18:48
390;448;6.94;151.39;152.778;41;1;1;1;1;12.06;80.805;81.502;38;0;1;1;;;;;;5.801;5.801;6.696;1;0;5.753;25.623;29.422;10;1;0;1;39;2;16/11/2023 18:50
391;448;15.423;151.163;152.082;10;0;0;0;1;11.38;101.13;102.167;9;0;1;1;;;;;;15.056;15.056;16.286;1;1;14.799;55.62;57.105;4;1;10;2;40;2;16/11/2023 18:50
392;448;47.153;117.992;119.025;9;0;0;1;1;48.478;71.394;73.043;6;1;0;1;56.657;57.725;58.739;2;1;7.862;7.862;11.358;1;0;;;;;;25;1;66;1;16/11/2023 18:50
393;447;3.11;117.498;118.759;36;1;1;1;1;1.794;80.087;80.748;31;1;1;1;;;;;;14.986;14.986;20.148;1;1;4.24;31.868;35.59;10;1;50;2;35;2;16/11/2023 18:54
394;447;9.91;118.268;119.201;19;0;0;1;1;10.637;80.408;81.369;18;1;0;1;18.688;49.288;50.133;10;1;6.01;6.01;6.901;1;1;;;;;;50;2;51;1;16/11/2023 18:54
395;445;2.266;163.405;164.391;43;0;0;1;1;1.678;94.877;96.606;37;0;1;0;;;;;;1.451;8.95;9.928;2;1;1.606;46.177;46.855;19;1;49;1;62;2;16/11/2023 18:54
396;444;74.874;130.305;131.592;5;0;1;0;1;25.435;107.274;108.08;6;1;0;1;38.137;40.379;42.847;3;1;8.676;8.676;12.39;1;1;;;;;;50;1;30;1;16/11/2023 18:55
397;444;1.439;135.701;136.361;27;0;1;0;1;3.166;133.757;134.496;22;1;0;1;6.79;71.53;72.69;12;1;7.552;7.552;13.097;1;0;;;;;;90;2;23;1;16/11/2023 18:56
398;443;88.191;159.225;160.107;4;1;1;1;1;44.975;60.308;61.738;3;1;1;1;;;;;;11.463;11.463;12.536;1;1;47.885;47.885;49.983;1;1;50;2;57;2;16/11/2023 18:56
399;443;71.431;113.767;173.727;5;0;1;1;1;47.033;62.876;63.854;4;1;1;1;;;;;;12.626;12.626;15.155;1;0;39.789;39.789;41.937;1;1;0;2;22;2;16/11/2023 18:56
400;441;2.099;139.201;140.276;20;1;1;1;1;2.5;68.163;68.6;16;1;1;1;2.8;50.27;55.295;10;1;6.494;6.494;7.379;1;0;;;;;;51;2;27;1;16/11/2023 18:57
401;441;11.804;98.186;99.597;20;1;1;1;1;6.751;145.776;147.229;14;1;1;1;8.128;43.688;44.528;6;1;3.801;3.801;8.008;1;0;;;;;;50;2;42;1;16/11/2023 18:57
402;441;9.225;153.943;155.048;29;1;1;1;1;6.772;83.731;85.138;16;0;1;1;7.505;47.045;48.155;12;1;5.019;5.019;6.451;1;0;;;;;;50;2;32;1;16/11/2023 18:58
403;441;96.391;147.268;148.211;4;1;0;1;1;90.108;109.564;110.843;3;0;1;1;44.125;51.173;52.14;3;1;9.528;9.528;10.671;1;1;;;;;;18;1;32;1;16/11/2023 18:59
404;441;4.186;113.264;114.636;26;0;1;1;1;4.191;89.906;91.025;26;1;1;1;;;;;;7.541;7.541;8.347;1;0;27.594;50.288;51.123;4;1;80;2;61;2;16/11/2023 19:00
405;441;5.807;125.513;126.302;16;0;1;1;1;59.48;99.249;100.036;8;1;1;1;20.091;64.3;65.239;6;1;5.485;5.485;6.379;1;1;;;;;;30;1;35;1;16/11/2023 19:01
406;440;3.64;189.187;189.893;35;1;1;1;1;2.433;62.147;63.02;19;0;1;1;;;;;;13.484;13.484;14.257;1;1;4.064;31.485;32.388;9;0;50;2;37;2;16/11/2023 19:01
407;440;1.511;165.691;166.695;13;0;1;1;1;1.457;93.091;94.218;7;1;0;0;;;;;;9.393;9.393;11.267;1;0;2.191;21.417;23.632;3;1;50;1;39;2;16/11/2023 19:02
408;439;32.613;58.378;59.055;4;1;1;1;1;32.816;43.1;47.95;6;1;1;1;;;;;;1.991;5.48;6.652;3;0;8.985;10.481;11.725;2;1;11;2;22;2;16/11/2023 19:05
409;439;75.447;194.043;206.566;5;0;1;1;1;48.553;75.855;76.755;4;0;0;1;;;;;;7.391;7.391;9.186;1;0;45.551;45.551;46.583;1;0;50;1;40;2;16/11/2023 19:05
410;439;88.945;177.982;180.343;5;1;1;0;0;82.174;99;102.444;5;0;1;1;43.821;43.821;45.325;1;1;9.138;9.138;10.475;1;0;;;;;;30;1;63;1;16/11/2023 19:06
411;439;9.597;224.411;225.566;36;1;0;1;1;13.162;68.192;69.189;13;0;1;1;;;;;;6.953;6.953;8.089;1;1;16.352;34.773;37.458;4;1;50;1;50;2;16/11/2023 19:06
412;438;47.872;121.028;122.385;8;0;0;1;1;5.011;56.191;57.4;7;1;0;1;22.371;26.94;28.056;3;1;14.822;16.618;17.854;2;0;;;;;;50;2;48;1;16/11/2023 19:06
413;438;69.902;90.233;91.068;4;1;1;1;1;65.216;77.709;78.988;3;1;1;1;37.974;37.974;39.074;1;1;5.743;5.743;6.645;1;0;;;;;;0;1;23;1;16/11/2023 19:07
414;438;2.09;153.461;154.275;53;0;0;1;1;1.578;82.937;86.171;31;1;1;1;2.065;40.233;41.429;13;1;3.666;3.666;4.588;1;0;;;;;;50;2;25;1;16/11/2023 19:07
415;438;4.272;171.201;171.994;27;1;1;1;1;9.934;78.858;79.767;14;1;1;1;;;;;;12.542;12.542;13.497;1;0;6.049;52.833;53.53;6;1;100;2;50;2;16/11/2023 19:08
416;437;3.263;102.923;104.001;15;1;1;0;1;26.738;76.472;77.3;9;0;0;1;;;;;;4.964;4.964;6.888;1;0;30.228;54.262;55.063;3;1;50;2;52;2;16/11/2023 19:09
417;437;67.115;141.949;143.169;11;1;0;1;1;52.293;96.463;97.533;8;0;1;1;;;;;;22.4;22.4;23.679;1;1;24.515;37.54;38.762;3;1;50;1;34;2;16/11/2023 19:10
418;437;75.054;151.575;152.556;4;0;1;1;0;6.167;101.359;102.096;6;1;1;1;;;;;;13.335;13.335;14.13;1;0;40.093;40.093;60.464;1;1;60;1;28;2;16/11/2023 19:10
419;436;84.064;153.499;155.093;4;0;1;1;1;82.635;94.101;97.849;3;1;1;1;35.304;35.304;36.794;1;1;7.722;7.722;8.962;1;1;;;;;;50;2;33;1;16/11/2023 19:11
420;436;1.694;181.05;181.846;40;1;1;0;1;3.612;85.074;86.084;25;0;1;1;6.083;29.142;29.834;9;1;5.419;5.419;6.276;1;1;;;;;;50;2;30;1;16/11/2023 19:11
421;436;34.212;112.349;114.565;7;0;1;0;1;55.217;123.081;124.079;7;1;1;1;;;;;;4.541;7.756;8.865;2;1;58.615;68.863;69.956;3;1;67;2;24;2;16/11/2023 19:13
422;436;67.172;121.958;122.978;6;1;1;0;1;56.772;105.771;107.531;4;0;1;0;;;;;;13.614;13.614;14.498;1;1;3.491;6.168;6.721;3;1;50;1;33;2;16/11/2023 19:15
423;435;90.378;177.329;182.55;10;0;1;1;1;46.788;77.956;78.872;7;1;0;1;22.267;22.875;24.592;2;1;27.972;27.972;29.145;1;0;;;;;;50;2;29;1;16/11/2023 19:16
424;435;19.201;130.99;131.753;12;0;1;1;1;20.207;90.373;91.568;11;1;1;1;24.592;40.729;41.358;4;1;6.912;6.912;7.602;1;1;;;;;;50;1;42;1;16/11/2023 19:16
425;435;78.633;144.817;146.956;4;1;1;1;1;40.266;58.109;59.779;3;0;1;1;;;;;;6.219;6.219;9.268;1;1;26.985;38.107;41.755;2;1;50;2;78;2;16/11/2023 19:18
426;434;92.694;153.566;156.875;4;1;1;1;1;63.8;81.693;83.06;3;1;1;1;;;;;;6.834;6.834;8.109;1;1;35.066;35.066;36.642;1;1;50;2;43;2;16/11/2023 19:19
427;433;80.857;112.724;114.555;4;0;0;1;1;59.345;74.874;76.436;3;1;0;1;36.089;36.089;38.62;1;1;6.651;6.651;8.653;1;0;;;;;;100;2;31;1;16/11/2023 19:20
428;433;1.842;128.478;129.469;18;1;1;1;1;14.575;82.466;83.691;10;1;1;1;;;;;;13.431;13.431;16.472;1;0;18.123;40.338;41.377;6;1;30;2;28;2;16/11/2023 19:20
429;432;93.658;125.859;126.912;5;0;0;1;1;47.061;96.866;97.724;3;1;1;1;54.132;54.132;55.677;1;1;4.573;4.573;7.674;1;0;;;;;;50;1;31;1;16/11/2023 19:21
430;432;1.065;143.725;144.495;69;1;1;1;1;1.266;72.605;73.673;34;1;1;1;;;;;;1.433;3.117;10.393;2;0;2.285;48.724;49.955;14;1;50;2;39;2;16/11/2023 19:21
431;432;1.434;130.906;131.653;28;0;1;1;1;1.938;96.576;98.889;22;1;1;1;;;;;;4.353;5.737;9.309;2;0;3.656;31.374;32.42;9;1;50;2;32;2;16/11/2023 19:24
432;432;65.279;95.466;97.254;4;1;1;1;1;84.618;98.013;99.298;3;1;1;1;;;;;;13.575;13.575;14.726;1;1;42.952;42.952;45.722;1;1;0;1;64;2;16/11/2023 19:24
433;431;61.758;95.347;96.827;5;0;0;1;1;91.871;122.541;125.285;6;1;0;1;;;;;;12.87;12.87;14.127;1;1;37.357;37.357;41.04;1;1;62;2;21;2;16/11/2023 19:26
434;430;93.618;146.003;147.673;4;1;1;1;0;63.325;104.08;106.222;3;1;1;1;;;;;;10.987;10.987;13.888;1;1;26.216;26.216;29.027;1;1;40;2;22;2;16/11/2023 19:27
435;430;61.339;194.49;195.381;6;1;1;1;1;69.287;90.401;91.191;4;1;0;1;;;;;;11.544;11.544;12.882;1;0;28.596;28.596;29.514;1;1;100;1;57;2;16/11/2023 19:30
436;430;58.656;81.784;83.243;4;1;0;1;1;81.177;145.217;147.485;3;1;1;1;;;;;;1.257;1.257;5.515;1;1;32.801;32.801;40.047;1;1;50;1;54;2;16/11/2023 19:33
437;430;77.674;114.505;116.377;5;0;1;1;1;66.912;76.673;77.941;3;1;1;1;33.838;33.838;54.565;1;1;7.666;7.666;8.533;1;1;;;;;;50;2;39;1;16/11/2023 19:33
438;429;9.751;123.16;124.24;20;1;1;0;1;11.052;71.49;72.466;10;1;1;1;;;;;;8.714;8.714;9.653;1;0;4.692;47.236;48.302;6;1;0;1;64;2;16/11/2023 19:36
439;428;76.338;104.306;105.949;4;1;1;0;1;72.489;85.37;86.574;3;1;1;1;57.991;57.991;59.081;1;1;2.662;2.662;4.689;1;1;;;;;;50;2;67;1;16/11/2023 19:36
440;427;1.955;186.064;187.28;54;1;1;1;1;27.703;70.104;76.434;9;1;1;1;25.142;25.142;26.214;1;1;6.596;6.596;7.826;1;0;;;;;;50;1;26;1;16/11/2023 19:37
441;427;128.693;147.485;149.47;6;1;1;1;1;47.704;55.437;56.491;3;1;1;1;;;;;;11.979;11.979;12.876;1;1;37.418;38.501;40.152;3;1;50;1;20;2;16/11/2023 19:37
442;427;0.88;156.452;156.479;72;1;0;1;1;2.07;106.557;107.3;42;1;1;1;;;;;;9.575;9.575;10.447;1;1;1.959;36.275;39.031;19;1;20;2;23;2;16/11/2023 19:37
443;426;99.586;135.424;136.691;4;0;1;1;1;63.057;88.743;89.952;3;1;1;1;;;;;;7.603;7.603;9.247;1;1;31.571;31.571;33.601;1;1;50;1;32;2;16/11/2023 19:39
444;426;10.516;116.729;117.394;51;1;1;1;1;10.615;83.136;83.856;41;0;1;1;;;;;;4.584;4.584;6.982;1;0;10.194;63.069;63.581;18;1;50;2;32;2;16/11/2023 19:40
445;426;5.422;134.348;135.104;11;1;1;1;1;15.416;83.728;84.808;11;1;1;1;4.787;51.714;52.637;4;1;4.526;10.824;12.112;2;1;;;;;;20;2;59;1;16/11/2023 19:41
446;426;2.362;123.06;123.8;25;1;1;1;1;3.74;91.263;91.9;15;1;1;1;;;;;;6.178;6.178;6.801;1;0;29.689;44.603;46.6;3;1;50;2;34;2;16/11/2023 19:41
447;425;2.284;128.372;129.301;34;0;0;0;1;12.192;82.191;82.902;29;1;1;1;;;;;;11.582;11.582;12.357;1;0;9.077;21.533;23.7;4;1;0;2;27;2;16/11/2023 19:41
448;423;22.795;79.309;80.011;16;1;1;1;1;21.301;87.241;87.948;16;0;1;1;15.44;52.3;52.899;7;1;4.59;4.59;5.101;1;0;;;;;;0;2;29;1;16/11/2023 19:41
449;423;1.699;100.68;103.227;24;1;0;1;1;2.055;119.58;121.639;30;1;1;1;;;;;;5.459;5.459;6.131;1;1;1.459;23.326;26.823;9;1;50;1;42;2;16/11/2023 19:42
450;423;31.643;123.523;124.948;30;0;1;1;1;18.989;65.157;67.293;15;1;1;1;;;;;;2.627;2.627;5.098;1;0;9.852;34.98;36.553;4;1;50;2;66;2;16/11/2023 19:45
451;423;66.528;144.646;146.362;10;0;1;1;1;38.772;66.264;67.774;6;1;1;1;34.474;41.457;43.157;3;0;10.407;10.407;11.871;1;0;;;;;;50;2;55;1;16/11/2023 19:45
452;423;68.608;116.392;118.381;6;0;1;1;1;40.082;77.609;79.275;5;1;1;1;25.914;25.914;28.228;1;1;8.719;8.719;10.614;1;1;;;;;;50;2;56;1;16/11/2023 19:45
453;422;10.417;93.03;93.948;23;0;1;0;1;1.708;79.732;80.373;19;1;1;1;;;;;;8.255;8.255;9.391;1;1;3.432;33.348;33.7;9;0;60;1;33;2;16/11/2023 19:47
454;422;1.117;118.449;118.802;46;0;0;0;1;1.756;138.294;139.65;22;1;1;1;3.744;45.481;46.166;12;0;5.839;5.839;6.399;1;0;;;;;;50;2;33;1;16/11/2023 19:47
455;422;1.153;100.408;101.098;24;0;1;0;0;1.186;94.742;95.436;18;0;0;1;;;;;;18.266;18.266;18.936;1;0;1.721;57.356;60.93;6;1;50;2;22;2;16/11/2023 19:49
456;421;87.73;133.245;134.257;4;0;1;1;1;66.922;80.038;81.385;3;1;1;0;27.296;27.296;28.106;1;1;9.217;9.217;10.113;1;1;;;;;;50;2;35;1;16/11/2023 19:49
457;421;1.543;148.37;149.408;43;1;1;1;1;1.553;44.347;45.055;15;0;1;1;;;;;;12.916;12.916;16.225;1;1;2.489;74.534;75.422;15;1;50;1;56;2;16/11/2023 19:52
458;421;7.751;123.855;124.767;41;1;1;1;1;2.794;80.948;82.126;21;1;1;1;5.035;22.454;23.646;10;0;2.016;4.483;7.474;2;0;;;;;;20;2;51;1;16/11/2023 19:52
459;420;13.601;109.122;110.2;20;1;1;1;1;16.481;130.249;131.572;9;1;1;1;;;;;;8.233;8.233;9.701;1;1;22.878;35.457;36.689;3;1;50;1;43;2;16/11/2023 19:54
460;420;17.466;178.834;180.759;20;1;1;1;1;38.658;51.65;52.638;3;1;1;1;;;;;;8.344;8.344;9.356;1;0;33.187;33.187;35.325;1;1;50;2;57;2;16/11/2023 19:54
461;419;92.481;124.393;125.774;4;1;1;1;1;40.398;68.742;76.067;3;1;1;1;;;;;;20.036;20.036;29.618;1;0;47.533;47.533;51.37;1;1;50;1;35;2;16/11/2023 19:55
