PID;Duration;A1comp1;A1comp2;A1comp3;A1comp4;A2comp1;A2comp2;A2comp3;A2comp4OB;checkObs;calcHelp;uncalcHelp;A2comp4HID;checkHid;return;G1Bcomp1;G1Bcomp2;G1Bcomp3;G1Bcomp4;G2Bcomp1;G2Bcomp2;G2Bcomp3;helpUncalc;noUncalc;helpCalc;noCalc;helpedHidB;noHelpdHidB;gender;age;Condition;RecordedDate
872;444;1;1;1;1;1;0;0;;;;1;0;0;50;;;;;;;;;;;;;;2;44;4;13/11/2023 19:17
873;347;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;24;4;13/11/2023 19:17
874;559;0;1;1;1;1;0;1;1;1;1;;;;40;;;;;;;;;;;;;;1;51;3;13/11/2023 19:17
875;290;1;1;1;0;1;1;1;1;1;1;;;;41;;;;;;;;;;;;;;2;25;3;13/11/2023 19:17
876;949;;;;;;;;;;;;;;;1;1;1;1;1;1;1;4;2;4;4;;;2;22;5;13/11/2023 19:17
877;450;1;1;1;0;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;69;4;13/11/2023 19:17
878;428;;;;;;;;;;;;;;;1;1;0;0;1;0;1;;;;;10;4;1;36;6;13/11/2023 19:18
879;312;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;5;2;67;6;13/11/2023 19:18
880;734;1;0;0;0;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;28;4;13/11/2023 19:18
881;655;;;;;;;;;;;;;;;0;0;1;0;1;0;1;2;0;4;1;;;2;62;5;13/11/2023 19:18
882;303;0;1;0;0;0;1;1;1;1;1;;;;40;;;;;;;;;;;;;;2;30;3;13/11/2023 19:18
883;556;1;1;1;0;1;1;1;;;1;;1;1;51;;;;;;;;;;;;;;1;55;4;13/11/2023 19:18
884;539;0;0;1;1;1;0;1;1;1;1;;;;50;;;;;;;;;;;;;;2;35;3;13/11/2023 19:18
885;349;;;;;;;;;;;;;;;1;1;1;0;1;1;1;;;;;5;5;2;33;6;13/11/2023 19:18
886;307;0;1;0;0;0;1;1;;;1;;0;1;100;;;;;;;;;;;;;;1;39;4;13/11/2023 19:18
887;1218;;;;;;;;;;;;;;;0;1;1;0;1;1;1;10;8;10;8;;;2;49;5;13/11/2023 19:18
888;571;;;;;;;;;;;;;;;1;1;1;0;1;1;1;5;1;4;0;;;2;63;5;13/11/2023 19:18
889;527;;;;;;;;;;;;;;;0;1;1;1;1;0;1;0;0;2;0;;;2;34;5;13/11/2023 19:18
890;256;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;0;2;2;33;6;13/11/2023 19:18
891;756;;;;;;;;;;;;;;;1;1;1;1;1;1;1;5;0;5;2;;;2;35;5;13/11/2023 19:18
892;659;1;1;1;1;1;1;1;1;1;0;;;;0;;;;;;;;;;;;;;1;31;3;13/11/2023 19:18
893;551;;;;;;;;;;;;;;;0;0;0;1;1;1;1;;;;;0;0;2;46;6;13/11/2023 19:18
894;899;;;;;;;;;;;;;;;1;0;0;1;1;0;0;5;0;0;0;;;2;50;5;13/11/2023 19:18
895;464;0;1;1;1;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;35;3;13/11/2023 19:18
896;291;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;0;1;20;6;13/11/2023 19:18
897;289;;;;;;;;;;;;;;;1;1;1;0;0;0;1;;;;;5;5;1;52;6;13/11/2023 19:19
898;323;;;;;;;;;;;;;;;1;1;1;0;0;1;1;;;;;0;0;1;34;6;13/11/2023 19:19
899;905;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;73;4;13/11/2023 19:19
900;368;1;1;1;0;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;2;30;3;13/11/2023 19:19
901;342;1;1;0;1;1;1;1;1;0;;1;;;10;;;;;;;;;;;;;;2;42;3;13/11/2023 19:19
902;459;;;;;;;;;;;;;;;0;0;1;1;1;0;1;10;0;10;0;;;2;37;5;13/11/2023 19:19
903;634;0;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;25;3;13/11/2023 19:19
904;376;;;;;;;;;;;;;;;0;0;1;1;1;0;1;5;5;5;5;;;2;46;5;13/11/2023 19:19
905;505;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;5;10;3;;;2;18;5;13/11/2023 19:19
906;444;;;;;;;;;;;;;;;0;1;1;1;0;1;1;5;4;4;4;;;2;41;5;13/11/2023 19:19
907;711;;;;;;;;;;;;;;;1;1;1;1;1;1;0;;;;;10;0;2;61;6;13/11/2023 19:19
908;293;0;1;0;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;43;4;13/11/2023 19:19
909;465;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;25;4;13/11/2023 19:19
910;1003;0;1;1;0;0;0;1;;;;1;1;0;30;;;;;;;;;;;;;;1;72;4;13/11/2023 19:19
911;696;1;1;1;1;1;1;1;1;0;;1;;;100;;;;;;;;;;;;;;1;51;3;13/11/2023 19:19
912;134;1;1;1;0;0;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;25;4;13/11/2023 19:19
913;316;1;1;1;0;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;2;48;3;13/11/2023 19:19
914;1229;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;5;0;2;58;6;13/11/2023 19:19
915;431;;;;;;;;;;;;;;;0;1;1;1;0;1;1;;;;;10;10;1;31;6;13/11/2023 19:19
916;489;0;0;1;1;1;1;1;;;;1;1;0;5;;;;;;;;;;;;;;1;73;4;13/11/2023 19:19
917;430;;;;;;;;;;;;;;;1;1;1;1;1;0;1;0;0;0;0;;;2;28;5;13/11/2023 19:19
918;378;1;1;1;0;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;31;4;13/11/2023 19:20
919;351;0;0;1;0;1;1;1;;;1;;1;1;20;;;;;;;;;;;;;;1;38;4;13/11/2023 19:20
920;474;;;;;;;;;;;;;;;1;1;1;0;0;1;1;;;;;8;2;1;56;6;13/11/2023 19:20
921;854;0;1;1;1;1;0;1;;;1;;1;1;30;;;;;;;;;;;;;;1;52;4;13/11/2023 19:20
922;668;;;;;;;;;;;;;;;0;1;1;0;1;1;1;10;0;10;0;;;1;47;5;13/11/2023 19:20
923;367;;;;;;;;;;;;;;;1;1;1;0;0;1;1;3;3;3;3;;;1;31;5;13/11/2023 19:20
924;253;1;1;1;1;0;1;1;0;1;1;;;;40;;;;;;;;;;;;;;2;31;3;13/11/2023 19:20
925;379;1;0;1;1;1;1;1;;;0;;1;1;0;;;;;;;;;;;;;;1;50;4;13/11/2023 19:20
926;222;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;0;0;2;35;6;13/11/2023 19:20
927;467;1;1;1;0;1;0;1;0;0;;1;;;10;;;;;;;;;;;;;;2;22;3;13/11/2023 19:20
928;163;1;1;1;0;0;1;1;1;1;0;;;;2;;;;;;;;;;;;;;2;28;3;13/11/2023 19:20
929;532;;;;;;;;;;;;;;;0;1;1;1;1;1;1;10;0;7;0;;;1;44;5;13/11/2023 19:20
930;699;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;0;1;58;6;13/11/2023 19:20
931;303;1;1;1;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;1;29;3;13/11/2023 19:20
932;861;;;;;;;;;;;;;;;0;0;1;1;1;0;1;10;9;10;10;;;2;46;5;13/11/2023 19:20
933;232;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;38;3;13/11/2023 19:20
934;567;0;1;1;1;1;1;1;;;;1;1;0;50;;;;;;;;;;;;;;1;53;4;13/11/2023 19:20
935;607;1;1;1;1;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;25;3;13/11/2023 19:20
936;460;1;0;1;1;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;43;3;13/11/2023 19:20
937;557;;;;;;;;;;;;;;;1;1;1;1;1;0;1;10;0;10;5;;;2;29;5;13/11/2023 19:20
938;610;;;;;;;;;;;;;;;1;0;1;1;1;0;0;;;;;8;5;2;47;6;13/11/2023 19:20
939;665;0;0;1;1;1;0;1;;;;1;1;0;34;;;;;;;;;;;;;;2;54;4;13/11/2023 19:21
940;548;0;1;0;0;0;1;1;1;0;;1;;;95;;;;;;;;;;;;;;2;24;3;13/11/2023 19:21
941;100;0;0;1;0;1;0;1;0;1;1;;;;57;;;;;;;;;;;;;;2;32;3;13/11/2023 19:21
942;215;;;;;;;;;;;;;;;1;1;1;0;1;1;1;;;;;10;0;2;33;6;13/11/2023 19:21
943;361;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;10;0;2;25;6;13/11/2023 19:21
944;246;;;;;;;;;;;;;;;1;0;1;1;1;0;1;;;;;10;10;1;36;6;13/11/2023 19:21
945;879;0;0;1;1;1;1;1;;;1;;1;1;10;;;;;;;;;;;;;;2;30;4;13/11/2023 19:21
946;370;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;10;10;10;;;1;43;5;13/11/2023 19:21
947;672;;;;;;;;;;;;;;;1;1;1;1;0;1;1;;;;;10;0;1;56;6;13/11/2023 19:21
948;524;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;4;2;68;6;13/11/2023 19:21
949;702;;;;;;;;;;;;;;;1;1;1;1;1;1;1;6;0;5;0;;;1;57;5;13/11/2023 19:21
950;325;1;0;1;0;0;1;1;1;0;;1;;;50;;;;;;;;;;;;;;2;37;3;13/11/2023 19:21
951;484;;;;;;;;;;;;;;;1;1;1;1;1;1;1;0;0;2;0;;;1;50;5;13/11/2023 19:21
952;346;0;1;0;1;1;1;1;;;1;;0;1;50;;;;;;;;;;;;;;2;46;4;13/11/2023 19:21
953;500;0;1;1;1;1;1;1;;;1;;1;1;38;;;;;;;;;;;;;;2;55;4;13/11/2023 19:21
954;408;1;1;0;1;1;1;1;1;1;1;;;;25;;;;;;;;;;;;;;1;40;3;13/11/2023 19:22
955;342;1;1;1;0;1;0;1;;;1;;1;1;20;;;;;;;;;;;;;;2;37;4;13/11/2023 19:22
956;264;1;1;1;1;0;1;1;1;0;;1;;;40;;;;;;;;;;;;;;1;60;3;13/11/2023 19:22
957;599;1;1;1;1;1;1;1;;;1;;1;1;49;;;;;;;;;;;;;;1;40;4;13/11/2023 19:22
958;501;;;;;;;;;;;;;;;0;1;1;1;1;0;0;10;0;10;5;;;2;37;5;13/11/2023 19:22
959;874;1;1;1;1;1;1;1;;;1;;1;1;0;;;;;;;;;;;;;;2;68;4;13/11/2023 19:22
960;213;;;;;;;;;;;;;;;0;1;0;0;1;0;1;;;;;10;10;1;63;6;13/11/2023 19:22
961;474;1;1;1;1;1;1;1;;;0;;0;1;50;;;;;;;;;;;;;;1;67;4;13/11/2023 19:22
962;683;1;0;0;1;1;1;1;;;1;;1;1;80;;;;;;;;;;;;;;1;32;4;13/11/2023 19:22
963;1057;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;8;0;2;29;6;13/11/2023 19:22
964;394;;;;;;;;;;;;;;;0;1;1;0;1;1;0;2;3;3;4;;;1;43;5;13/11/2023 19:22
965;668;0;0;0;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;1;52;3;13/11/2023 19:22
966;281;0;0;1;0;1;1;1;;;1;;1;1;40;;;;;;;;;;;;;;2;23;4;13/11/2023 19:23
967;514;;;;;;;;;;;;;;;0;0;1;1;1;1;1;5;2;10;7;;;1;36;5;13/11/2023 19:23
968;411;1;1;1;1;0;1;1;1;1;1;;;;0;;;;;;;;;;;;;;1;20;3;13/11/2023 19:23
969;1637;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;6;2;2;27;6;13/11/2023 19:23
970;551;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;8;2;2;38;6;13/11/2023 19:23
971;534;0;1;0;0;0;0;1;;;1;;0;1;40;;;;;;;;;;;;;;2;31;4;13/11/2023 19:23
972;488;;;;;;;;;;;;;;;0;1;0;0;1;0;0;10;10;10;10;;;1;77;5;13/11/2023 19:23
973;270;0;1;1;0;0;1;1;0;1;1;;;;50;;;;;;;;;;;;;;2;34;3;13/11/2023 19:23
974;355;0;1;1;1;1;0;1;;;0;;1;1;40;;;;;;;;;;;;;;1;59;4;13/11/2023 19:23
975;520;;;;;;;;;;;;;;;1;1;1;1;1;1;1;3;6;4;6;;;1;61;5;13/11/2023 19:23
976;323;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;5;5;1;58;6;13/11/2023 19:23
977;343;1;1;1;1;1;1;1;0;1;0;;;;5;;;;;;;;;;;;;;2;56;3;13/11/2023 19:23
978;478;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;37;4;13/11/2023 19:23
979;215;1;1;1;0;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;49;4;13/11/2023 19:23
980;212;;;;;;;;;;;;;;;0;1;0;1;1;1;1;;;;;10;0;1;54;6;13/11/2023 19:23
981;193;0;1;0;0;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;1;38;3;13/11/2023 19:23
982;441;;;;;;;;;;;;;;;1;1;1;1;0;1;1;10;0;5;0;;;1;43;5;13/11/2023 19:23
983;353;0;1;1;1;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;2;32;4;13/11/2023 19:23
984;474;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;5;1;44;6;13/11/2023 19:23
985;880;1;1;1;1;1;0;1;1;1;1;;;;50;;;;;;;;;;;;;;2;36;3;13/11/2023 19:23
986;396;1;1;1;0;1;1;1;1;1;1;;;;0;;;;;;;;;;;;;;1;62;3;13/11/2023 19:24
987;531;1;1;0;1;1;0;1;1;0;;1;;;90;;;;;;;;;;;;;;2;50;3;13/11/2023 19:24
988;580;1;1;1;0;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;52;3;13/11/2023 19:24
989;513;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;38;4;13/11/2023 19:24
990;431;1;1;1;1;0;1;1;;;0;;1;1;0;;;;;;;;;;;;;;1;64;4;13/11/2023 19:24
991;319;1;1;1;1;1;1;0;;;0;;1;1;25;;;;;;;;;;;;;;1;34;4;13/11/2023 19:24
992;355;1;1;1;1;1;0;1;1;0;;1;;;50;;;;;;;;;;;;;;1;33;3;13/11/2023 19:24
993;324;;;;;;;;;;;;;;;1;1;1;1;1;0;0;;;;;0;0;1;74;6;13/11/2023 19:24
994;297;0;0;1;1;1;0;1;;;1;;1;1;0;;;;;;;;;;;;;;2;32;4;13/11/2023 19:24
995;438;;;;;;;;;;;;;;;0;0;1;0;0;1;0;10;0;10;10;;;1;27;5;13/11/2023 19:24
996;310;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;5;2;2;29;6;13/11/2023 19:24
997;668;;;;;;;;;;;;;;;0;1;1;1;0;0;0;10;0;10;0;;;1;63;5;13/11/2023 19:24
998;413;;;;;;;;;;;;;;;0;1;1;1;1;1;1;4;0;2;0;;;1;30;5;13/11/2023 19:24
999;474;0;0;1;1;0;1;1;1;1;1;;;;90;;;;;;;;;;;;;;2;41;3;13/11/2023 19:24
1000;310;;;;;;;;;;;;;;;0;0;1;1;0;1;1;10;10;10;0;;;1;40;5;13/11/2023 19:24
1001;792;;;;;;;;;;;;;;;1;0;1;1;1;0;1;;;;;0;0;1;22;6;13/11/2023 19:25
1002;257;;;;;;;;;;;;;;;1;1;1;0;1;0;1;;;;;5;5;2;44;6;13/11/2023 19:25
1003;279;;;;;;;;;;;;;;;0;1;1;0;1;0;1;;;;;10;10;1;45;6;13/11/2023 19:25
1004;820;0;0;1;1;1;0;1;;;0;;1;1;25;;;;;;;;;;;;;;1;36;4;13/11/2023 19:25
1005;481;;;;;;;;;;;;;;;1;1;1;1;1;1;0;10;8;10;8;;;2;49;5;13/11/2023 19:25
1006;895;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;0;1;44;6;13/11/2023 19:25
1007;233;1;0;0;0;0;1;1;;;;0;0;0;0;;;;;;;;;;;;;;1;26;4;13/11/2023 19:25
1008;215;0;0;1;0;1;1;1;1;1;0;;;;0;;;;;;;;;;;;;;1;25;3;13/11/2023 19:25
1009;260;1;1;0;0;0;0;1;;;1;;0;1;100;;;;;;;;;;;;;;1;42;4;13/11/2023 19:25
1010;604;1;1;1;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;2;36;3;13/11/2023 19:25
1011;383;;;;;;;;;;;;;;;0;1;0;0;0;0;1;10;10;10;10;;;1;37;5;13/11/2023 19:25
1012;820;1;1;0;1;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;53;3;13/11/2023 19:25
1013;633;1;0;1;0;0;1;1;0;1;1;;;;50;;;;;;;;;;;;;;1;40;3;13/11/2023 19:25
1014;620;;;;;;;;;;;;;;;1;1;1;1;1;1;1;0;0;4;0;;;1;26;5;13/11/2023 19:25
1015;542;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;4;4;1;34;6;13/11/2023 19:25
1016;1077;1;1;1;0;1;0;1;1;0;;1;;;50;;;;;;;;;;;;;;2;44;3;13/11/2023 19:25
1017;458;0;1;1;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;2;30;3;13/11/2023 19:25
1018;988;;;;;;;;;;;;;;;0;1;1;0;1;0;1;4;2;2;2;;;2;32;5;13/11/2023 19:25
1019;359;1;1;1;0;1;1;1;0;1;1;;;;40;;;;;;;;;;;;;;1;22;3;13/11/2023 19:25
1020;562;;;;;;;;;;;;;;;0;0;1;1;1;0;1;10;10;10;10;;;2;57;5;13/11/2023 19:25
1021;357;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;0;0;1;22;6;13/11/2023 19:26
1022;619;;;;;;;;;;;;;;;1;1;1;1;1;0;1;10;10;10;10;;;1;40;5;13/11/2023 19:26
1023;467;0;1;1;0;1;0;1;;;0;;1;1;40;;;;;;;;;;;;;;2;29;4;13/11/2023 19:26
1024;408;0;0;1;1;1;0;1;1;1;1;;;;50;;;;;;;;;;;;;;1;46;3;13/11/2023 19:26
1025;1020;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;59;4;13/11/2023 19:26
1026;362;0;1;1;1;1;1;1;;;;1;1;0;30;;;;;;;;;;;;;;2;34;4;13/11/2023 19:26
1027;1169;0;1;1;0;1;0;0;;;1;;1;1;10;;;;;;;;;;;;;;2;29;4;13/11/2023 19:26
1028;382;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;41;4;13/11/2023 19:26
1029;486;;;;;;;;;;;;;;;1;1;1;1;1;1;1;8;8;10;8;;;2;26;5;13/11/2023 19:26
1030;455;1;1;1;1;1;1;1;0;0;;1;;;50;;;;;;;;;;;;;;2;59;3;13/11/2023 19:26
1031;468;;;;;;;;;;;;;;;0;0;1;1;1;1;1;6;0;3;0;;;1;40;5;13/11/2023 19:26
1032;299;;;;;;;;;;;;;;;0;0;1;0;1;1;1;;;;;5;1;2;33;6;13/11/2023 19:26
1033;312;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;7;5;2;31;6;13/11/2023 19:26
1034;377;;;;;;;;;;;;;;;1;1;1;0;1;0;1;10;10;10;10;;;1;37;5;13/11/2023 19:26
1035;610;1;1;1;1;1;1;1;;;0;;1;1;35;;;;;;;;;;;;;;1;56;4;13/11/2023 19:26
1036;325;0;1;1;1;1;1;1;0;1;1;;;;25;;;;;;;;;;;;;;1;30;3;13/11/2023 19:26
1037;410;0;0;1;1;1;1;1;1;0;;0;;;50;;;;;;;;;;;;;;2;31;3;13/11/2023 19:26
1038;280;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;5;5;2;44;6;13/11/2023 19:26
1039;610;;;;;;;;;;;;;;;0;1;1;1;0;1;1;;;;;10;0;1;31;6;13/11/2023 19:26
1040;444;;;;;;;;;;;;;;;0;0;1;1;1;1;0;5;0;5;0;;;2;62;5;13/11/2023 19:26
1041;384;0;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;54;4;13/11/2023 19:26
1042;410;;;;;;;;;;;;;;;1;1;1;1;0;1;1;;;;;6;0;1;54;6;13/11/2023 19:26
1043;124;;;;;;;;;;;;;;;0;0;0;0;0;0;1;;;;;5;5;1;59;6;13/11/2023 19:26
1044;407;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;19;3;13/11/2023 19:26
1045;316;1;1;1;0;1;1;1;;;;1;1;0;50;;;;;;;;;;;;;;2;31;4;13/11/2023 19:27
1046;441;0;1;1;1;1;1;1;;;1;;1;1;30;;;;;;;;;;;;;;2;40;4;13/11/2023 19:27
1047;530;;;;;;;;;;;;;;;1;1;1;1;1;1;1;5;0;5;2;;;1;30;5;13/11/2023 19:27
1048;1957;;;;;;;;;;;;;;;1;0;1;0;1;1;0;;;;;5;0;2;43;6;13/11/2023 19:27
1049;568;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;8;0;2;36;6;13/11/2023 19:27
1050;341;;;;;;;;;;;;;;;1;0;1;1;1;1;1;5;3;5;1;;;2;23;5;13/11/2023 19:27
1051;463;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;35;3;13/11/2023 19:27
1052;589;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;2;1;58;6;13/11/2023 19:27
1053;523;1;1;1;0;0;1;1;;;1;;1;1;24;;;;;;;;;;;;;;2;40;4;13/11/2023 19:27
1054;476;;;;;;;;;;;;;;;0;0;1;1;1;0;1;0;0;0;0;;;2;36;5;13/11/2023 19:27
1055;629;;;;;;;;;;;;;;;1;0;1;0;1;1;1;;;;;10;0;2;46;6;13/11/2023 19:27
1056;773;0;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;59;3;13/11/2023 19:27
1057;251;;;;;;;;;;;;;;;1;1;1;1;1;1;1;8;4;5;1;;;2;22;5;13/11/2023 19:27
1058;987;;;;;;;;;;;;;;;1;1;1;1;1;1;1;5;0;6;0;;;2;55;5;13/11/2023 19:28
1059;450;;;;;;;;;;;;;;;0;0;0;1;0;0;1;;;;;0;1;2;40;6;13/11/2023 19:28
1060;407;;;;;;;;;;;;;;;0;1;1;1;1;0;1;10;0;10;5;;;1;41;5;13/11/2023 19:28
1061;584;0;1;0;1;0;0;1;1;0;;1;;;50;;;;;;;;;;;;;;2;58;3;13/11/2023 19:28
1062;348;;;;;;;;;;;;;;;1;1;1;0;1;0;1;3;1;3;1;;;2;34;5;13/11/2023 19:28
1063;412;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;0;2;34;6;13/11/2023 19:28
1064;304;0;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;32;4;13/11/2023 19:28
1065;581;;;;;;;;;;;;;;;1;0;1;0;1;1;1;5;0;10;5;;;1;67;5;13/11/2023 19:28
1066;413;;;;;;;;;;;;;;;1;1;1;1;1;0;0;;;;;10;10;2;22;6;13/11/2023 19:28
1067;173;;;;;;;;;;;;;;;0;0;0;1;1;0;0;;;;;2;4;2;43;6;13/11/2023 19:28
1068;972;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;10;1;64;6;13/11/2023 19:28
1069;388;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;0;0;1;37;6;13/11/2023 19:28
1070;204;0;0;0;0;1;0;1;;;0;;1;1;48;;;;;;;;;;;;;;1;51;4;13/11/2023 19:28
1071;632;;;;;;;;;;;;;;;0;1;1;1;1;0;1;10;10;10;10;;;1;43;5;13/11/2023 19:28
1072;380;1;1;1;1;1;1;1;0;1;1;;;;75;;;;;;;;;;;;;;1;31;3;13/11/2023 19:28
1073;344;1;1;1;0;1;1;1;0;1;1;;;;50;;;;;;;;;;;;;;1;29;3;13/11/2023 19:28
1074;350;0;0;0;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;58;4;13/11/2023 19:28
1075;368;;;;;;;;;;;;;;;0;1;1;0;0;0;1;10;10;10;10;;;2;32;5;13/11/2023 19:28
1076;314;0;0;0;1;1;0;1;;;;1;0;0;50;;;;;;;;;;;;;;2;58;4;13/11/2023 19:28
1077;448;1;1;1;1;0;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;53;4;13/11/2023 19:29
1078;262;0;1;1;1;1;1;1;1;0;;0;;;0;;;;;;;;;;;;;;1;35;3;13/11/2023 19:29
1079;355;;;;;;;;;;;;;;;1;1;1;1;1;1;1;9;8;9;5;;;2;24;5;13/11/2023 19:29
1080;451;0;1;0;1;1;1;1;1;0;;1;;;100;;;;;;;;;;;;;;1;67;3;13/11/2023 19:29
1081;279;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;0;0;1;35;6;13/11/2023 19:29
1082;725;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;0;10;0;;;1;37;5;13/11/2023 19:29
1083;973;1;1;1;0;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;22;3;13/11/2023 19:29
1084;377;;;;;;;;;;;;;;;0;0;1;0;1;0;1;6;6;10;8;;;2;49;5;13/11/2023 19:29
1085;446;1;1;1;1;1;1;1;;;0;;1;1;50;;;;;;;;;;;;;;1;37;4;13/11/2023 19:29
1086;353;1;1;1;1;0;1;1;1;1;0;;;;0;;;;;;;;;;;;;;1;47;3;13/11/2023 19:29
1087;263;;;;;;;;;;;;;;;1;1;1;0;0;1;1;10;10;10;10;;;1;44;5;13/11/2023 19:29
1088;266;;;;;;;;;;;;;;;0;0;0;0;1;0;0;0;0;0;0;;;1;53;5;13/11/2023 19:29
1089;399;0;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;45;4;13/11/2023 19:29
1090;320;0;1;1;0;1;1;1;1;1;1;;;;40;;;;;;;;;;;;;;1;24;3;13/11/2023 19:29
1091;485;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;31;3;13/11/2023 19:29
1092;366;;;;;;;;;;;;;;;0;0;1;1;1;0;1;;;;;6;6;1;29;6;13/11/2023 19:29
1093;430;0;0;1;1;1;1;1;;;;0;1;0;0;;;;;;;;;;;;;;2;26;4;13/11/2023 19:29
1094;256;0;0;1;0;1;0;1;;;1;;1;1;55;;;;;;;;;;;;;;2;38;4;13/11/2023 19:29
1095;209;0;1;0;0;1;0;1;0;1;1;;;;42;;;;;;;;;;;;;;2;28;3;13/11/2023 19:29
1096;332;1;1;1;0;0;1;1;0;1;1;;;;50;;;;;;;;;;;;;;2;35;3;13/11/2023 19:29
1097;351;;;;;;;;;;;;;;;0;0;1;1;1;1;1;1;0;1;0;;;2;35;5;13/11/2023 19:29
1098;620;;;;;;;;;;;;;;;1;1;1;1;1;1;0;10;4;6;0;;;1;44;5;13/11/2023 19:29
1099;358;;;;;;;;;;;;;;;0;0;1;1;1;0;1;;;;;5;5;2;47;6;13/11/2023 19:29
1100;303;1;0;0;1;1;1;1;;;1;;0;1;50;;;;;;;;;;;;;;1;46;4;13/11/2023 19:29
1101;1137;;;;;;;;;;;;;;;1;1;1;0;1;1;1;;;;;3;8;2;23;6;13/11/2023 19:29
1102;257;1;0;0;0;0;1;1;;;1;;0;1;40;;;;;;;;;;;;;;2;31;4;13/11/2023 19:29
1103;587;1;0;1;1;0;0;1;0;1;1;;;;34;;;;;;;;;;;;;;1;37;3;13/11/2023 19:30
1104;332;;;;;;;;;;;;;;;0;1;1;1;1;1;1;4;0;2;0;;;1;18;5;13/11/2023 19:30
