PID;Duration;A1comp1;A1comp2;A1comp3;A1comp4;A2comp1;A2comp2;A2comp3;A2comp4OB;checkObs;calcPun;uncalcPun;A2comp4HID;checkHid;return;G1Bcomp1;G1Bcomp2;G1Bcomp3;G1Bcomp4;G2Bcomp1;G2Bcomp2;G2Bcomp3;punUncalc;noUncalc;punCalc;noCalc;punHid;noPunHid;gender;age;Condition;RecordedDate
233;234;;;;;;;;;;;;;;;0;0;1;0;1;0;1;;;;;0;0;2;25;6;15/11/2023 10:16
234;436;1;1;1;1;1;1;1;;;0;;1;1;10;;;;;;;;;;;;;;2;29;4;15/11/2023 10:16
235;535;;;;;;;;;;;;;;;1;1;1;1;1;1;1;0;10;0;0;;;1;40;5;15/11/2023 10:16
236;857;;;;;;;;;;;;;;;0;1;1;0;1;1;1;;;;;10;10;1;32;6;15/11/2023 10:16
237;273;;;;;;;;;;;;;;;0;0;1;1;0;1;0;;;;;4;10;2;27;6;15/11/2023 10:16
238;376;;;;;;;;;;;;;;;1;1;1;1;1;1;1;6;5;2;2;;;1;59;5;15/11/2023 10:16
239;432;1;0;1;1;1;1;1;1;1;0;;;;40;;;;;;;;;;;;;;1;65;3;15/11/2023 10:17
240;452;0;0;0;1;1;1;0;;;1;;0;1;50;;;;;;;;;;;;;;1;53;4;15/11/2023 10:17
241;811;;;;;;;;;;;;;;;0;1;1;1;1;0;1;;;;;10;10;1;39;6;15/11/2023 10:17
242;457;1;1;1;0;0;0;1;1;0;;0;;;0;;;;;;;;;;;;;;1;38;3;15/11/2023 10:17
243;327;1;1;1;1;1;1;1;1;0;;0;;;0;;;;;;;;;;;;;;1;26;3;15/11/2023 10:17
244;383;1;1;1;1;1;1;1;;;0;;1;1;0;;;;;;;;;;;;;;2;45;4;15/11/2023 10:17
245;446;;;;;;;;;;;;;;;0;1;1;1;1;1;1;8;0;10;4;;;2;45;5;15/11/2023 10:17
246;311;1;1;1;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;2;49;3;15/11/2023 10:17
247;288;0;1;1;0;1;1;1;1;0;;0;;;80;;;;;;;;;;;;;;1;33;3;15/11/2023 10:17
248;224;1;1;0;0;0;1;1;;;0;;1;1;50;;;;;;;;;;;;;;1;41;4;15/11/2023 10:17
249;738;1;1;1;1;1;0;1;1;1;1;;;;49;;;;;;;;;;;;;;1;41;3;15/11/2023 10:17
250;240;;;;;;;;;;;;;;;1;1;1;1;0;1;1;;;;;10;2;1;33;6;15/11/2023 10:17
251;1563;;;;;;;;;;;;;;;1;1;1;1;0;1;1;0;8;0;7;;;1;44;5;15/11/2023 10:17
252;288;;;;;;;;;;;;;;;0;1;1;1;1;1;1;5;5;2;8;;;1;34;5;15/11/2023 10:18
253;693;;;;;;;;;;;;;;;0;0;1;0;1;1;1;5;8;4;8;;;1;60;5;15/11/2023 10:18
254;391;0;0;1;0;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;31;4;15/11/2023 10:18
255;278;;;;;;;;;;;;;;;1;0;1;0;1;1;1;6;5;5;5;;;3;51;5;15/11/2023 10:18
256;468;;;;;;;;;;;;;;;0;0;1;0;1;1;1;;;;;5;5;2;40;6;15/11/2023 10:18
257;642;1;1;1;1;1;0;1;1;0;;0;;;100;;;;;;;;;;;;;;1;56;3;15/11/2023 10:18
258;306;1;1;1;1;0;1;1;;;;1;1;0;50;;;;;;;;;;;;;;1;32;4;15/11/2023 10:18
259;309;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;6;5;2;47;6;15/11/2023 10:18
260;436;0;1;1;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;1;38;3;15/11/2023 10:18
261;482;0;0;0;1;1;0;1;;;0;;1;1;50;;;;;;;;;;;;;;2;50;4;15/11/2023 10:18
262;345;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;10;10;10;;;1;42;5;15/11/2023 10:19
263;385;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;10;2;31;6;15/11/2023 10:19
264;395;1;0;1;0;1;1;1;;;0;;1;1;0;;;;;;;;;;;;;;1;31;4;15/11/2023 10:19
265;471;1;0;0;1;1;0;1;1;0;;0;;;40;;;;;;;;;;;;;;2;32;3;15/11/2023 10:19
266;315;;;;;;;;;;;;;;;1;0;1;1;1;1;1;0;10;0;10;;;1;59;5;15/11/2023 10:19
267;319;;;;;;;;;;;;;;;0;0;1;1;0;0;1;;;;;2;2;2;33;6;15/11/2023 10:19
268;466;0;1;1;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;2;54;3;15/11/2023 10:19
269;1074;1;1;1;0;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;55;4;15/11/2023 10:20
270;355;1;1;1;1;1;1;0;0;1;0;;;;0;;;;;;;;;;;;;;2;52;3;15/11/2023 10:20
271;724;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;49;4;15/11/2023 10:20
272;90;0;1;1;0;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;32;3;15/11/2023 10:20
273;329;;;;;;;;;;;;;;;0;0;1;0;1;1;1;;;;;6;10;1;40;6;15/11/2023 10:20
274;247;1;1;1;0;1;1;1;1;0;;0;;;50;;;;;;;;;;;;;;1;48;3;15/11/2023 10:20
275;405;0;0;1;0;1;1;1;;;;0;1;0;29;;;;;;;;;;;;;;2;70;4;15/11/2023 10:20
276;315;0;1;1;1;1;1;1;;;0;;1;1;10;;;;;;;;;;;;;;1;20;4;15/11/2023 10:20
277;587;;;;;;;;;;;;;;;1;1;1;1;1;1;1;0;10;0;0;;;1;45;5;15/11/2023 10:20
278;409;;;;;;;;;;;;;;;1;1;1;0;0;0;1;8;8;6;4;;;1;53;5;15/11/2023 10:20
279;321;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;5;10;1;40;6;15/11/2023 10:20
280;243;;;;;;;;;;;;;;;0;1;1;1;0;0;1;;;;;5;6;1;43;6;15/11/2023 10:20
281;262;0;1;1;1;1;1;1;;;;0;1;0;0;;;;;;;;;;;;;;2;50;4;15/11/2023 10:20
282;403;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;5;10;2;51;6;15/11/2023 10:20
283;401;1;1;1;1;1;1;1;0;0;;0;;;50;;;;;;;;;;;;;;1;22;3;15/11/2023 10:20
284;404;;;;;;;;;;;;;;;0;0;1;1;1;1;1;10;10;10;10;;;1;33;5;15/11/2023 10:21
285;718;;;;;;;;;;;;;;;1;0;1;1;0;0;1;0;4;1;2;;;2;47;5;15/11/2023 10:21
286;448;1;1;1;1;1;1;1;;;0;;1;1;50;;;;;;;;;;;;;;2;38;4;15/11/2023 10:21
287;311;;;;;;;;;;;;;;;0;0;1;1;1;1;1;4;10;4;5;;;2;46;5;15/11/2023 10:21
288;347;0;1;1;0;1;1;1;;;;0;1;0;100;;;;;;;;;;;;;;1;48;4;15/11/2023 10:21
289;365;;;;;;;;;;;;;;;0;1;1;1;1;0;1;0;0;4;5;;;1;37;5;15/11/2023 10:21
290;453;1;1;1;1;0;1;1;0;1;1;;;;0;;;;;;;;;;;;;;2;28;3;15/11/2023 10:21
291;340;0;1;1;1;1;1;1;1;1;1;;;;40;;;;;;;;;;;;;;1;50;3;15/11/2023 10:21
292;501;1;1;1;1;1;1;1;1;0;;0;;;0;;;;;;;;;;;;;;1;41;3;15/11/2023 10:21
293;501;1;1;1;1;1;1;1;;;;0;1;0;50;;;;;;;;;;;;;;2;44;4;15/11/2023 10:21
294;555;;;;;;;;;;;;;;;1;0;1;0;1;0;1;2;4;3;2;;;2;38;5;15/11/2023 10:21
295;421;1;0;1;1;1;0;1;;;1;;1;1;10;;;;;;;;;;;;;;2;60;4;15/11/2023 10:21
296;297;1;1;1;1;1;1;1;1;0;;0;;;50;;;;;;;;;;;;;;2;34;3;15/11/2023 10:21
297;296;1;1;1;0;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;52;3;15/11/2023 10:21
298;385;1;0;1;1;1;1;1;;;;0;1;0;9;;;;;;;;;;;;;;1;71;4;15/11/2023 10:21
299;478;;;;;;;;;;;;;;;1;1;1;1;1;1;1;0;3;0;3;;;2;30;5;15/11/2023 10:21
300;306;0;1;1;0;1;1;1;;;0;;1;1;50;;;;;;;;;;;;;;1;40;4;15/11/2023 10:21
301;559;0;0;1;1;1;0;1;1;1;1;;;;50;;;;;;;;;;;;;;2;53;3;15/11/2023 10:21
302;585;0;0;1;1;1;1;0;0;1;0;;;;100;;;;;;;;;;;;;;1;43;3;15/11/2023 10:22
303;343;1;1;1;0;1;1;1;;;0;;1;1;0;;;;;;;;;;;;;;1;30;4;15/11/2023 10:22
304;411;1;0;1;1;1;1;0;1;0;;0;;;50;;;;;;;;;;;;;;2;32;3;15/11/2023 10:22
305;369;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;5;10;1;61;6;15/11/2023 10:22
306;559;;;;;;;;;;;;;;;0;1;0;0;1;0;1;;;;;5;5;2;57;6;15/11/2023 10:22
307;344;;;;;;;;;;;;;;;0;1;1;1;1;0;0;4;3;4;3;;;1;68;5;15/11/2023 10:22
308;437;0;1;1;1;1;0;1;;;0;;1;1;50;;;;;;;;;;;;;;1;29;4;15/11/2023 10:22
309;579;1;1;1;1;1;0;1;;;0;;1;1;0;;;;;;;;;;;;;;1;36;4;15/11/2023 10:22
310;309;1;1;1;1;1;1;0;0;1;1;;;;0;;;;;;;;;;;;;;1;25;3;15/11/2023 10:22
311;677;;;;;;;;;;;;;;;1;0;1;0;1;0;1;;;;;4;1;2;42;6;15/11/2023 10:22
312;265;0;0;1;1;1;1;1;;;0;;1;1;50;;;;;;;;;;;;;;2;34;4;15/11/2023 10:22
313;416;;;;;;;;;;;;;;;1;1;1;0;1;0;1;0;4;0;2;;;2;57;5;15/11/2023 10:22
314;387;1;1;1;1;1;1;1;1;0;;0;;;50;;;;;;;;;;;;;;2;30;3;15/11/2023 10:22
315;378;;;;;;;;;;;;;;;1;1;1;1;1;1;0;;;;;10;10;1;33;6;15/11/2023 10:22
316;540;1;1;1;1;1;1;1;;;;0;1;0;50;;;;;;;;;;;;;;1;52;4;15/11/2023 10:22
317;731;;;;;;;;;;;;;;;1;0;1;0;1;0;1;;;;;1;5;2;36;6;15/11/2023 10:22
318;283;1;1;1;1;1;1;0;1;0;;0;;;0;;;;;;;;;;;;;;2;45;3;15/11/2023 10:22
319;486;1;1;1;1;1;1;1;;;0;;1;1;0;;;;;;;;;;;;;;1;55;4;15/11/2023 10:22
320;442;;;;;;;;;;;;;;;1;0;1;1;0;0;0;;;;;6;10;2;24;6;15/11/2023 10:22
321;326;;;;;;;;;;;;;;;1;0;1;0;1;0;1;0;0;0;0;;;1;27;5;15/11/2023 10:23
322;422;0;0;0;0;1;0;1;;;1;;0;1;5;;;;;;;;;;;;;;2;37;4;15/11/2023 10:23
323;392;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;6;6;2;33;6;15/11/2023 10:23
324;405;1;0;1;0;1;0;1;;;;0;0;0;50;;;;;;;;;;;;;;1;62;4;15/11/2023 10:23
325;272;;;;;;;;;;;;;;;1;0;1;1;1;1;1;;;;;1;3;2;30;6;15/11/2023 10:23
326;578;;;;;;;;;;;;;;;0;0;1;0;1;1;0;6;6;10;10;;;1;54;5;15/11/2023 10:23
327;573;1;1;0;1;1;1;1;1;1;0;;;;50;;;;;;;;;;;;;;2;45;3;15/11/2023 10:23
328;457;;;;;;;;;;;;;;;0;0;1;1;1;1;1;4;8;0;6;;;1;19;5;15/11/2023 10:23
329;270;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;6;1;30;6;15/11/2023 10:23
330;381;1;1;0;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;50;4;15/11/2023 10:23
331;297;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;0;10;1;50;6;15/11/2023 10:24
332;422;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;4;10;2;29;6;15/11/2023 10:24
333;496;1;1;1;0;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;2;35;3;15/11/2023 10:24
334;291;;;;;;;;;;;;;;;0;1;1;1;1;0;1;;;;;0;0;1;32;6;15/11/2023 10:24
335;554;1;1;1;1;1;0;1;1;0;;1;;;50;;;;;;;;;;;;;;1;67;3;15/11/2023 10:24
336;511;;;;;;;;;;;;;;;0;0;1;1;1;1;1;;;;;0;10;2;35;6;15/11/2023 10:24
337;347;;;;;;;;;;;;;;;1;0;1;1;1;0;1;4;0;0;0;;;2;35;5;15/11/2023 10:24
338;361;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;5;5;2;35;6;15/11/2023 10:24
339;369;;;;;;;;;;;;;;;0;1;1;1;1;1;1;8;4;10;4;;;1;46;5;15/11/2023 10:24
340;401;;;;;;;;;;;;;;;0;1;1;1;1;1;1;10;10;10;10;;;1;33;5;15/11/2023 10:24
341;260;;;;;;;;;;;;;;;0;0;1;0;1;0;1;5;5;5;5;;;1;36;5;15/11/2023 10:24
342;553;;;;;;;;;;;;;;;0;1;1;1;1;0;1;5;5;5;5;;;1;41;5;15/11/2023 10:24
343;408;0;0;1;0;0;1;1;1;1;1;;;;1;;;;;;;;;;;;;;1;50;3;15/11/2023 10:24
344;679;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;5;5;5;;;2;59;5;15/11/2023 10:24
345;239;1;1;1;1;1;1;1;;;0;;1;1;38;;;;;;;;;;;;;;1;39;4;15/11/2023 10:25
346;313;0;1;0;1;1;1;1;;;0;;1;1;50;;;;;;;;;;;;;;1;41;4;15/11/2023 10:25
347;387;0;1;1;1;1;1;1;1;0;;0;;;10;;;;;;;;;;;;;;1;26;3;15/11/2023 10:25
348;335;;;;;;;;;;;;;;;0;0;1;1;1;0;1;;;;;2;2;2;28;6;15/11/2023 10:25
349;303;1;1;1;1;1;1;1;1;1;0;;;;43;;;;;;;;;;;;;;2;39;3;15/11/2023 10:25
350;290;0;0;0;0;1;0;0;1;1;1;;;;100;;;;;;;;;;;;;;1;56;3;15/11/2023 10:25
351;504;1;1;1;1;1;1;1;1;0;;0;;;0;;;;;;;;;;;;;;2;30;3;15/11/2023 10:25
352;604;0;0;1;1;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;2;37;4;15/11/2023 10:25
353;967;;;;;;;;;;;;;;;1;0;1;0;1;0;1;10;10;10;10;;;1;27;5;15/11/2023 10:25
354;1169;;;;;;;;;;;;;;;0;0;0;0;1;0;1;;;;;2;5;2;39;6;15/11/2023 10:25
355;538;;;;;;;;;;;;;;;1;1;1;1;1;0;1;0;10;0;5;;;2;26;5;15/11/2023 10:25
356;301;;;;;;;;;;;;;;;0;0;1;1;1;1;0;10;10;2;10;;;1;19;5;15/11/2023 10:25
357;377;0;1;1;1;1;1;1;;;;0;1;0;50;;;;;;;;;;;;;;2;34;4;15/11/2023 10:25
358;287;;;;;;;;;;;;;;;1;0;1;1;0;0;1;4;6;4;2;;;2;36;5;15/11/2023 10:26
359;409;1;1;1;1;0;1;1;;;;0;1;0;0;;;;;;;;;;;;;;1;26;4;15/11/2023 10:26
360;522;1;1;1;0;1;1;1;1;0;;0;;;0;;;;;;;;;;;;;;2;40;3;15/11/2023 10:26
361;248;0;1;1;1;0;0;1;1;1;1;;;;50;;;;;;;;;;;;;;1;30;3;15/11/2023 10:26
362;456;0;0;1;1;1;1;1;;;;0;1;0;35;;;;;;;;;;;;;;2;39;4;15/11/2023 10:26
363;668;0;0;1;1;1;0;1;1;1;0;;;;20;;;;;;;;;;;;;;2;52;3;15/11/2023 10:26
364;446;1;1;1;1;1;1;1;1;0;;0;;;50;;;;;;;;;;;;;;1;52;3;15/11/2023 10:26
365;384;;;;;;;;;;;;;;;0;1;1;1;1;0;0;;;;;10;10;2;42;6;15/11/2023 10:26
366;410;1;1;1;1;1;1;1;;;0;;1;1;50;;;;;;;;;;;;;;1;32;4;15/11/2023 10:26
367;743;;;;;;;;;;;;;;;0;1;1;1;1;0;0;0;10;0;10;;;1;41;5;15/11/2023 10:26
368;489;;;;;;;;;;;;;;;1;0;1;1;1;0;1;;;;;5;0;2;46;6;15/11/2023 10:26
369;379;1;1;1;1;1;1;1;;;;1;1;0;50;;;;;;;;;;;;;;1;25;4;15/11/2023 10:26
370;294;0;1;1;1;0;1;1;1;1;0;;;;80;;;;;;;;;;;;;;2;24;3;15/11/2023 10:26
371;349;1;1;1;1;1;1;1;1;0;;0;;;50;;;;;;;;;;;;;;2;23;3;15/11/2023 10:26
372;346;1;1;1;0;1;1;1;;;;0;1;0;50;;;;;;;;;;;;;;1;33;4;15/11/2023 10:26
373;342;;;;;;;;;;;;;;;0;0;0;0;1;1;0;2;1;1;3;;;2;22;5;15/11/2023 10:27
374;487;0;1;0;0;1;1;1;1;0;;1;;;5;;;;;;;;;;;;;;1;32;3;15/11/2023 10:27
375;425;;;;;;;;;;;;;;;0;1;1;0;1;1;1;;;;;0;10;2;34;6;15/11/2023 10:27
376;396;0;1;1;0;1;1;0;;;0;;0;1;0;;;;;;;;;;;;;;1;56;4;15/11/2023 10:27
377;411;1;1;1;1;0;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;30;4;15/11/2023 10:27
378;195;1;1;0;0;0;0;1;;;;0;0;0;50;;;;;;;;;;;;;;2;45;4;15/11/2023 10:27
379;361;;;;;;;;;;;;;;;0;1;0;1;1;1;1;10;10;10;10;;;2;38;5;15/11/2023 10:27
380;413;0;0;1;1;1;0;1;1;0;;0;;;50;;;;;;;;;;;;;;2;34;3;15/11/2023 10:27
381;553;1;1;1;0;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;4;45;3;15/11/2023 10:27
382;324;0;0;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;34;3;15/11/2023 10:27
383;359;;;;;;;;;;;;;;;0;0;1;0;0;0;0;2;10;5;10;;;2;26;5;15/11/2023 10:27
384;370;0;1;1;1;1;0;1;;;;0;1;0;30;;;;;;;;;;;;;;2;36;4;15/11/2023 10:27
385;346;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;5;8;1;39;6;15/11/2023 10:27
386;557;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;0;1;46;6;15/11/2023 10:27
387;446;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;48;4;15/11/2023 10:27
388;640;1;1;1;0;0;1;1;;;;0;1;0;100;;;;;;;;;;;;;;1;26;4;15/11/2023 10:28
389;493;;;;;;;;;;;;;;;0;0;1;1;0;1;0;;;;;10;10;2;39;6;15/11/2023 10:28
390;430;0;0;1;1;0;0;1;1;1;1;;;;20;;;;;;;;;;;;;;2;37;3;15/11/2023 10:28
391;415;0;1;1;0;0;1;1;;;;0;1;0;0;;;;;;;;;;;;;;1;31;4;15/11/2023 10:28
392;473;0;1;1;1;1;0;1;1;1;1;;;;50;;;;;;;;;;;;;;1;47;3;15/11/2023 10:28
393;484;;;;;;;;;;;;;;;1;0;0;1;0;1;1;10;10;10;10;;;1;32;5;15/11/2023 10:28
394;341;0;0;0;0;0;0;1;1;1;1;;;;0;;;;;;;;;;;;;;1;33;3;15/11/2023 10:28
395;661;0;0;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;32;4;15/11/2023 10:28
396;518;;;;;;;;;;;;;;;1;0;1;0;0;1;0;;;;;5;5;2;71;6;15/11/2023 10:28
397;333;;;;;;;;;;;;;;;1;1;0;1;1;0;1;;;;;0;10;1;52;6;15/11/2023 10:28
398;241;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;33;3;15/11/2023 10:29
399;728;;;;;;;;;;;;;;;0;0;1;0;0;1;1;;;;;10;10;1;36;6;15/11/2023 10:29
400;584;0;1;1;0;1;1;1;0;1;1;;;;30;;;;;;;;;;;;;;2;36;3;15/11/2023 10:29
401;411;0;0;0;0;1;1;1;;;;0;1;0;28;;;;;;;;;;;;;;2;32;4;15/11/2023 10:29
402;602;;;;;;;;;;;;;;;1;0;1;1;0;1;1;0;2;0;4;;;1;29;5;15/11/2023 10:29
403;369;;;;;;;;;;;;;;;1;1;1;1;1;0;1;2;10;6;8;;;1;40;5;15/11/2023 10:29
404;324;;;;;;;;;;;;;;;1;1;1;1;0;1;1;;;;;10;10;1;31;6;15/11/2023 10:29
405;265;;;;;;;;;;;;;;;0;0;1;1;1;0;1;;;;;10;0;2;30;6;15/11/2023 10:29
406;275;;;;;;;;;;;;;;;1;0;1;1;1;1;1;10;10;10;10;;;1;26;5;15/11/2023 10:29
407;691;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;10;10;1;53;6;15/11/2023 10:29
408;351;;;;;;;;;;;;;;;0;0;0;1;1;0;1;4;4;4;4;;;2;56;5;15/11/2023 10:29
409;586;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;6;4;2;25;6;15/11/2023 10:30
410;314;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;0;0;2;38;6;15/11/2023 10:30
411;1002;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;5;8;1;53;6;15/11/2023 10:30
412;438;;;;;;;;;;;;;;;0;1;1;1;1;1;1;10;0;10;0;;;1;28;5;15/11/2023 10:30
413;335;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;4;5;1;37;6;15/11/2023 10:30
414;713;;;;;;;;;;;;;;;0;0;1;1;0;1;0;;;;;10;10;1;59;6;15/11/2023 10:30
415;325;1;1;1;0;1;0;1;;;0;;1;1;50;;;;;;;;;;;;;;2;50;4;15/11/2023 10:30
416;788;;;;;;;;;;;;;;;0;0;1;1;1;1;1;8;10;10;10;;;1;66;5;15/11/2023 10:30
417;182;0;1;1;0;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;48;4;15/11/2023 10:30
418;197;;;;;;;;;;;;;;;1;0;1;0;0;0;1;;;;;0;0;2;22;6;15/11/2023 10:31
419;458;1;1;1;0;1;1;1;;;;0;1;0;50;;;;;;;;;;;;;;1;70;4;15/11/2023 10:31
420;381;1;1;1;1;1;1;1;;;0;;1;1;50;;;;;;;;;;;;;;2;27;4;15/11/2023 10:31
421;584;;;;;;;;;;;;;;;0;1;0;1;1;1;1;2;8;2;6;;;1;50;5;15/11/2023 10:31
422;306;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;0;5;2;34;6;15/11/2023 10:31
423;365;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;64;3;15/11/2023 10:31
424;286;1;1;0;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;43;4;15/11/2023 10:31
425;520;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;35;3;15/11/2023 10:31
426;516;;;;;;;;;;;;;;;1;1;0;1;1;1;1;0;1;0;0;;;2;61;5;15/11/2023 10:31
427;256;;;;;;;;;;;;;;;0;1;0;1;0;0;1;3;3;4;2;;;1;51;5;15/11/2023 10:31
428;307;0;0;1;1;1;0;1;1;0;;0;;;50;;;;;;;;;;;;;;2;24;3;15/11/2023 10:31
429;508;0;0;1;1;1;0;1;1;1;1;;;;50;;;;;;;;;;;;;;1;41;3;15/11/2023 10:31
430;742;;;;;;;;;;;;;;;1;0;1;0;1;1;0;0;5;0;5;;;1;28;5;15/11/2023 10:31
431;488;;;;;;;;;;;;;;;1;1;1;1;1;1;0;10;0;7;0;;;2;37;5;15/11/2023 10:31
432;764;0;0;1;1;1;0;1;;;;0;0;0;50;;;;;;;;;;;;;;2;44;4;15/11/2023 10:31
433;223;;;;;;;;;;;;;;;0;0;1;1;1;1;1;;;;;0;2;2;52;6;15/11/2023 10:32
434;464;;;;;;;;;;;;;;;1;1;1;0;0;0;1;;;;;3;5;1;51;6;15/11/2023 10:32
435;947;;;;;;;;;;;;;;;0;1;1;1;1;0;0;;;;;10;0;1;59;6;15/11/2023 10:32
436;356;;;;;;;;;;;;;;;0;0;1;1;1;1;1;5;8;6;10;;;1;60;5;15/11/2023 10:32
437;873;;;;;;;;;;;;;;;0;1;1;0;0;1;1;;;;;4;5;2;41;6;15/11/2023 10:32
438;1083;;;;;;;;;;;;;;;0;0;1;1;1;1;0;3;10;4;10;;;1;46;5;15/11/2023 10:32
439;405;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;6;0;1;35;6;15/11/2023 10:32
440;424;1;1;1;0;1;1;1;1;0;;0;;;10;;;;;;;;;;;;;;2;36;3;15/11/2023 10:32
441;222;1;1;1;1;1;1;1;1;1;0;;;;50;;;;;;;;;;;;;;2;23;3;15/11/2023 10:32
442;376;;;;;;;;;;;;;;;1;0;1;1;1;1;0;;;;;0;8;2;56;6;15/11/2023 10:32
443;471;0;1;1;0;1;1;1;;;;0;1;0;60;;;;;;;;;;;;;;2;38;4;15/11/2023 10:32
444;955;0;1;1;1;0;0;0;1;1;0;;;;50;;;;;;;;;;;;;;2;42;3;15/11/2023 10:32
445;494;;;;;;;;;;;;;;;0;0;1;1;1;0;1;0;10;0;10;;;1;32;5;15/11/2023 10:33
446;451;0;0;1;0;0;1;1;;;0;;1;1;50;;;;;;;;;;;;;;2;42;4;15/11/2023 10:33
447;562;;;;;;;;;;;;;;;1;0;1;0;1;1;1;;;;;0;0;1;55;6;15/11/2023 10:33
448;928;1;0;1;0;1;1;1;1;0;;0;;;50;;;;;;;;;;;;;;2;34;3;15/11/2023 10:33
449;333;0;1;1;1;1;0;1;;;0;;1;1;50;;;;;;;;;;;;;;2;37;4;15/11/2023 10:33
450;506;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;10;0;0;;;1;29;5;15/11/2023 10:33
451;380;;;;;;;;;;;;;;;1;1;1;0;1;0;1;;;;;10;10;1;61;6;15/11/2023 10:33
452;469;1;0;1;1;1;1;1;;;1;;1;1;25;;;;;;;;;;;;;;1;35;4;15/11/2023 10:33
453;631;;;;;;;;;;;;;;;0;0;1;1;1;0;0;3;3;0;10;;;2;29;5;15/11/2023 10:33
454;806;;;;;;;;;;;;;;;0;0;1;0;1;1;0;0;10;0;5;;;2;58;5;15/11/2023 10:34
455;520;1;1;1;0;1;0;1;;;;0;1;0;50;;;;;;;;;;;;;;2;33;4;15/11/2023 10:34
456;375;0;1;1;1;1;1;1;0;1;0;;;;50;;;;;;;;;;;;;;1;43;3;15/11/2023 10:34
457;721;1;0;1;1;1;1;1;1;0;;0;;;50;;;;;;;;;;;;;;2;38;3;15/11/2023 10:34
458;1734;1;1;0;0;1;0;1;1;0;;0;;;100;;;;;;;;;;;;;;1;45;3;15/11/2023 10:34
459;429;1;1;1;1;1;0;1;;;;0;1;0;40;;;;;;;;;;;;;;2;22;4;15/11/2023 10:34
460;402;1;1;1;0;1;1;1;;;0;;1;1;50;;;;;;;;;;;;;;1;46;4;15/11/2023 10:35
461;304;0;0;1;0;1;0;1;;;;0;0;0;100;;;;;;;;;;;;;;1;35;4;15/11/2023 10:35
462;286;1;1;1;0;0;1;1;;;1;;1;1;40;;;;;;;;;;;;;;2;61;4;15/11/2023 10:35
463;1718;;;;;;;;;;;;;;;1;1;1;0;1;1;1;8;5;8;8;;;1;42;5;15/11/2023 10:35
464;536;1;1;1;1;1;1;1;1;1;0;;;;30;;;;;;;;;;;;;;1;47;3;15/11/2023 10:35
465;507;;;;;;;;;;;;;;;0;0;1;1;1;0;1;;;;;0;0;2;55;6;15/11/2023 10:35
466;657;;;;;;;;;;;;;;;0;0;1;0;0;1;1;2;5;2;5;;;1;36;5;15/11/2023 10:35
467;810;;;;;;;;;;;;;;;0;0;1;1;1;1;1;0;4;2;6;;;1;32;5;15/11/2023 10:35
