PID;Duration;A1comp1;A1comp2;A1comp3;A1comp4;A2comp1;A2comp2;A2comp3;A2comp4OB;checkObs;calcPun;uncalcPun;A2comp4HID;checkHid;return;G1Bcomp1;G1Bcomp2;G1Bcomp3;G1Bcomp4;G2Bcomp1;G2Bcomp2;G2Bcomp3;punUncalc;noUncalc;punCalc;noCalc;punHid;noPunHid;gender;age;Condition;RecordedDate
661;429;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;0;10;0;;;2;78;5;15/11/2023 10:56
662;407;0;1;0;0;1;1;1;1;1;0;;;;50;;;;;;;;;;;;;;1;38;3;15/11/2023 10:56
663;394;1;1;1;1;0;1;0;1;0;;0;;;0;;;;;;;;;;;;;;2;29;3;15/11/2023 10:57
664;697;0;0;1;1;1;0;1;1;1;0;;;;50;;;;;;;;;;;;;;2;77;3;15/11/2023 10:57
665;433;;;;;;;;;;;;;;;1;1;1;1;1;0;1;6;3;5;2;;;2;41;5;15/11/2023 10:57
666;285;0;0;1;0;1;0;1;;;;0;1;0;50;;;;;;;;;;;;;;2;62;4;15/11/2023 10:57
667;987;0;1;1;1;1;0;1;;;0;;1;1;50;;;;;;;;;;;;;;1;31;4;15/11/2023 10:58
668;246;1;1;1;1;1;1;1;;;;0;1;0;50;;;;;;;;;;;;;;1;34;4;15/11/2023 10:58
669;653;;;;;;;;;;;;;;;1;1;1;0;0;0;1;;;;;2;2;2;35;6;15/11/2023 10:58
670;251;;;;;;;;;;;;;;;0;1;0;0;1;0;0;4;4;4;4;;;2;26;5;15/11/2023 10:58
671;413;1;1;1;1;1;1;1;;;1;;1;1;33;;;;;;;;;;;;;;1;39;4;15/11/2023 10:58
672;163;;;;;;;;;;;;;;;1;1;0;0;1;0;0;2;4;2;2;;;2;32;5;15/11/2023 10:58
673;423;;;;;;;;;;;;;;;1;1;1;1;1;0;1;0;10;4;5;;;1;48;5;15/11/2023 10:58
674;306;;;;;;;;;;;;;;;0;0;1;1;1;0;1;5;5;3;5;;;2;22;5;15/11/2023 10:58
675;261;;;;;;;;;;;;;;;1;1;0;0;1;0;1;;;;;4;2;1;28;6;15/11/2023 10:59
676;247;0;1;0;1;1;1;1;1;1;1;;;;39;;;;;;;;;;;;;;2;25;3;15/11/2023 10:59
677;636;1;0;1;0;0;1;1;0;0;;0;;;50;;;;;;;;;;;;;;1;63;3;15/11/2023 10:59
678;255;0;0;0;1;0;0;1;;;;1;0;0;20;;;;;;;;;;;;;;2;28;4;15/11/2023 10:59
679;653;;;;;;;;;;;;;;;1;1;1;1;1;1;0;;;;;6;0;1;28;6;15/11/2023 10:59
680;391;;;;;;;;;;;;;;;1;1;1;0;1;1;1;;;;;4;2;2;54;6;15/11/2023 10:59
681;291;1;1;1;1;1;1;1;1;0;;0;;;50;;;;;;;;;;;;;;2;28;3;15/11/2023 11:00
682;419;1;1;1;0;0;1;1;1;0;;0;;;50;;;;;;;;;;;;;;2;48;3;15/11/2023 11:00
683;451;1;0;0;1;1;1;1;;;0;;1;1;33;;;;;;;;;;;;;;2;34;4;15/11/2023 11:01
684;436;0;1;1;0;1;0;1;0;1;0;;;;20;;;;;;;;;;;;;;2;24;3;15/11/2023 11:01
685;300;1;0;1;1;0;1;1;1;0;;0;;;0;;;;;;;;;;;;;;2;25;3;15/11/2023 11:01
686;503;;;;;;;;;;;;;;;1;1;1;1;1;1;1;5;10;5;5;;;2;32;5;15/11/2023 11:01
687;316;0;0;1;0;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;29;4;15/11/2023 11:01
688;1131;;;;;;;;;;;;;;;1;0;1;1;1;0;1;;;;;0;6;2;53;6;15/11/2023 11:01
689;491;0;1;1;0;0;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;33;4;15/11/2023 11:02
690;443;;;;;;;;;;;;;;;1;1;1;1;1;1;1;6;6;2;4;;;2;40;5;15/11/2023 11:02
691;641;;;;;;;;;;;;;;;1;1;1;1;1;1;0;8;10;4;4;;;2;35;5;15/11/2023 11:02
692;743;0;0;1;1;0;1;1;;;;0;1;0;0;;;;;;;;;;;;;;2;68;4;15/11/2023 11:02
693;538;;;;;;;;;;;;;;;0;1;1;1;1;1;1;1;6;4;2;;;2;20;5;15/11/2023 11:02
694;382;1;1;1;1;1;1;1;;;0;;1;1;50;;;;;;;;;;;;;;1;25;4;15/11/2023 11:02
695;544;;;;;;;;;;;;;;;1;1;1;1;0;1;1;;;;;5;0;2;30;6;15/11/2023 11:02
696;505;1;1;1;1;1;0;1;1;1;0;;;;40;;;;;;;;;;;;;;1;55;3;15/11/2023 11:02
697;405;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;0;1;42;6;15/11/2023 11:03
698;470;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;46;3;15/11/2023 11:03
699;778;1;0;1;0;0;1;1;1;1;1;;;;39;;;;;;;;;;;;;;2;41;3;15/11/2023 11:03
700;415;;;;;;;;;;;;;;;0;0;1;1;0;1;1;;;;;0;2;1;55;6;15/11/2023 11:04
701;673;;;;;;;;;;;;;;;0;0;1;0;1;1;1;10;10;10;10;;;1;19;5;15/11/2023 11:04
702;461;;;;;;;;;;;;;;;0;0;0;0;1;0;1;;;;;0;5;2;45;6;15/11/2023 11:04
703;342;;;;;;;;;;;;;;;1;1;0;1;1;1;1;10;10;10;10;;;2;33;5;15/11/2023 11:04
704;382;0;1;1;1;1;1;1;;;0;;1;1;0;;;;;;;;;;;;;;2;59;4;15/11/2023 11:04
705;563;;;;;;;;;;;;;;;1;0;1;0;1;1;1;1;0;2;2;;;2;59;5;15/11/2023 11:04
706;540;;;;;;;;;;;;;;;1;1;1;1;0;0;1;;;;;5;10;1;53;6;15/11/2023 11:04
707;462;;;;;;;;;;;;;;;0;1;1;1;1;1;0;;;;;5;5;1;70;6;15/11/2023 11:05
708;373;1;1;1;0;1;1;1;1;0;;0;;;50;;;;;;;;;;;;;;2;48;3;15/11/2023 11:05
709;286;;;;;;;;;;;;;;;0;1;0;0;1;1;1;;;;;6;5;2;27;6;15/11/2023 11:05
710;714;;;;;;;;;;;;;;;1;0;1;1;1;1;1;8;4;2;5;;;2;43;5;15/11/2023 11:05
711;284;1;1;1;0;1;1;1;;;0;;1;1;9;;;;;;;;;;;;;;2;31;4;15/11/2023 11:05
712;236;;;;;;;;;;;;;;;1;1;0;0;1;0;1;2;4;2;6;;;2;34;5;15/11/2023 11:05
713;452;;;;;;;;;;;;;;;0;0;1;1;1;1;1;4;10;10;6;;;2;64;5;15/11/2023 11:05
714;292;;;;;;;;;;;;;;;0;0;0;0;1;0;1;3;3;2;3;;;2;23;5;15/11/2023 11:06
715;209;;;;;;;;;;;;;;;0;1;1;0;1;1;1;;;;;5;3;2;38;6;15/11/2023 11:06
716;303;0;0;1;1;1;1;1;1;1;1;;;;0;;;;;;;;;;;;;;1;28;3;15/11/2023 11:06
717;314;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;10;10;10;;;1;47;5;15/11/2023 11:06
718;684;;;;;;;;;;;;;;;1;1;1;1;0;1;1;;;;;5;5;1;19;6;15/11/2023 11:06
719;319;;;;;;;;;;;;;;;1;1;1;1;0;1;0;;;;;0;0;1;71;6;15/11/2023 11:06
720;461;0;0;0;1;0;0;1;;;;0;1;0;30;;;;;;;;;;;;;;1;31;4;15/11/2023 11:07
721;897;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;31;4;15/11/2023 11:07
722;286;1;0;0;1;1;0;1;;;;0;1;0;50;;;;;;;;;;;;;;1;61;4;15/11/2023 11:07
723;360;0;1;0;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;61;4;15/11/2023 11:07
724;465;;;;;;;;;;;;;;;0;0;1;1;1;1;1;5;3;4;4;;;2;51;5;15/11/2023 11:07
725;355;0;0;1;1;1;1;1;1;1;1;;;;35;;;;;;;;;;;;;;2;30;3;15/11/2023 11:07
726;517;1;1;1;1;1;0;1;1;1;0;;;;50;;;;;;;;;;;;;;2;59;3;15/11/2023 11:07
727;515;;;;;;;;;;;;;;;0;0;1;1;1;0;1;;;;;5;5;2;33;6;15/11/2023 11:07
728;494;1;1;1;1;1;1;1;;;1;;1;1;100;;;;;;;;;;;;;;1;34;4;15/11/2023 11:07
729;308;0;1;1;1;1;0;1;;;1;;0;1;50;;;;;;;;;;;;;;2;42;4;15/11/2023 11:07
730;459;0;1;1;0;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;1;38;3;15/11/2023 11:08
731;439;0;1;0;0;1;0;1;;;0;;1;1;30;;;;;;;;;;;;;;2;50;4;15/11/2023 11:08
732;385;1;0;1;1;1;0;1;0;0;;1;;;50;;;;;;;;;;;;;;2;34;3;15/11/2023 11:08
733;261;0;0;1;0;1;0;1;0;1;0;;;;20;;;;;;;;;;;;;;2;31;3;15/11/2023 11:08
734;791;1;0;1;0;1;1;1;;;;1;1;0;51;;;;;;;;;;;;;;2;29;4;15/11/2023 11:08
735;419;;;;;;;;;;;;;;;1;1;1;1;1;1;1;5;0;5;0;;;2;24;5;15/11/2023 11:09
736;404;1;1;1;1;0;1;1;1;1;0;;;;0;;;;;;;;;;;;;;1;34;3;15/11/2023 11:09
737;368;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;5;10;2;30;6;15/11/2023 11:09
738;1068;0;0;1;1;1;0;1;1;1;1;;;;50;;;;;;;;;;;;;;2;36;3;15/11/2023 11:09
739;493;;;;;;;;;;;;;;;1;1;1;1;0;1;1;;;;;10;0;1;32;6;15/11/2023 11:09
740;423;;;;;;;;;;;;;;;0;1;1;1;1;1;1;10;0;10;0;;;1;25;5;15/11/2023 11:09
741;374;1;1;0;0;1;0;0;;;1;;1;1;50;;;;;;;;;;;;;;1;25;4;15/11/2023 11:09
742;358;;;;;;;;;;;;;;;1;1;1;1;1;1;1;0;10;0;10;;;1;34;5;15/11/2023 11:09
743;304;0;1;1;0;0;1;1;0;1;1;;;;50;;;;;;;;;;;;;;1;41;3;15/11/2023 11:10
744;360;0;1;1;0;1;1;1;;;;0;1;0;50;;;;;;;;;;;;;;2;48;4;15/11/2023 11:10
745;329;;;;;;;;;;;;;;;0;0;1;1;1;1;1;10;0;10;0;;;2;58;5;15/11/2023 11:10
746;598;;;;;;;;;;;;;;;1;1;1;1;1;1;1;0;5;0;10;;;2;20;5;15/11/2023 11:10
747;575;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;0;0;2;35;6;15/11/2023 11:10
748;291;0;0;1;0;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;31;4;15/11/2023 11:11
749;323;;;;;;;;;;;;;;;0;0;1;1;0;1;1;;;;;5;5;1;59;6;15/11/2023 11:11
750;293;;;;;;;;;;;;;;;1;0;1;1;1;1;1;;;;;10;5;2;29;6;15/11/2023 11:11
751;369;1;1;0;0;0;0;1;;;;0;0;0;50;;;;;;;;;;;;;;2;32;4;15/11/2023 11:11
752;347;;;;;;;;;;;;;;;0;0;1;0;1;0;1;8;10;6;10;;;2;21;5;15/11/2023 11:11
753;408;1;1;1;0;1;1;1;1;1;0;;;;0;;;;;;;;;;;;;;1;33;3;15/11/2023 11:11
754;399;;;;;;;;;;;;;;;1;0;1;1;0;0;0;6;10;6;6;;;1;50;5;15/11/2023 11:11
755;564;1;1;1;1;0;1;1;1;0;;1;;;10;;;;;;;;;;;;;;1;64;3;15/11/2023 11:11
756;312;;;;;;;;;;;;;;;0;1;1;1;1;1;0;;;;;5;10;1;42;6;15/11/2023 11:11
757;333;;;;;;;;;;;;;;;0;1;1;1;1;1;1;3;3;5;5;;;1;31;5;15/11/2023 11:11
758;599;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;5;10;2;37;6;15/11/2023 11:11
759;377;0;0;1;0;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;2;25;4;15/11/2023 11:11
760;399;;;;;;;;;;;;;;;0;1;1;1;1;0;1;;;;;10;10;2;52;6;15/11/2023 11:12
761;773;0;0;1;1;1;0;1;1;1;0;;;;50;;;;;;;;;;;;;;1;62;3;15/11/2023 11:12
762;519;;;;;;;;;;;;;;;1;0;1;0;1;0;0;5;5;5;5;;;1;25;5;15/11/2023 11:12
763;419;1;1;1;1;1;1;1;;;0;;1;1;30;;;;;;;;;;;;;;2;26;4;15/11/2023 11:12
764;321;1;1;1;1;1;1;1;1;0;;0;;;50;;;;;;;;;;;;;;1;26;3;15/11/2023 11:12
765;473;;;;;;;;;;;;;;;1;1;1;1;1;1;1;0;10;0;6;;;1;33;5;15/11/2023 11:13
766;1664;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;0;4;1;46;6;15/11/2023 11:13
767;310;1;1;1;1;1;1;1;;;;1;1;0;50;;;;;;;;;;;;;;1;27;4;15/11/2023 11:13
768;527;1;1;1;1;1;0;1;1;1;0;;;;50;;;;;;;;;;;;;;2;57;3;15/11/2023 11:13
769;266;;;;;;;;;;;;;;;1;1;1;0;0;0;0;;;;;10;10;1;62;6;15/11/2023 11:13
770;281;;;;;;;;;;;;;;;1;0;1;0;1;0;1;;;;;6;5;2;28;6;15/11/2023 11:14
771;252;;;;;;;;;;;;;;;0;0;1;1;0;1;1;;;;;0;10;1;37;6;15/11/2023 11:14
772;307;0;0;1;1;0;0;1;1;0;;0;;;50;;;;;;;;;;;;;;2;51;3;15/11/2023 11:14
773;387;;;;;;;;;;;;;;;0;0;1;1;1;1;1;2;0;2;0;;;2;53;5;15/11/2023 11:14
774;676;1;1;1;1;1;1;1;1;1;0;;;;50;;;;;;;;;;;;;;1;60;3;15/11/2023 11:14
775;561;;;;;;;;;;;;;;;0;0;0;1;1;0;1;8;6;10;10;;;1;44;5;15/11/2023 11:14
776;382;;;;;;;;;;;;;;;0;1;1;1;1;1;1;0;10;5;10;;;2;38;5;15/11/2023 11:14
777;557;0;0;1;1;1;1;1;;;1;;0;1;50;;;;;;;;;;;;;;1;20;4;15/11/2023 11:14
778;845;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;2;8;0;;;2;23;5;15/11/2023 11:14
779;383;1;1;1;1;1;1;1;1;0;;0;;;50;;;;;;;;;;;;;;2;25;3;15/11/2023 11:14
780;352;0;1;1;1;1;1;1;1;0;;0;;;50;;;;;;;;;;;;;;2;31;3;15/11/2023 11:15
781;430;1;1;1;1;0;1;1;;;;0;1;0;50;;;;;;;;;;;;;;2;54;4;15/11/2023 11:15
782;542;0;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;32;4;15/11/2023 11:15
783;333;0;1;1;1;1;0;1;;;0;;1;1;50;;;;;;;;;;;;;;2;35;4;15/11/2023 11:15
784;348;1;1;1;1;1;1;1;;;0;;1;1;100;;;;;;;;;;;;;;2;43;4;15/11/2023 11:15
785;640;1;1;1;1;1;1;1;1;1;1;;;;0;;;;;;;;;;;;;;1;29;3;15/11/2023 11:15
786;357;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;10;0;1;33;6;15/11/2023 11:15
787;361;0;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;22;3;15/11/2023 11:15
788;265;0;0;1;1;1;1;1;;;0;;1;1;0;;;;;;;;;;;;;;1;33;4;15/11/2023 11:15
789;478;;;;;;;;;;;;;;;1;0;1;1;1;1;0;;;;;5;3;2;60;6;15/11/2023 11:16
790;410;;;;;;;;;;;;;;;1;1;1;1;0;1;1;10;3;10;5;;;1;35;5;15/11/2023 11:16
791;842;;;;;;;;;;;;;;;0;0;1;0;1;0;0;;;;;8;4;1;59;6;15/11/2023 11:16
792;729;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;10;10;1;47;6;15/11/2023 11:16
793;643;;;;;;;;;;;;;;;0;0;1;0;1;0;1;2;3;2;3;;;1;25;5;15/11/2023 11:16
794;422;1;1;1;1;1;1;1;;;0;;1;1;0;;;;;;;;;;;;;;1;54;4;15/11/2023 11:16
795;371;;;;;;;;;;;;;;;0;0;1;1;1;1;0;0;8;0;5;;;1;31;5;15/11/2023 11:16
796;480;1;0;1;0;1;0;0;1;1;1;;;;100;;;;;;;;;;;;;;2;49;3;15/11/2023 11:17
797;227;0;1;1;0;1;1;1;;;1;;1;1;34;;;;;;;;;;;;;;2;24;4;15/11/2023 11:17
798;368;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;10;2;2;48;6;15/11/2023 11:17
799;399;;;;;;;;;;;;;;;0;0;1;0;1;1;0;10;10;10;10;;;1;23;5;15/11/2023 11:17
800;400;1;0;1;1;1;1;1;1;1;0;;;;20;;;;;;;;;;;;;;2;44;3;15/11/2023 11:17
801;365;0;1;1;1;1;1;1;1;0;;0;;;50;;;;;;;;;;;;;;2;42;3;15/11/2023 11:17
802;539;;;;;;;;;;;;;;;1;0;1;1;1;0;1;10;0;10;0;;;2;22;5;15/11/2023 11:18
803;407;;;;;;;;;;;;;;;0;0;1;1;1;1;0;;;;;0;0;2;28;6;15/11/2023 11:18
804;302;;;;;;;;;;;;;;;1;1;0;1;1;1;1;5;5;0;5;;;1;23;5;15/11/2023 11:18
805;374;;;;;;;;;;;;;;;1;0;1;1;1;1;1;;;;;2;3;2;64;6;15/11/2023 11:19
806;258;;;;;;;;;;;;;;;1;0;1;1;1;0;1;;;;;5;10;2;41;6;15/11/2023 11:19
807;335;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;10;7;2;22;6;15/11/2023 11:19
808;312;1;1;1;1;1;1;1;;;0;;1;1;50;;;;;;;;;;;;;;1;30;4;15/11/2023 11:19
809;251;;;;;;;;;;;;;;;1;1;1;0;1;0;1;5;6;5;7;;;2;33;5;15/11/2023 11:19
810;608;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;43;4;15/11/2023 11:19
811;607;;;;;;;;;;;;;;;1;1;1;1;1;1;1;5;0;5;0;;;1;55;5;15/11/2023 11:19
812;687;;;;;;;;;;;;;;;1;1;1;1;1;1;0;;;;;0;0;1;34;6;15/11/2023 11:19
813;437;;;;;;;;;;;;;;;0;1;1;1;1;1;1;3;5;4;4;;;2;24;5;15/11/2023 11:20
814;569;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;10;10;10;;;1;36;5;15/11/2023 11:20
815;337;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;10;0;1;28;6;15/11/2023 11:21
816;301;;;;;;;;;;;;;;;0;1;1;1;1;0;1;;;;;5;4;1;21;6;15/11/2023 11:21
817;625;1;1;1;1;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;38;3;15/11/2023 11:21
818;610;0;0;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;68;4;15/11/2023 11:21
819;324;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;6;10;8;;;2;24;5;15/11/2023 11:21
820;424;0;0;1;1;1;1;1;1;0;;0;;;0;;;;;;;;;;;;;;2;31;3;15/11/2023 11:21
821;343;1;1;1;1;0;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;36;4;15/11/2023 11:21
822;302;1;1;1;1;0;1;1;1;0;;1;;;50;;;;;;;;;;;;;;1;29;3;15/11/2023 11:22
823;487;1;1;1;1;1;1;1;1;1;1;;;;0;;;;;;;;;;;;;;1;38;3;15/11/2023 11:22
824;519;0;1;1;1;1;1;1;1;1;1;;;;30;;;;;;;;;;;;;;2;36;3;15/11/2023 11:22
825;418;1;1;1;1;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;33;3;15/11/2023 11:22
826;409;1;1;1;1;1;1;1;;;;0;1;0;50;;;;;;;;;;;;;;1;52;4;15/11/2023 11:22
827;442;;;;;;;;;;;;;;;0;0;1;1;1;0;1;2;7;2;6;;;2;36;5;15/11/2023 11:23
828;621;0;1;1;1;1;1;1;;;1;;1;1;30;;;;;;;;;;;;;;1;27;4;15/11/2023 11:23
829;247;;;;;;;;;;;;;;;1;1;1;0;0;0;1;;;;;5;7;1;31;6;15/11/2023 11:23
830;707;0;1;1;0;0;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;43;4;15/11/2023 11:23
831;557;;;;;;;;;;;;;;;1;0;1;1;0;1;1;;;;;5;5;4;25;6;15/11/2023 11:23
832;645;;;;;;;;;;;;;;;0;0;1;1;1;1;0;;;;;10;0;1;63;6;15/11/2023 11:24
833;343;1;1;1;1;1;1;1;;;0;;1;1;0;;;;;;;;;;;;;;1;20;4;15/11/2023 11:24
834;531;1;1;1;1;1;1;1;;;0;;1;1;50;;;;;;;;;;;;;;1;50;4;15/11/2023 11:24
835;1069;;;;;;;;;;;;;;;0;0;1;1;1;0;1;;;;;10;10;1;49;6;15/11/2023 11:24
836;664;;;;;;;;;;;;;;;0;1;1;1;1;1;1;0;2;2;0;;;2;27;5;15/11/2023 11:24
837;357;;;;;;;;;;;;;;;0;0;1;0;1;1;1;1;10;1;1;;;1;48;5;15/11/2023 11:24
838;322;1;1;1;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;2;37;3;15/11/2023 11:24
839;343;;;;;;;;;;;;;;;1;0;1;1;1;1;0;10;5;10;8;;;2;44;5;15/11/2023 11:24
840;386;0;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;34;3;15/11/2023 11:25
841;261;;;;;;;;;;;;;;;0;0;1;0;1;0;1;;;;;2;6;1;36;6;15/11/2023 11:25
842;417;0;1;1;1;1;1;1;;;;0;1;0;49;;;;;;;;;;;;;;2;26;4;15/11/2023 11:25
843;457;0;1;1;0;1;0;1;;;;1;1;0;40;;;;;;;;;;;;;;1;51;4;15/11/2023 11:25
844;444;0;1;1;1;1;1;1;1;1;1;;;;40;;;;;;;;;;;;;;1;51;3;15/11/2023 11:25
845;342;1;0;1;1;1;1;1;;;0;;1;1;30;;;;;;;;;;;;;;1;32;4;15/11/2023 11:26
846;367;;;;;;;;;;;;;;;0;0;1;0;1;0;1;5;10;1;5;;;2;64;5;15/11/2023 11:26
847;258;1;1;1;1;1;1;1;;;0;;1;1;50;;;;;;;;;;;;;;2;31;4;15/11/2023 11:26
848;655;0;1;1;0;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;46;3;15/11/2023 11:26
849;300;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;5;1;28;6;15/11/2023 11:26
850;367;0;0;1;0;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;23;4;15/11/2023 11:26
851;533;;;;;;;;;;;;;;;0;0;0;1;1;0;0;;;;;2;8;2;59;6;15/11/2023 11:26
852;640;;;;;;;;;;;;;;;0;1;0;1;0;0;1;10;10;10;10;;;1;43;5;15/11/2023 11:26
853;517;;;;;;;;;;;;;;;1;0;1;0;0;0;0;;;;;5;1;1;40;6;15/11/2023 11:27
854;603;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;5;1;54;6;15/11/2023 11:27
855;373;;;;;;;;;;;;;;;0;1;0;1;1;1;1;2;4;4;2;;;2;42;5;15/11/2023 11:27
856;556;1;0;1;1;1;1;1;1;1;0;;;;50;;;;;;;;;;;;;;2;33;3;15/11/2023 11:27
857;344;0;0;1;0;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;21;3;15/11/2023 11:27
858;352;;;;;;;;;;;;;;;1;1;1;1;1;1;1;0;0;0;0;;;2;22;5;15/11/2023 11:28
859;432;;;;;;;;;;;;;;;1;1;1;0;1;1;1;10;0;10;0;;;1;35;5;15/11/2023 11:28
860;1055;0;0;1;1;1;0;1;1;0;;0;;;36;;;;;;;;;;;;;;1;44;3;15/11/2023 11:28
861;658;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;43;4;15/11/2023 11:28
862;233;;;;;;;;;;;;;;;0;1;1;1;1;1;0;;;;;0;10;1;25;6;15/11/2023 11:28
863;467;;;;;;;;;;;;;;;0;1;1;0;1;1;1;;;;;5;10;1;35;6;15/11/2023 11:28
864;511;1;1;1;1;1;1;0;1;0;;0;;;0;;;;;;;;;;;;;;2;56;3;15/11/2023 11:29
865;199;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;0;10;1;34;6;15/11/2023 11:29
866;439;0;1;1;0;1;1;1;;;0;;1;1;75;;;;;;;;;;;;;;1;44;4;15/11/2023 11:29
867;411;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;0;2;45;6;15/11/2023 11:30
868;350;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;5;0;1;38;6;15/11/2023 11:30
869;231;;;;;;;;;;;;;;;0;1;0;0;1;1;1;4;3;0;2;;;2;26;5;15/11/2023 11:30
870;376;0;1;1;1;1;1;1;;;;0;1;0;50;;;;;;;;;;;;;;2;75;4;15/11/2023 11:30
871;913;1;1;1;1;1;0;1;1;0;;0;;;50;;;;;;;;;;;;;;2;45;3;15/11/2023 11:30
872;558;0;1;1;1;1;1;1;;;;0;1;0;50;;;;;;;;;;;;;;2;51;4;15/11/2023 11:30
873;272;1;1;1;1;1;1;1;1;1;0;;;;40;;;;;;;;;;;;;;2;20;3;15/11/2023 11:30
874;524;;;;;;;;;;;;;;;1;0;1;1;1;1;1;5;1;5;1;;;1;59;5;15/11/2023 11:31
875;524;;;;;;;;;;;;;;;1;1;1;1;0;1;1;10;10;10;10;;;1;37;5;15/11/2023 11:31
876;818;;;;;;;;;;;;;;;0;1;1;0;1;1;0;3;4;5;3;;;2;72;5;15/11/2023 11:31
877;458;1;1;1;1;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;52;3;15/11/2023 11:31
878;329;1;1;1;1;0;1;1;1;0;;1;;;50;;;;;;;;;;;;;;1;51;3;15/11/2023 11:31
879;397;0;0;1;1;1;1;1;;;1;;1;1;40;;;;;;;;;;;;;;1;35;4;15/11/2023 11:31
880;489;0;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;29;4;15/11/2023 11:31
881;389;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;10;5;2;46;6;15/11/2023 11:31
882;405;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;10;10;10;;;2;27;5;15/11/2023 11:31
883;1004;;;;;;;;;;;;;;;1;1;1;0;1;0;0;1;9;4;0;;;1;37;5;15/11/2023 11:32
884;915;1;1;1;1;1;1;1;1;0;;0;;;66;;;;;;;;;;;;;;1;66;3;15/11/2023 11:32
885;413;;;;;;;;;;;;;;;0;0;1;1;1;0;1;;;;;2;5;2;21;6;15/11/2023 11:32
886;315;;;;;;;;;;;;;;;0;0;1;1;1;1;1;;;;;8;4;2;25;6;15/11/2023 11:33
887;598;;;;;;;;;;;;;;;1;1;1;1;1;1;1;0;8;0;5;;;1;30;5;15/11/2023 11:33
888;435;1;0;1;1;1;0;1;1;1;1;;;;50;;;;;;;;;;;;;;1;48;3;15/11/2023 11:33
889;480;0;1;1;1;1;0;1;1;1;1;;;;45;;;;;;;;;;;;;;1;45;3;15/11/2023 11:33
890;291;0;1;1;0;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;63;4;15/11/2023 11:33
891;494;1;1;1;1;1;0;1;;;0;;1;1;50;;;;;;;;;;;;;;2;59;4;15/11/2023 11:33
892;469;1;0;1;1;1;1;1;;;0;;1;1;50;;;;;;;;;;;;;;2;54;4;15/11/2023 11:33
893;490;1;0;1;1;1;1;1;1;0;;0;;;50;;;;;;;;;;;;;;1;54;3;15/11/2023 11:33
894;272;0;1;1;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;2;30;3;15/11/2023 11:33
895;367;1;0;1;1;0;1;0;;;;0;1;0;0;;;;;;;;;;;;;;1;33;4;15/11/2023 11:34
