treatment_name,metric,generated_game_count,human_game_count,generated_sd,human_sd,sd_ratio,abs_log_sd_ratio,generated_iqr,human_iqr,iqr_ratio,abs_log_iqr_ratio
VALIDATION_3_C,final_round_normalized_efficiency,9,9,0.15237072619142886,0.47510244271459245,0.32071130874602194,1.137213910210567,0.25179856115107907,0.6624700239808152,0.38009049773755654,0.9673459026744392
VALIDATION_3_T,final_round_normalized_efficiency,10,10,0.26628779527844615,0.1893675316367268,1.406195629086402,0.3408879224623499,0.3522182254196642,0.17386091127098324,2.0258620689655165,0.7059953230377939
VALIDATION_4_C,final_round_normalized_efficiency,12,12,0.4085992853961618,0.29473215844212747,1.3863410343679645,0.32666792704330816,0.6491464510332436,0.4405185365207017,1.4735962217624812,0.38770582256507635
VALIDATION_4_T,final_round_normalized_efficiency,9,9,0.5000291773584437,0.421414476100397,1.186549598356269,0.17104959825873536,1.0062893081761008,0.5418084338591609,1.8572787821122738,0.6191123960960866
VALIDATION_5_C,final_round_normalized_efficiency,9,9,0.36099238314107274,1.097222222222222,0.32900571628047137,1.1116801536550247,0.75,0.5416666666666667,1.3846153846153844,0.3254224004346278
VALIDATION_5_T,final_round_normalized_efficiency,12,12,0.36527711765888815,1.0855165745410775,0.33650072806425446,1.0891549662614948,0.5,0.4635416666666667,1.0786516853932584,0.07571182173569638
VALIDATION_6_C,final_round_normalized_efficiency,12,12,0.03294570936672345,0.12518100365400958,0.263184575974345,1.334899683169316,0.031188712137720634,0.13129085728256507,0.23755433381470029,1.4373589077155795
VALIDATION_6_T,final_round_normalized_efficiency,11,11,0.13000582985794923,0.2920941071166628,0.44508200162362305,0.8094967404806256,0.21464371322728268,0.3135251214270788,0.68461408211975,0.37889998324696594
VALIDATION_7_C,final_round_normalized_efficiency,11,11,0.06336265847047944,0.09962438071919937,0.6360155818591536,0.45253221616358613,0.12142857142857141,0.059629506008010646,2.0363839910439414,0.7111756816146034
VALIDATION_7_T,final_round_normalized_efficiency,12,12,0.11040483346937922,0.23711841777093542,0.46561053547529196,0.7644057550818832,0.17767857142857146,0.17414409420988375,1.020296279553574,0.020093055268455704
VALIDATION_8_C,final_round_normalized_efficiency,12,12,0.12294554903362603,0.20141250236480399,0.6104166702171427,0.49361348906838975,0.20150273224043713,0.3056693989071039,0.6592178770949719,0.41670118137509043
VALIDATION_8_T,final_round_normalized_efficiency,11,11,0.148637499258591,0.31922886653697374,0.46561421863575575,0.7643978447241581,0.16051912568306015,0.21101735776277714,0.7606915724132685,0.27352729576607143
VALIDATION_9_C,final_round_normalized_efficiency,11,11,0.09037102642584355,0.1767281096012554,0.51135626714813,0.6706887357220485,0.09575757575757576,0.19088744588744588,0.5016441773443702,0.6898642206860099
VALIDATION_9_T,final_round_normalized_efficiency,9,11,0.14786001978379495,0.22862543793114848,0.6467347689819347,0.43581900827922077,0.10424242424242425,0.22847430347430342,0.45625447876307207,0.7847045576666097
VALIDATION_0_C,final_total_contribution_rate,10,10,0.2529822128134704,0.2107079483697111,1.200629661912821,0.18284613743815,0.35000000000000003,0.4361111111111111,0.802547770700637,0.21996389839683
VALIDATION_0_T,final_total_contribution_rate,12,12,0.10374916331657276,0.1686207145860708,0.6152812456717173,0.4856758056746722,0.09999999999999998,0.22499999999999998,0.44444444444444436,0.810930216216329
VALIDATION_10_C,final_total_contribution_rate,10,10,0.1713994684290992,0.3603855959632373,0.47560021917908046,0.7431776533180966,0.18749999999999997,0.7083333333333334,0.2647058823529411,1.3291359472799422
