unit_id,profile_id,summary,source_row_id,matching_age_bracket,matching_sex,matching_education
80mx0m6u,minority_game_bret_njzas_demo_profile_00463,"56-year-old, female, White, Undergraduate degree (BA/BSc/other), part-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00050,50-64,female,college/postsecondary
80y5nes7,minority_game_bret_njzas_demo_profile_00464,"37-year-old, female, Asian, Graduate degree (MA/MSc/MPhil/other), part-time, India citizen living in United Kingdom, born in India.",minority_demo_source_00923,30-49,female,postgraduate
812zvjkk,minority_game_bret_njzas_demo_profile_00465,"37-year-old, female, White, Technical/community college, part-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01492,30-49,female,college/postsecondary
8154vu0g,minority_game_bret_njzas_demo_profile_00466,"19-year-old, male, White, High school diploma/A-levels, student, other, United Kingdom citizen living in United Kingdom.",minority_demo_source_01017,18-29,male,high school
81g6s5rl,minority_game_bret_njzas_demo_profile_00467,"21-year-old, female, White, High school diploma/A-levels, student, part-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01377,18-29,female,high school
81iqjchc,minority_game_bret_njzas_demo_profile_00468,"34-year-old, female, White, Undergraduate degree (BA/BSc/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01582,30-49,female,college/postsecondary
81kzdw7q,minority_game_bret_njzas_demo_profile_00469,"38-year-old, female, White, Technical/community college, United Kingdom citizen living in United Kingdom.",minority_demo_source_00451,30-49,female,college/postsecondary
83ao3rox,minority_game_bret_njzas_demo_profile_00470,"35-year-old, female, White, Graduate degree (MA/MSc/MPhil/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00186,30-49,female,postgraduate
83druno0,minority_game_bret_njzas_demo_profile_00471,"21-year-old, male, White, High school diploma/A-levels, full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00113,18-29,male,high school
842ozf08,minority_game_bret_njzas_demo_profile_00472,"40-year-old, female, White, Technical/community college, full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01160,30-49,female,college/postsecondary
85bc7i8l,minority_game_bret_njzas_demo_profile_00473,"27-year-old, female, White, Graduate degree (MA/MSc/MPhil/other), other, United Kingdom citizen living in United Kingdom.",minority_demo_source_00529,18-29,female,postgraduate
86czobaq,minority_game_bret_njzas_demo_profile_00474,"71-year-old, female, White, Secondary education (e.g. GED/GCSE), not in paid work (e.g. homemaker', 'retired or disabled), United Kingdom citizen living in United Kingdom.",minority_demo_source_00396,65+,female,high school
86hpjosi,minority_game_bret_njzas_demo_profile_00475,"31-year-old, female, White, Undergraduate degree (BA/BSc/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01473,30-49,female,college/postsecondary
86zjd7rq,minority_game_bret_njzas_demo_profile_00476,"21-year-old, male, White, High school diploma/A-levels, student, other, United Kingdom citizen living in United Kingdom.",minority_demo_source_01619,18-29,male,high school
87jobwio,minority_game_bret_njzas_demo_profile_00477,"41-year-old, male, White, Technical/community college, full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01912,30-49,male,college/postsecondary
87jv1r3f,minority_game_bret_njzas_demo_profile_00478,"43-year-old, male, White, High school diploma/A-levels, part-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00980,30-49,male,high school
881vuzqf,minority_game_bret_njzas_demo_profile_00479,"74-year-old, female, White, Graduate degree (MA/MSc/MPhil/other), not in paid work (e.g. homemaker', 'retired or disabled), United Kingdom citizen living in United Kingdom.",minority_demo_source_01047,65+,female,postgraduate
8845h1ji,minority_game_bret_njzas_demo_profile_00480,"21-year-old, male, White, Undergraduate degree (BA/BSc/other), unemployed (and job seeking), United Kingdom citizen living in United Kingdom.",minority_demo_source_01981,18-29,male,college/postsecondary
88heqro3,minority_game_bret_njzas_demo_profile_00481,"53-year-old, male, White, Graduate degree (MA/MSc/MPhil/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01009,50-64,male,postgraduate
88riz9u6,minority_game_bret_njzas_demo_profile_00482,"32-year-old, female, White, Secondary education (e.g. GED/GCSE), student, part-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00367,30-49,female,high school
8biwzr8r,minority_game_bret_njzas_demo_profile_00483,"20-year-old, female, White, High school diploma/A-levels, student, other, United Kingdom citizen living in United Kingdom.",minority_demo_source_00513,18-29,female,high school
8c5rqyx1,minority_game_bret_njzas_demo_profile_00484,"40-year-old, male, White, Graduate degree (MA/MSc/MPhil/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01929,30-49,male,postgraduate
8cdti8qb,minority_game_bret_njzas_demo_profile_00485,"31-year-old, female, White, Undergraduate degree (BA/BSc/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00087,30-49,female,college/postsecondary
8cnvx5zk,minority_game_bret_njzas_demo_profile_00486,"34-year-old, male, White, Secondary education (e.g. GED/GCSE), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01605,30-49,male,high school
8cxgxp6t,minority_game_bret_njzas_demo_profile_00487,"41-year-old, male, White, Undergraduate degree (BA/BSc/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01297,30-49,male,college/postsecondary
8dj2nqwf,minority_game_bret_njzas_demo_profile_00488,"30-year-old, male, White, High school diploma/A-levels, unemployed (and job seeking), United Kingdom citizen living in United Kingdom.",minority_demo_source_00964,30-49,male,high school
8er89g0a,minority_game_bret_njzas_demo_profile_00489,"37-year-old, female, White, High school diploma/A-levels, full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01670,30-49,female,high school
8eu7hksz,minority_game_bret_njzas_demo_profile_00490,"30-year-old, male, White, High school diploma/A-levels, not in paid work (e.g. homemaker', 'retired or disabled), United Kingdom citizen living in United Kingdom.",minority_demo_source_01630,30-49,male,high school
8f0tn88d,minority_game_bret_njzas_demo_profile_00491,"24-year-old, female, Mixed, Undergraduate degree (BA/BSc/other), part-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00882,18-29,female,college/postsecondary
8fec2njs,minority_game_bret_njzas_demo_profile_00492,"28-year-old, male, Mixed, Undergraduate degree (BA/BSc/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01208,18-29,male,college/postsecondary
8fz3hjub,minority_game_bret_njzas_demo_profile_00493,"28-year-old, male, White, Undergraduate degree (BA/BSc/other), student, full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01530,18-29,male,college/postsecondary
8ihsa73n,minority_game_bret_njzas_demo_profile_00494,"53-year-old, male, White, Undergraduate degree (BA/BSc/other), United Kingdom citizen living in United Kingdom.",minority_demo_source_01313,50-64,male,college/postsecondary
8iiquwx2,minority_game_bret_njzas_demo_profile_00495,"28-year-old, male, White, Graduate degree (MA/MSc/MPhil/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00973,18-29,male,postgraduate
8jaw7q2e,minority_game_bret_njzas_demo_profile_00496,"28-year-old, female, White, Graduate degree (MA/MSc/MPhil/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01831,18-29,female,postgraduate
8jqy3455,minority_game_bret_njzas_demo_profile_00497,"52-year-old, male, White, High school diploma/A-levels, other, United Kingdom citizen living in United Kingdom.",minority_demo_source_01769,50-64,male,high school
8k2esue4,minority_game_bret_njzas_demo_profile_00498,"20-year-old, female, White, High school diploma/A-levels, student, part-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00131,18-29,female,high school
8kdg28sc,minority_game_bret_njzas_demo_profile_00499,"62-year-old, male, White, Undergraduate degree (BA/BSc/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01096,50-64,male,college/postsecondary
8kdwnybb,minority_game_bret_njzas_demo_profile_00500,"25-year-old, female, White, Undergraduate degree (BA/BSc/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01673,18-29,female,college/postsecondary
8m1z4vsf,minority_game_bret_njzas_demo_profile_00501,"53-year-old, female, White, Undergraduate degree (BA/BSc/other), part-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00170,50-64,female,college/postsecondary
8oyh4w93,minority_game_bret_njzas_demo_profile_00502,"28-year-old, female, White, Undergraduate degree (BA/BSc/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00765,18-29,female,college/postsecondary
8q34y1fr,minority_game_bret_njzas_demo_profile_00503,"48-year-old, male, White, Undergraduate degree (BA/BSc/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01019,30-49,male,college/postsecondary
8rbxuolu,minority_game_bret_njzas_demo_profile_00504,"66-year-old, female, White, Graduate degree (MA/MSc/MPhil/other), not in paid work (e.g. homemaker', 'retired or disabled), United Kingdom citizen living in United Kingdom.",minority_demo_source_00653,65+,female,postgraduate
8s5nowpf,minority_game_bret_njzas_demo_profile_00505,"21-year-old, female, White, High school diploma/A-levels, full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01393,18-29,female,high school
8uzool44,minority_game_bret_njzas_demo_profile_00506,"60-year-old, male, White, High school diploma/A-levels, full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01992,50-64,male,high school
8v3g1p2e,minority_game_bret_njzas_demo_profile_00507,"55-year-old, male, White, Technical/community college, United Kingdom citizen living in United Kingdom.",minority_demo_source_00729,50-64,male,college/postsecondary
8v4km56g,minority_game_bret_njzas_demo_profile_00508,"32-year-old, male, White, Graduate degree (MA/MSc/MPhil/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01565,30-49,male,postgraduate
8vrjigxq,minority_game_bret_njzas_demo_profile_00509,"39-year-old, female, White, Graduate degree (MA/MSc/MPhil/other), part-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00235,30-49,female,postgraduate
8w4skjsy,minority_game_bret_njzas_demo_profile_00510,"28-year-old, male, White, Graduate degree (MA/MSc/MPhil/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00973,18-29,male,postgraduate
8xqxev39,minority_game_bret_njzas_demo_profile_00511,"32-year-old, male, White, Doctorate degree (PhD/other), student, full-time, Turkey citizen living in United Kingdom.",minority_demo_source_00011,30-49,male,postgraduate
8y28lir5,minority_game_bret_njzas_demo_profile_00512,"42-year-old, female, White, Undergraduate degree (BA/BSc/other), part-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00847,30-49,female,college/postsecondary
8zp2yycd,minority_game_bret_njzas_demo_profile_00513,"28-year-old, male, White, Graduate degree (MA/MSc/MPhil/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00029,18-29,male,postgraduate
90x95bs2,minority_game_bret_njzas_demo_profile_00514,"61-year-old, female, White, Technical/community college, part-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01758,50-64,female,college/postsecondary
910rnzf9,minority_game_bret_njzas_demo_profile_00515,"42-year-old, male, White, Doctorate degree (PhD/other), part-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01942,30-49,male,postgraduate
913lzyx5,minority_game_bret_njzas_demo_profile_00516,"24-year-old, male, Asian, Undergraduate degree (BA/BSc/other), unemployed (and job seeking), United Kingdom citizen living in United Kingdom.",minority_demo_source_00174,18-29,male,college/postsecondary
91eot58k,minority_game_bret_njzas_demo_profile_00517,"31-year-old, male, White, High school diploma/A-levels, full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01639,30-49,male,high school
924eqbmu,minority_game_bret_njzas_demo_profile_00518,"58-year-old, male, White, Undergraduate degree (BA/BSc/other), full-time, Ireland citizen living in United Kingdom.",minority_demo_source_01419,50-64,male,college/postsecondary
92r80h1i,minority_game_bret_njzas_demo_profile_00519,"50-year-old, male, White, Graduate degree (MA/MSc/MPhil/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00603,50-64,male,postgraduate
93qufa9j,minority_game_bret_njzas_demo_profile_00520,"40-year-old, male, White, Undergraduate degree (BA/BSc/other), part-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01581,30-49,male,college/postsecondary
93txlw3t,minority_game_bret_njzas_demo_profile_00521,"23-year-old, male, Asian, Undergraduate degree (BA/BSc/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01928,18-29,male,college/postsecondary
94mdgblu,minority_game_bret_njzas_demo_profile_00522,"21-year-old, female, Asian, High school diploma/A-levels, student, part-time, Nepal citizen living in United Kingdom, born in Nepal.",minority_demo_source_01601,18-29,female,high school
94vffd4r,minority_game_bret_njzas_demo_profile_00523,"38-year-old, male, White, Undergraduate degree (BA/BSc/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01388,30-49,male,college/postsecondary
94vqgy7y,minority_game_bret_njzas_demo_profile_00524,"59-year-old, male, White, Graduate degree (MA/MSc/MPhil/other), full-time, Ireland citizen living in United Kingdom.",minority_demo_source_00646,50-64,male,postgraduate
94wgcf8l,minority_game_bret_njzas_demo_profile_00525,"44-year-old, male, White, Technical/community college, full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01215,30-49,male,college/postsecondary
94zd9xxd,minority_game_bret_njzas_demo_profile_00526,"54-year-old, male, White, Secondary education (e.g. GED/GCSE), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01596,50-64,male,high school
95aa1bu5,minority_game_bret_njzas_demo_profile_00527,"43-year-old, female, White, Secondary education (e.g. GED/GCSE), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01432,30-49,female,high school
95eeixgr,minority_game_bret_njzas_demo_profile_00528,"39-year-old, female, White, Secondary education (e.g. GED/GCSE), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00452,30-49,female,high school
95ubgrqy,minority_game_bret_njzas_demo_profile_00529,"59-year-old, male, White, High school diploma/A-levels, full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00826,50-64,male,high school
96g6cgl5,minority_game_bret_njzas_demo_profile_00530,"25-year-old, female, White, Graduate degree (MA/MSc/MPhil/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00726,18-29,female,postgraduate
96zw2spx,minority_game_bret_njzas_demo_profile_00531,"44-year-old, female, Asian, Undergraduate degree (BA/BSc/other), part-time, United Kingdom citizen living in United Kingdom, born in Canada.",minority_demo_source_01392,30-49,female,college/postsecondary
99dv6ppf,minority_game_bret_njzas_demo_profile_00532,"57-year-old, female, White, Undergraduate degree (BA/BSc/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00837,50-64,female,college/postsecondary
99fxivxb,minority_game_bret_njzas_demo_profile_00533,"36-year-old, female, White, Secondary education (e.g. GED/GCSE), not in paid work (e.g. homemaker', 'retired or disabled), United Kingdom citizen living in United Kingdom.",minority_demo_source_00841,30-49,female,high school
9a805u2o,minority_game_bret_njzas_demo_profile_00534,"35-year-old, female, White, Graduate degree (MA/MSc/MPhil/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01085,30-49,female,postgraduate
9c2adxyd,minority_game_bret_njzas_demo_profile_00535,"25-year-old, female, Mixed, High school diploma/A-levels, student, not in paid work (e.g. homemaker', 'retired or disabled), United Kingdom citizen living in United Kingdom.",minority_demo_source_01161,18-29,female,high school
9cxehxon,minority_game_bret_njzas_demo_profile_00536,"22-year-old, female, White, High school diploma/A-levels, unemployed (and job seeking), United Kingdom citizen living in United Kingdom.",minority_demo_source_00226,18-29,female,high school
9dd1ok77,minority_game_bret_njzas_demo_profile_00537,"63-year-old, male, White, High school diploma/A-levels, other, United Kingdom citizen living in United Kingdom, born in Canada.",minority_demo_source_01853,50-64,male,high school
9e99o2sl,minority_game_bret_njzas_demo_profile_00538,"36-year-old, female, White, Undergraduate degree (BA/BSc/other), United Kingdom citizen living in United Kingdom.",minority_demo_source_00816,30-49,female,college/postsecondary
9eh2nkjr,minority_game_bret_njzas_demo_profile_00539,"37-year-old, male, White, Technical/community college, full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00352,30-49,male,college/postsecondary
9ehflngq,minority_game_bret_njzas_demo_profile_00540,,minority_demo_source_00001,,,
9fgb2pqm,minority_game_bret_njzas_demo_profile_00541,"25-year-old, male, White, Graduate degree (MA/MSc/MPhil/other), student, full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00871,18-29,male,postgraduate
9gj8256z,minority_game_bret_njzas_demo_profile_00542,"28-year-old, female, White, Technical/community college, student, part-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01491,18-29,female,college/postsecondary
9h0cbam6,minority_game_bret_njzas_demo_profile_00543,"43-year-old, female, White, Undergraduate degree (BA/BSc/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00594,30-49,female,college/postsecondary
9h2zdmlb,minority_game_bret_njzas_demo_profile_00544,"57-year-old, male, White, Undergraduate degree (BA/BSc/other), not in paid work (e.g. homemaker', 'retired or disabled), United Kingdom citizen living in United Kingdom.",minority_demo_source_01707,50-64,male,college/postsecondary
9h8oocmz,minority_game_bret_njzas_demo_profile_00545,"51-year-old, male, White, Undergraduate degree (BA/BSc/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00400,50-64,male,college/postsecondary
9hy9e35c,minority_game_bret_njzas_demo_profile_00546,"26-year-old, male, White, Graduate degree (MA/MSc/MPhil/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00279,18-29,male,postgraduate
9jf0wd01,minority_game_bret_njzas_demo_profile_00547,"40-year-old, male, White, Undergraduate degree (BA/BSc/other), student, full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00784,30-49,male,college/postsecondary
9ketrqf2,minority_game_bret_njzas_demo_profile_00548,"33-year-old, male, White, Undergraduate degree (BA/BSc/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01410,30-49,male,college/postsecondary
9l6mb2ua,minority_game_bret_njzas_demo_profile_00549,"43-year-old, female, White, Graduate degree (MA/MSc/MPhil/other), part-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00601,30-49,female,postgraduate
9lgdyf52,minority_game_bret_njzas_demo_profile_00550,"37-year-old, female, White, Graduate degree (MA/MSc/MPhil/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01645,30-49,female,postgraduate
9lm1g6qf,minority_game_bret_njzas_demo_profile_00551,"41-year-old, female, White, High school diploma/A-levels, due to start a new job within the next month, United Kingdom citizen living in United Kingdom.",minority_demo_source_00042,30-49,female,high school
9lmxc4a5,minority_game_bret_njzas_demo_profile_00552,"43-year-old, male, White, Technical/community college, student, not in paid work (e.g. homemaker', 'retired or disabled), United Kingdom citizen living in United Kingdom, born in United States.",minority_demo_source_01967,30-49,male,college/postsecondary
9m44vao3,minority_game_bret_njzas_demo_profile_00553,"42-year-old, male, White, Undergraduate degree (BA/BSc/other), not in paid work (e.g. homemaker', 'retired or disabled), United Kingdom citizen living in United Kingdom.",minority_demo_source_00095,30-49,male,college/postsecondary
9mtyd4sb,minority_game_bret_njzas_demo_profile_00554,"21-year-old, male, White, Undergraduate degree (BA/BSc/other), student, part-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01691,18-29,male,college/postsecondary
9n7tsxae,minority_game_bret_njzas_demo_profile_00555,"52-year-old, female, White, Graduate degree (MA/MSc/MPhil/other), not in paid work (e.g. homemaker', 'retired or disabled), United Kingdom citizen living in United Kingdom.",minority_demo_source_00008,50-64,female,postgraduate
9n9zyqb0,minority_game_bret_njzas_demo_profile_00556,"61-year-old, female, White, Undergraduate degree (BA/BSc/other), part-time, United Kingdom citizen living in United Kingdom, born in Pakistan.",minority_demo_source_00850,50-64,female,college/postsecondary
9ndofxwq,minority_game_bret_njzas_demo_profile_00557,"38-year-old, female, White, Graduate degree (MA/MSc/MPhil/other), part-time, United Kingdom citizen living in United Kingdom, born in Morocco.",minority_demo_source_00620,30-49,female,postgraduate
9o8l925s,minority_game_bret_njzas_demo_profile_00558,"63-year-old, male, White, Undergraduate degree (BA/BSc/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01963,50-64,male,college/postsecondary
9oceqm86,minority_game_bret_njzas_demo_profile_00559,"31-year-old, male, White, Secondary education (e.g. GED/GCSE), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01312,30-49,male,high school
9olmlvqs,minority_game_bret_njzas_demo_profile_00560,"33-year-old, male, White, Graduate degree (MA/MSc/MPhil/other), full-time, Italy citizen living in United Kingdom, born in Italy.",minority_demo_source_01951,30-49,male,postgraduate
9q5rb6c4,minority_game_bret_njzas_demo_profile_00561,"38-year-old, female, White, Graduate degree (MA/MSc/MPhil/other), due to start a new job within the next month, United Kingdom citizen living in United Kingdom.",minority_demo_source_00831,30-49,female,postgraduate
9qd1xcr7,minority_game_bret_njzas_demo_profile_00562,"53-year-old, male, White, Graduate degree (MA/MSc/MPhil/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01009,50-64,male,postgraduate
9qjte7bg,minority_game_bret_njzas_demo_profile_00563,"67-year-old, female, White, Undergraduate degree (BA/BSc/other), not in paid work (e.g. homemaker', 'retired or disabled), United Kingdom citizen living in United Kingdom.",minority_demo_source_01007,65+,female,college/postsecondary
9syn81hw,minority_game_bret_njzas_demo_profile_00564,"53-year-old, female, White, Undergraduate degree (BA/BSc/other), not in paid work (e.g. homemaker', 'retired or disabled), United Kingdom citizen living in United Kingdom.",minority_demo_source_01510,50-64,female,college/postsecondary
9twxn372,minority_game_bret_njzas_demo_profile_00565,"44-year-old, female, Black, Undergraduate degree (BA/BSc/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01020,30-49,female,college/postsecondary
9u5o3df0,minority_game_bret_njzas_demo_profile_00566,"28-year-old, female, White, Graduate degree (MA/MSc/MPhil/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01831,18-29,female,postgraduate
9uo2juzy,minority_game_bret_njzas_demo_profile_00567,"32-year-old, female, White, Undergraduate degree (BA/BSc/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00385,30-49,female,college/postsecondary
9usiwctm,minority_game_bret_njzas_demo_profile_00568,"64-year-old, female, White, Undergraduate degree (BA/BSc/other), part-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00954,50-64,female,college/postsecondary
9vlw0bkn,minority_game_bret_njzas_demo_profile_00569,"20-year-old, female, Mixed, High school diploma/A-levels, student, unemployed (and job seeking), United Kingdom citizen living in United Kingdom, born in Hong Kong.",minority_demo_source_00495,18-29,female,high school
9wmezca6,minority_game_bret_njzas_demo_profile_00570,"23-year-old, female, White, High school diploma/A-levels, United Kingdom citizen living in United Kingdom.",minority_demo_source_01731,18-29,female,high school
9y5g9fhx,minority_game_bret_njzas_demo_profile_00571,"35-year-old, male, White, Undergraduate degree (BA/BSc/other), student, full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00276,30-49,male,college/postsecondary
9yoqyima,minority_game_bret_njzas_demo_profile_00572,"48-year-old, male, White, Graduate degree (MA/MSc/MPhil/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01406,30-49,male,postgraduate
9yps6z5r,minority_game_bret_njzas_demo_profile_00573,"28-year-old, female, White, Undergraduate degree (BA/BSc/other), full-time, Bulgaria citizen living in United Kingdom, born in Bulgaria.",minority_demo_source_01827,18-29,female,college/postsecondary
9z9gq2bn,minority_game_bret_njzas_demo_profile_00574,"76-year-old, female, White, High school diploma/A-levels, part-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00589,65+,female,high school
a0coe89u,minority_game_bret_njzas_demo_profile_00575,"32-year-old, female, White, Undergraduate degree (BA/BSc/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00560,30-49,female,college/postsecondary
a0vs2pp0,minority_game_bret_njzas_demo_profile_00576,"21-year-old, male, White, Undergraduate degree (BA/BSc/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01538,18-29,male,college/postsecondary
a17ddp9t,minority_game_bret_njzas_demo_profile_00577,"41-year-old, male, White, High school diploma/A-levels, full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01185,30-49,male,high school
a1jx8zn8,minority_game_bret_njzas_demo_profile_00578,"55-year-old, female, White, Undergraduate degree (BA/BSc/other), other, United Kingdom citizen living in United Kingdom.",minority_demo_source_01144,50-64,female,college/postsecondary
a1uck0k7,minority_game_bret_njzas_demo_profile_00579,"37-year-old, female, White, Doctorate degree (PhD/other), full-time, France citizen living in United Kingdom, born in Russian Federation.",minority_demo_source_01771,30-49,female,postgraduate
a21z9p5i,minority_game_bret_njzas_demo_profile_00580,"67-year-old, male, White, Undergraduate degree (BA/BSc/other), not in paid work (e.g. homemaker', 'retired or disabled), United Kingdom citizen living in United Kingdom.",minority_demo_source_00188,65+,male,college/postsecondary
a2uremij,minority_game_bret_njzas_demo_profile_00581,"30-year-old, male, White, Undergraduate degree (BA/BSc/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00547,30-49,male,college/postsecondary
a2y9jg6p,minority_game_bret_njzas_demo_profile_00582,"40-year-old, male, White, Undergraduate degree (BA/BSc/other), student, full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00784,30-49,male,college/postsecondary
a30u7wnj,minority_game_bret_njzas_demo_profile_00583,"70-year-old, female, White, Secondary education (e.g. GED/GCSE), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01838,65+,female,high school
a3gdvdzz,minority_game_bret_njzas_demo_profile_00584,"42-year-old, female, White, Undergraduate degree (BA/BSc/other), student, part-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00148,30-49,female,college/postsecondary
a3jwqox5,minority_game_bret_njzas_demo_profile_00585,"38-year-old, female, White, Graduate degree (MA/MSc/MPhil/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00907,30-49,female,postgraduate
a3o5gjat,minority_game_bret_njzas_demo_profile_00586,"64-year-old, female, White, Undergraduate degree (BA/BSc/other), part-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00954,50-64,female,college/postsecondary
a45opo3a,minority_game_bret_njzas_demo_profile_00587,"45-year-old, female, White, High school diploma/A-levels, not in paid work (e.g. homemaker', 'retired or disabled), United Kingdom citizen living in United Kingdom.",minority_demo_source_00030,30-49,female,high school
a6k1ysmm,minority_game_bret_njzas_demo_profile_00588,"32-year-old, female, White, Secondary education (e.g. GED/GCSE), part-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00859,30-49,female,high school
a7ggg1sc,minority_game_bret_njzas_demo_profile_00589,"56-year-old, male, Asian, High school diploma/A-levels, full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01300,50-64,male,high school
a8zepq8x,minority_game_bret_njzas_demo_profile_00590,"26-year-old, male, White, Undergraduate degree (BA/BSc/other), part-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00849,18-29,male,college/postsecondary
aa4tjnpp,minority_game_bret_njzas_demo_profile_00591,"34-year-old, male, White, Undergraduate degree (BA/BSc/other), part-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00613,30-49,male,college/postsecondary
ab2vf7b6,minority_game_bret_njzas_demo_profile_00592,"55-year-old, female, White, Undergraduate degree (BA/BSc/other), not in paid work (e.g. homemaker', 'retired or disabled), United Kingdom citizen living in United Kingdom.",minority_demo_source_01175,50-64,female,college/postsecondary
ab87nhxy,minority_game_bret_njzas_demo_profile_00593,"55-year-old, female, White, Graduate degree (MA/MSc/MPhil/other), United Kingdom citizen living in United Kingdom.",minority_demo_source_01965,50-64,female,postgraduate
abv45hbf,minority_game_bret_njzas_demo_profile_00594,"48-year-old, female, White, Undergraduate degree (BA/BSc/other), not in paid work (e.g. homemaker', 'retired or disabled), United Kingdom citizen living in United Kingdom.",minority_demo_source_00246,30-49,female,college/postsecondary
