participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.finished,participant.in_deception,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.name,session.config.real_world_currency_per_point,session.config.simulated_play_time,session.config.participation_fee,session.prolific_completion_url,introduction.1.player.id_in_group,introduction.1.player.role,introduction.1.player.payoff,introduction.1.player.q1,introduction.1.player.q2,introduction.1.player.q3,introduction.1.player.q4,introduction.1.player.q5,introduction.1.group.id_in_subsession,introduction.1.subsession.round_number,bonus_game.1.player.id_in_group,bonus_game.1.player.role,bonus_game.1.player.payoff,bonus_game.1.player.time_spent,bonus_game.1.player.potential_payoff,bonus_game.1.player.decision,bonus_game.1.player.in_deception,bonus_game.1.group.id_in_subsession,bonus_game.1.subsession.round_number,bonus_game.2.player.id_in_group,bonus_game.2.player.role,bonus_game.2.player.payoff,bonus_game.2.player.time_spent,bonus_game.2.player.potential_payoff,bonus_game.2.player.decision,bonus_game.2.player.in_deception,bonus_game.2.group.id_in_subsession,bonus_game.2.subsession.round_number,bonus_game.3.player.id_in_group,bonus_game.3.player.role,bonus_game.3.player.payoff,bonus_game.3.player.time_spent,bonus_game.3.player.potential_payoff,bonus_game.3.player.decision,bonus_game.3.player.in_deception,bonus_game.3.group.id_in_subsession,bonus_game.3.subsession.round_number,bonus_game.4.player.id_in_group,bonus_game.4.player.role,bonus_game.4.player.payoff,bonus_game.4.player.time_spent,bonus_game.4.player.potential_payoff,bonus_game.4.player.decision,bonus_game.4.player.in_deception,bonus_game.4.group.id_in_subsession,bonus_game.4.subsession.round_number,bonus_game.5.player.id_in_group,bonus_game.5.player.role,bonus_game.5.player.payoff,bonus_game.5.player.time_spent,bonus_game.5.player.potential_payoff,bonus_game.5.player.decision,bonus_game.5.player.in_deception,bonus_game.5.group.id_in_subsession,bonus_game.5.subsession.round_number,bonus_game.6.player.id_in_group,bonus_game.6.player.role,bonus_game.6.player.payoff,bonus_game.6.player.time_spent,bonus_game.6.player.potential_payoff,bonus_game.6.player.decision,bonus_game.6.player.in_deception,bonus_game.6.group.id_in_subsession,bonus_game.6.subsession.round_number,bonus_game.7.player.id_in_group,bonus_game.7.player.role,bonus_game.7.player.payoff,bonus_game.7.player.time_spent,bonus_game.7.player.potential_payoff,bonus_game.7.player.decision,bonus_game.7.player.in_deception,bonus_game.7.group.id_in_subsession,bonus_game.7.subsession.round_number,bonus_game.8.player.id_in_group,bonus_game.8.player.role,bonus_game.8.player.payoff,bonus_game.8.player.time_spent,bonus_game.8.player.potential_payoff,bonus_game.8.player.decision,bonus_game.8.player.in_deception,bonus_game.8.group.id_in_subsession,bonus_game.8.subsession.round_number,bonus_game.9.player.id_in_group,bonus_game.9.player.role,bonus_game.9.player.payoff,bonus_game.9.player.time_spent,bonus_game.9.player.potential_payoff,bonus_game.9.player.decision,bonus_game.9.player.in_deception,bonus_game.9.group.id_in_subsession,bonus_game.9.subsession.round_number,bonus_game.10.player.id_in_group,bonus_game.10.player.role,bonus_game.10.player.payoff,bonus_game.10.player.time_spent,bonus_game.10.player.potential_payoff,bonus_game.10.player.decision,bonus_game.10.player.in_deception,bonus_game.10.group.id_in_subsession,bonus_game.10.subsession.round_number,bonus_game.11.player.id_in_group,bonus_game.11.player.role,bonus_game.11.player.payoff,bonus_game.11.player.time_spent,bonus_game.11.player.potential_payoff,bonus_game.11.player.decision,bonus_game.11.player.in_deception,bonus_game.11.group.id_in_subsession,bonus_game.11.subsession.round_number,bret.1.player.id_in_group,bret.1.player.role,bret.1.player.payoff,bret.1.player.bomb,bret.1.player.bomb_row,bret.1.player.bomb_col,bret.1.player.boxes_collected,bret.1.player.pay_this_round,bret.1.player.round_result,bret.1.group.id_in_subsession,bret.1.subsession.round_number,debrief.1.player.id_in_group,debrief.1.player.role,debrief.1.player.payoff,debrief.1.player.debrief,debrief.1.player.debrief2,debrief.1.group.id_in_subsession,debrief.1.subsession.round_number,thanks.1.player.id_in_group,thanks.1.player.role,thanks.1.player.payoff,thanks.1.group.id_in_subsession,thanks.1.subsession.round_number
174,9z9gq2bn,5ff458933803bbb00107e417,0,44,44,thanks,Thanks,2022-08-31 10:40:58.319874,1,,,88.0,1,0,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,174,,0.0,1,8,2,1,1,1,1,174,,0.0,277.0,0.0,A,0,1,1,174,,0.0,195.0,84.0,A,0,1,2,174,,88.0,121.0,88.0,A,0,1,3,174,,0.0,25.0,92.0,A,0,1,4,174,,0.0,144.0,96.0,A,0,1,5,174,,0.0,579.0,100.0,A,0,1,6,174,,0.0,112.0,104.0,B,0,1,7,174,,0.0,624.0,140.0,B,0,1,8,174,,0.0,827.0,160.0,B,0,1,9,174,,0.0,86.0,180.0,B,0,1,10,174,,0.0,87.0,180.0,A,0,1,11,174,,0.0,1,5,3,45,1,0.0,1,1,174,,0.0,sophisticated,random,1,1,174,,0.0,1,1
175,85bc7i8l,5c18db0d9bce3100018a30ee,0,44,44,thanks,Thanks,2022-08-31 10:41:04.210848,1,,,108.0,1,1,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,175,,0.0,1,8,2,1,1,1,1,175,,0.0,95.0,0.0,B,1,1,1,175,,0.0,84.0,20.0,B,1,1,2,175,,0.0,95.0,40.0,A,1,1,3,175,,0.0,162.0,92.0,A,1,1,4,175,,0.0,111.0,96.0,A,1,1,5,175,,0.0,61.0,100.0,B,1,1,6,175,,0.0,115.0,120.0,A,1,1,7,175,,108.0,87.0,108.0,A,1,1,8,175,,0.0,54.0,112.0,A,1,1,9,175,,0.0,68.0,116.0,B,1,1,10,175,,0.0,33.0,180.0,A,1,1,11,175,,0.0,1,3,5,100,1,0.0,1,1,175,,0.0,majority,minority,1,1,175,,0.0,1,1
176,76sbf648,5c7bc14c5a66930001243b00,0,44,44,thanks,Thanks,2022-08-31 10:41:04.339272,1,,,127.0,1,0,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,176,,0.0,1,8,2,1,1,1,1,176,,0.0,73.0,0.0,A,0,1,1,176,,84.0,65.0,84.0,A,0,1,2,176,,0.0,34.0,88.0,A,0,1,3,176,,0.0,28.0,92.0,A,0,1,4,176,,0.0,30.0,96.0,A,0,1,5,176,,0.0,29.0,100.0,A,0,1,6,176,,0.0,24.0,104.0,A,0,1,7,176,,0.0,22.0,108.0,B,0,1,8,176,,0.0,27.0,160.0,B,0,1,9,176,,0.0,26.0,180.0,B,0,1,10,176,,0.0,27.0,180.0,B,0,1,11,176,,43.0,0,9,7,43,1,43.0,1,1,176,,0.0,sophisticated,sophisticated,1,1,176,,0.0,1,1
177,1txpkbp8,5bf5491059230c0001a9915d,0,44,44,thanks,Thanks,2022-08-31 10:41:10.083700,1,,,166.0,1,1,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,177,,0.0,1,8,2,1,1,1,1,177,,0.0,41.0,0.0,A,1,1,1,177,,0.0,77.0,84.0,A,1,1,2,177,,0.0,25.0,88.0,A,1,1,3,177,,0.0,74.0,92.0,A,1,1,4,177,,0.0,20.0,96.0,A,1,1,5,177,,0.0,15.0,100.0,A,1,1,6,177,,0.0,15.0,104.0,A,1,1,7,177,,0.0,15.0,108.0,A,1,1,8,177,,0.0,11.0,112.0,A,1,1,9,177,,0.0,15.0,116.0,A,1,1,10,177,,116.0,17.0,116.0,A,1,1,11,177,,50.0,0,9,7,50,1,50.0,1,1,177,,0.0,only_c,sophisticated,1,1,177,,0.0,1,1
178,2fi94efz,5b01e69aa496b300013d5b9b,0,44,44,thanks,Thanks,2022-08-31 10:41:15.966224,1,,,92.0,1,0,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,178,,0.0,1,8,2,1,1,1,1,178,,0.0,56.0,0.0,A,0,1,1,178,,0.0,47.0,84.0,A,0,1,2,178,,0.0,127.0,88.0,A,0,1,3,178,,92.0,39.0,92.0,B,0,1,4,178,,0.0,42.0,80.0,A,0,1,5,178,,0.0,116.0,100.0,B,0,1,6,178,,0.0,39.0,120.0,B,0,1,7,178,,0.0,29.0,140.0,B,0,1,8,178,,0.0,43.0,160.0,B,0,1,9,178,,0.0,59.0,180.0,B,0,1,10,178,,0.0,63.0,180.0,B,0,1,11,178,,0.0,1,2,10,61,1,0.0,1,1,178,,0.0,minority,majority,1,1,178,,0.0,1,1
179,30hedylr,6027ffc8f5361f64d504ae36,0,44,44,thanks,Thanks,2022-08-31 10:41:17.222539,1,,,118.0,1,1,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,179,,0.0,1,8,2,1,1,1,1,179,,0.0,257.0,0.0,A,1,1,1,179,,0.0,111.0,84.0,B,1,1,2,179,,0.0,110.0,40.0,A,1,1,3,179,,92.0,122.0,92.0,B,1,1,4,179,,0.0,63.0,80.0,A,1,1,5,179,,0.0,80.0,100.0,B,1,1,6,179,,0.0,158.0,120.0,B,1,1,7,179,,0.0,48.0,140.0,A,1,1,8,179,,0.0,85.0,112.0,B,1,1,9,179,,0.0,115.0,180.0,A,1,1,10,179,,0.0,112.0,116.0,A,1,1,11,179,,26.0,0,10,7,26,1,26.0,1,1,179,,0.0,minority,majority,1,1,179,,0.0,1,1
180,v5rwxiw0,62a0dd7267e1be4d0eb1bad1,0,44,44,thanks,Thanks,2022-08-31 10:41:22.363716,1,,,96.0,1,0,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,180,,0.0,1,8,2,1,1,1,1,180,,0.0,74.0,0.0,B,0,1,1,180,,0.0,143.0,20.0,A,0,1,2,180,,0.0,69.0,88.0,A,0,1,3,180,,0.0,37.0,92.0,A,0,1,4,180,,96.0,64.0,96.0,A,0,1,5,180,,0.0,22.0,100.0,B,0,1,6,180,,0.0,70.0,120.0,B,0,1,7,180,,0.0,33.0,140.0,A,0,1,8,180,,0.0,27.0,112.0,A,0,1,9,180,,0.0,33.0,116.0,A,0,1,10,180,,0.0,11.0,116.0,A,0,1,11,180,,0.0,1,1,10,17,1,0.0,1,1,180,,0.0,only_c,only_d,1,1,180,,0.0,1,1
181,u1ix0o3h,5d923331f688d40018fa2465,0,44,44,thanks,Thanks,2022-08-31 10:41:22.933903,1,,,108.0,1,1,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,181,,0.0,1,8,2,1,1,1,1,181,,0.0,146.0,0.0,A,1,1,1,181,,0.0,101.0,84.0,A,1,1,2,181,,0.0,102.0,88.0,B,1,1,3,181,,0.0,622.0,60.0,A,1,1,4,181,,0.0,77.0,96.0,A,1,1,5,181,,0.0,72.0,100.0,B,1,1,6,181,,0.0,128.0,120.0,A,1,1,7,181,,108.0,97.0,108.0,A,1,1,8,181,,0.0,66.0,112.0,B,1,1,9,181,,0.0,104.0,180.0,B,1,1,10,181,,0.0,77.0,180.0,B,1,1,11,181,,0.0,1,3,7,61,1,0.0,1,1,181,,0.0,sophisticated,random,1,1,181,,0.0,1,1
182,drcotgrl,5f60abca7aa062068858abaf,0,44,44,thanks,Thanks,2022-08-31 10:41:25.045004,1,,,112.0,1,0,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,182,,0.0,1,8,2,1,1,1,1,182,,0.0,113.0,0.0,A,0,1,1,182,,0.0,70.0,84.0,A,0,1,2,182,,0.0,104.0,88.0,A,0,1,3,182,,0.0,36.0,92.0,A,0,1,4,182,,0.0,41.0,96.0,A,0,1,5,182,,0.0,44.0,100.0,A,0,1,6,182,,0.0,166.0,104.0,A,0,1,7,182,,0.0,113.0,108.0,A,0,1,8,182,,112.0,32.0,112.0,A,0,1,9,182,,0.0,122.0,116.0,A,0,1,10,182,,0.0,131.0,116.0,A,0,1,11,182,,0.0,1,2,5,37,1,0.0,1,1,182,,0.0,only_c,random,1,1,182,,0.0,1,1
183,so3yk5ax,6019a575bd484911682112eb,0,44,44,thanks,Thanks,2022-08-31 10:41:26.940642,1,,,175.0,1,1,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,183,,0.0,1,8,2,1,1,1,1,183,,0.0,94.0,0.0,B,1,1,1,183,,0.0,64.0,20.0,A,1,1,2,183,,0.0,36.0,88.0,A,1,1,3,183,,0.0,43.0,92.0,B,1,1,4,183,,0.0,20.0,80.0,A,1,1,5,183,,0.0,32.0,100.0,A,1,1,6,183,,0.0,67.0,104.0,B,1,1,7,183,,140.0,52.0,140.0,B,1,1,8,183,,0.0,27.0,160.0,A,1,1,9,183,,0.0,44.0,116.0,B,1,1,10,183,,0.0,52.0,180.0,A,1,1,11,183,,35.0,0,8,2,35,1,35.0,1,1,183,,0.0,minority,only_c,1,1,183,,0.0,1,1
184,2t42k7ts,62b41c9ed90ac9ba693b8095,0,44,44,thanks,Thanks,2022-08-31 10:41:30.028606,1,,,106.0,1,0,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,184,,0.0,1,8,2,1,1,1,1,184,,0.0,37.0,0.0,A,0,1,1,184,,84.0,116.0,84.0,B,0,1,2,184,,0.0,22.0,40.0,B,0,1,3,184,,0.0,58.0,60.0,A,0,1,4,184,,0.0,120.0,96.0,B,0,1,5,184,,0.0,11.0,100.0,A,0,1,6,184,,0.0,28.0,104.0,B,0,1,7,184,,0.0,26.0,140.0,A,0,1,8,184,,0.0,67.0,112.0,B,0,1,9,184,,0.0,193.0,180.0,B,0,1,10,184,,0.0,67.0,180.0,A,0,1,11,184,,22.0,0,7,6,22,1,22.0,1,1,184,,0.0,minority,only_c,1,1,184,,0.0,1,1
185,7kslimys,60ce350a7a082517c8666e92,0,44,44,thanks,Thanks,2022-08-31 10:41:31.648808,1,,,116.0,1,1,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,185,,0.0,1,8,2,1,1,1,1,185,,0.0,25.0,0.0,A,1,1,1,185,,0.0,77.0,84.0,B,1,1,2,185,,0.0,40.0,40.0,A,1,1,3,185,,0.0,42.0,92.0,B,1,1,4,185,,0.0,5.0,80.0,B,1,1,5,185,,0.0,14.0,100.0,B,1,1,6,185,,0.0,5.0,120.0,A,1,1,7,185,,0.0,7.0,108.0,A,1,1,8,185,,0.0,24.0,112.0,A,1,1,9,185,,0.0,7.0,116.0,A,1,1,10,185,,116.0,3.0,116.0,A,1,1,11,185,,0.0,1,1,7,31,1,0.0,1,1,185,,0.0,only_c,only_c,1,1,185,,0.0,1,1
186,hprucfbm,5cddc2123fd85e0017cf6e93,0,44,44,thanks,Thanks,2022-08-31 10:41:32.767809,1,,,117.0,1,0,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,186,,0.0,1,8,2,1,1,1,1,186,,0.0,57.0,0.0,A,0,1,1,186,,0.0,224.0,84.0,B,0,1,2,186,,0.0,19.0,40.0,A,0,1,3,186,,0.0,16.0,92.0,A,0,1,4,186,,0.0,21.0,96.0,A,0,1,5,186,,0.0,24.0,100.0,A,0,1,6,186,,104.0,18.0,104.0,A,0,1,7,186,,0.0,136.0,108.0,B,0,1,8,186,,0.0,37.0,160.0,B,0,1,9,186,,0.0,22.0,180.0,B,0,1,10,186,,0.0,28.0,180.0,B,0,1,11,186,,13.0,0,3,9,13,1,13.0,1,1,186,,0.0,majority,only_c,1,1,186,,0.0,1,1
187,9oceqm86,616c380ec7e2787b3631ac40,0,44,44,thanks,Thanks,2022-08-31 10:41:33.230045,1,,,124.0,1,1,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,187,,0.0,1,8,2,1,1,1,1,187,,0.0,200.0,0.0,A,1,1,1,187,,0.0,137.0,84.0,A,1,1,2,187,,0.0,57.0,88.0,A,1,1,3,187,,0.0,96.0,92.0,B,1,1,4,187,,0.0,82.0,80.0,B,1,1,5,187,,0.0,87.0,100.0,A,1,1,6,187,,0.0,108.0,104.0,A,1,1,7,187,,0.0,147.0,108.0,B,1,1,8,187,,0.0,72.0,160.0,A,1,1,9,187,,116.0,48.0,116.0,A,1,1,10,187,,0.0,77.0,116.0,A,1,1,11,187,,8.0,0,3,4,8,1,8.0,1,1,187,,0.0,only_c,only_c,1,1,187,,0.0,1,1
188,ptd07do7,5a9a6b774eecca0001dd7e29,0,44,44,thanks,Thanks,2022-08-31 10:41:34.877438,1,,,93.0,1,0,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,188,,0.0,1,8,2,1,1,1,1,188,,0.0,396.0,0.0,A,0,1,1,188,,0.0,70.0,84.0,A,0,1,2,188,,88.0,51.0,88.0,A,0,1,3,188,,0.0,9.0,92.0,B,0,1,4,188,,0.0,50.0,80.0,A,0,1,5,188,,0.0,53.0,100.0,A,0,1,6,188,,0.0,13.0,104.0,A,0,1,7,188,,0.0,9.0,108.0,A,0,1,8,188,,0.0,18.0,112.0,A,0,1,9,188,,0.0,14.0,116.0,A,0,1,10,188,,0.0,64.0,116.0,A,0,1,11,188,,5.0,0,2,3,5,1,5.0,1,1,188,,0.0,majority,majority,1,1,188,,0.0,1,1
189,7ea32zmo,5e8d96efe32229018dec69dd,0,44,44,thanks,Thanks,2022-08-31 10:41:35.565369,1,,,154.0,1,1,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,189,,0.0,1,8,2,1,1,1,1,189,,0.0,87.0,0.0,A,1,1,1,189,,0.0,45.0,84.0,A,1,1,2,189,,0.0,42.0,88.0,A,1,1,3,189,,0.0,49.0,92.0,A,1,1,4,189,,0.0,61.0,96.0,A,1,1,5,189,,0.0,31.0,100.0,A,1,1,6,189,,0.0,26.0,104.0,A,1,1,7,189,,108.0,22.0,108.0,A,1,1,8,189,,0.0,21.0,112.0,A,1,1,9,189,,0.0,20.0,116.0,A,1,1,10,189,,0.0,21.0,116.0,A,1,1,11,189,,46.0,0,7,7,46,1,46.0,1,1,189,,0.0,only_c,only_c,1,1,189,,0.0,1,1
190,rfzcxrtl,62a9e41c0f9670b7537abee2,0,6,44,introduction,Start_game,2022-08-31 10:41:35.574889,1,,,0.0,,0,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,190,,0.0,,,,,,1,1,190,,0.0,,,,,1,1,190,,0.0,,,,,1,2,190,,0.0,,,,,1,3,190,,0.0,,,,,1,4,190,,0.0,,,,,1,5,190,,0.0,,,,,1,6,190,,0.0,,,,,1,7,190,,0.0,,,,,1,8,190,,0.0,,,,,1,9,190,,0.0,,,,,1,10,190,,0.0,,,,,1,11,190,,0.0,,,,,,,1,1,190,,0.0,,,1,1,190,,0.0,1,1
191,7lg8jkgt,60514236bdcfc4985e31b4bf,0,44,44,thanks,Thanks,2022-08-31 10:41:38.462400,1,,,88.0,1,1,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,191,,0.0,1,8,2,1,1,1,1,191,,0.0,50.0,0.0,A,1,1,1,191,,0.0,35.0,84.0,A,1,1,2,191,,88.0,33.0,88.0,A,1,1,3,191,,0.0,43.0,92.0,A,1,1,4,191,,0.0,25.0,96.0,A,1,1,5,191,,0.0,20.0,100.0,A,1,1,6,191,,0.0,56.0,104.0,A,1,1,7,191,,0.0,46.0,108.0,A,1,1,8,191,,0.0,23.0,112.0,A,1,1,9,191,,0.0,19.0,116.0,A,1,1,10,191,,0.0,68.0,116.0,A,1,1,11,191,,0.0,1,2,6,18,1,0.0,1,1,191,,0.0,only_c,only_c,1,1,191,,0.0,1,1
192,cq5pap49,60eead911e567d29abb34468,0,44,44,thanks,Thanks,2022-08-31 10:41:42.153934,1,,,106.0,1,0,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,192,,0.0,1,8,2,1,1,1,1,192,,0.0,121.0,0.0,B,0,1,1,192,,0.0,123.0,20.0,A,0,1,2,192,,0.0,119.0,88.0,A,0,1,3,192,,0.0,55.0,92.0,B,0,1,4,192,,80.0,119.0,80.0,B,0,1,5,192,,0.0,41.0,100.0,A,0,1,6,192,,0.0,55.0,104.0,B,0,1,7,192,,0.0,98.0,140.0,B,0,1,8,192,,0.0,66.0,160.0,B,0,1,9,192,,0.0,156.0,180.0,B,0,1,10,192,,0.0,82.0,180.0,B,0,1,11,192,,26.0,0,10,2,26,1,26.0,1,1,192,,0.0,sophisticated,sophisticated,1,1,192,,0.0,1,1
193,9lm1g6qf,5cc2ef1f8402ff0017e8863b,0,44,44,thanks,Thanks,2022-08-31 10:41:47.388105,1,,,133.0,1,1,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,193,,0.0,1,8,2,1,1,1,1,193,,0.0,42.0,0.0,A,1,1,1,193,,0.0,42.0,84.0,A,1,1,2,193,,0.0,20.0,88.0,B,1,1,3,193,,0.0,12.0,60.0,A,1,1,4,193,,96.0,55.0,96.0,A,1,1,5,193,,0.0,7.0,100.0,A,1,1,6,193,,0.0,72.0,104.0,A,1,1,7,193,,0.0,25.0,108.0,B,1,1,8,193,,0.0,19.0,160.0,A,1,1,9,193,,0.0,22.0,116.0,A,1,1,10,193,,0.0,18.0,116.0,A,1,1,11,193,,37.0,0,9,5,37,1,37.0,1,1,193,,0.0,only_c,only_c,1,1,193,,0.0,1,1
194,wy66dexv,612e9795a10b7857ca8990d1,0,44,44,thanks,Thanks,2022-08-31 10:41:52.103839,1,,,170.0,1,0,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,194,,0.0,1,8,2,1,1,1,1,194,,0.0,116.0,0.0,B,0,1,1,194,,0.0,57.0,20.0,B,0,1,2,194,,0.0,51.0,40.0,A,0,1,3,194,,0.0,33.0,92.0,A,0,1,4,194,,0.0,51.0,96.0,B,0,1,5,194,,0.0,41.0,100.0,B,0,1,6,194,,120.0,28.0,120.0,B,0,1,7,194,,0.0,40.0,140.0,A,0,1,8,194,,0.0,23.0,112.0,A,0,1,9,194,,0.0,21.0,116.0,B,0,1,10,194,,0.0,20.0,180.0,B,0,1,11,194,,50.0,0,6,3,50,1,50.0,1,1,194,,0.0,random,random,1,1,194,,0.0,1,1
195,cyi445x6,60ad4325e23286e1191e31aa,0,44,44,thanks,Thanks,2022-08-31 10:41:52.600862,1,,,152.0,1,1,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,195,,0.0,1,8,2,1,1,1,1,195,,0.0,135.0,0.0,B,1,1,1,195,,0.0,79.0,20.0,A,1,1,2,195,,0.0,58.0,88.0,A,1,1,3,195,,0.0,45.0,92.0,A,1,1,4,195,,0.0,67.0,96.0,A,1,1,5,195,,0.0,45.0,100.0,A,1,1,6,195,,104.0,35.0,104.0,A,1,1,7,195,,0.0,116.0,108.0,B,1,1,8,195,,0.0,99.0,160.0,B,1,1,9,195,,0.0,89.0,180.0,A,1,1,10,195,,0.0,108.0,116.0,B,1,1,11,195,,48.0,0,6,2,48,1,48.0,1,1,195,,0.0,only_c,only_c,1,1,195,,0.0,1,1
196,twuzj771,5e68d2b5576136000ba058a2,0,44,44,thanks,Thanks,2022-08-31 10:42:01.413093,1,,,100.0,1,0,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,196,,0.0,1,8,2,1,1,1,1,196,,0.0,66.0,0.0,A,0,1,1,196,,0.0,95.0,84.0,A,0,1,2,196,,0.0,90.0,88.0,A,0,1,3,196,,0.0,98.0,92.0,A,0,1,4,196,,0.0,107.0,96.0,B,0,1,5,196,,100.0,80.0,100.0,A,0,1,6,196,,0.0,38.0,104.0,B,0,1,7,196,,0.0,47.0,140.0,A,0,1,8,196,,0.0,114.0,112.0,A,0,1,9,196,,0.0,59.0,116.0,A,0,1,10,196,,0.0,37.0,116.0,B,0,1,11,196,,0.0,1,5,6,78,1,0.0,1,1,196,,0.0,only_c,sophisticated,1,1,196,,0.0,1,1
197,3v7b7olw,5eefd6b37da4d24c8af3bcbc,0,6,44,introduction,Start_game,2022-08-31 10:42:03.733166,1,,,0.0,,1,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,197,,0.0,,,,,,1,1,197,,0.0,,,,,1,1,197,,0.0,,,,,1,2,197,,0.0,,,,,1,3,197,,0.0,,,,,1,4,197,,0.0,,,,,1,5,197,,0.0,,,,,1,6,197,,0.0,,,,,1,7,197,,0.0,,,,,1,8,197,,0.0,,,,,1,9,197,,0.0,,,,,1,10,197,,0.0,,,,,1,11,197,,0.0,,,,,,,1,1,197,,0.0,,,1,1,197,,0.0,1,1
198,yyrnwng4,5d63bb931da5f70001a8020e,0,44,44,thanks,Thanks,2022-08-31 10:42:04.040225,1,,,170.0,1,0,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,198,,0.0,1,8,2,1,1,1,1,198,,0.0,45.0,0.0,A,0,1,1,198,,0.0,78.0,84.0,A,0,1,2,198,,0.0,100.0,88.0,A,0,1,3,198,,0.0,47.0,92.0,B,0,1,4,198,,0.0,49.0,80.0,A,0,1,5,198,,0.0,19.0,100.0,A,0,1,6,198,,104.0,11.0,104.0,A,0,1,7,198,,0.0,19.0,108.0,A,0,1,8,198,,0.0,18.0,112.0,A,0,1,9,198,,0.0,21.0,116.0,A,0,1,10,198,,0.0,6.0,116.0,A,0,1,11,198,,66.0,0,8,5,66,1,66.0,1,1,198,,0.0,only_c,random,1,1,198,,0.0,1,1
199,i00a3jq7,629f377d240dffa6b5e4addf,0,44,44,thanks,Thanks,2022-08-31 10:42:08.165012,1,,,167.0,1,1,4d70dvpc,Real Experiment,,,,0,bonus_game,0.005,5,0.6,https://app.prolific.co/submissions/complete?cc=4BC08866,199,,0.0,1,8,2,1,1,1,1,199,,0.0,86.0,0.0,B,1,1,1,199,,0.0,142.0,20.0,A,1,1,2,199,,0.0,79.0,88.0,A,1,1,3,199,,0.0,52.0,92.0,A,1,1,4,199,,0.0,31.0,96.0,A,1,1,5,199,,0.0,24.0,100.0,A,1,1,6,199,,0.0,61.0,104.0,A,1,1,7,199,,108.0,30.0,108.0,A,1,1,8,199,,0.0,34.0,112.0,A,1,1,9,199,,0.0,11.0,116.0,A,1,1,10,199,,0.0,20.0,116.0,A,1,1,11,199,,59.0,0,9,9,59,1,59.0,1,1,199,,0.0,only_c,only_c,1,1,199,,0.0,1,1
